NORAD_CAT_ID_1,OBJECT_NAME_1,DSE_1,NORAD_CAT_ID_2,OBJECT_NAME_2,DSE_2,TCA,TCA_RANGE,TCA_RELATIVE_SPEED,MAX_PROB,DILUTION
55745,"STARLINK-5565 [+]",2.79,43810,"OBJECT BE [-]",2.914,"2023-11-11 14:39:33.437",0.12,14.391,0.00122,0.064
45675,"STARLINK-1458 [+]",5.118,39927,"PEGASUS DEB [-]",5.633,"2023-11-13 11:46:19.206",0.142,12.842,0.001189,0.055
55393,"STARLINK-4786 [+]",4.674,56310,"TELEOS-2 [+]",5.892,"2023-11-13 06:25:36.756",0.164,9.534,0.001185,0.048
45685,"STARLINK-1402 [P]",1.945,47727,"STARLINK-2129 [+]",1.339,"2023-11-10 03:03:18.946",0.291,7.013,0.001171,0.076
47902,"STARLINK-2362 [+]",6.112,34679,"COSMOS 2251 DEB [-]",6.462,"2023-11-14 08:37:28.651",0.185,3.566,0.001126,0.045
54776,"STARLINK-5470 [+]",3.471,57039,"OBJECT AM [+]",3.117,"2023-11-11 15:28:15.105",0.123,14.567,0.001122,0.068
51106,"STARLINK-3176 [+]",4.075,56746,"OBJECT D [+]",4.076,"2023-11-12 20:28:47.598",0.187,5.771,0.001062,0.047
45061,"STARLINK-1169 [+]",5.501,32787,"COMPASS-1 [-]",5.823,"2023-11-14 07:21:23.411",0.129,14.579,0.001013,0.072
52835,"STARLINK-4080 [+]",6.705,5019,"COSMOS 397 DEB [-]",6.139,"2023-11-14 22:52:12.816",0.19,7.273,0.0009786,0.05
45685,"STARLINK-1402 [P]",3.93,48276,"STARLINK-2567 [+]",3.931,"2023-11-12 02:42:25.763",0.34,0.469,0.0009544,0.08
53260,"STARLINK-4136 [+]",4.269,57582,"OBJECT C [+]",4.133,"2023-11-12 20:09:58.948",0.206,5.926,0.0008733,0.052
54790,"STARLINK-5445 [+]",1.751,57029,"OBJECT AB [+]",1.327,"2023-11-09 20:56:12.303",0.141,14.633,0.0008321,0.08
51747,"STARLINK-3446 [+]",3.238,56746,"OBJECT D [+]",2.512,"2023-11-11 06:56:41.782",0.211,6.855,0.0008063,0.055
44968,"STARLINK-1090 [+]",6.903,25262,"IRIDIUM 51 [-]",7.219,"2023-11-15 18:27:44.540",0.261,14.161,0.0007529,0.129
52673,"STARLINK-3976 [+]",1.289,57323,"OBJECT AX [-]",0.961,"2023-11-09 17:54:41.923",0.226,5.887,0.0007253,0.057
46347,"STARLINK-1547 [+]",1.37,14699,"COSMOS 1536 [?]",1.896,"2023-11-10 03:53:24.350",0.23,5.506,0.0007076,0.058
55574,"STARLINK-5747 [+]",3.202,39853,"SL-16 DEB [-]",5.265,"2023-11-11 16:27:51.671",0.204,10.759,0.0007074,0.065
51150,"STARLINK-3357 [+]",5.179,57323,"OBJECT AX [-]",5.208,"2023-11-13 23:49:29.839",0.173,13.654,0.0007072,0.077
48110,"STARLINK-2447 [+]",2.75,57174,"OBJECT J [+]",2.426,"2023-11-11 05:25:44.259",0.23,5.892,0.0006998,0.058
47896,"STARLINK-2356 [+]",7.286,57044,"OBJECT AS [+]",6.351,"2023-11-15 03:59:36.968",0.219,8.858,0.0006916,0.062
51793,"STARLINK-3633 [+]",0.881,20032,"COSMOS 970 DEB [-]",0.414,"2023-11-09 00:29:12.052",0.226,8.837,0.0006554,0.063
52847,"STARLINK-4206 [+]",3.842,55324,"HAWK-6B [+]",3.541,"2023-11-11 23:29:54.571",0.21,11.085,0.0006505,0.068
54807,"STARLINK-5410 [+]",5.98,24007,"PEGASUS DEB [-]",6.098,"2023-11-14 05:14:45.626",0.235,7.984,0.0006258,0.064
47985,"STARLINK-2308 [+]",6.63,20571,"DELTA 2 R/B [-]",7.237,"2023-11-15 10:04:56.584",0.332,7.979,0.0006171,0.09
52331,"STARLINK-3889 [+]",3.93,57323,"OBJECT AX [-]",3.813,"2023-11-12 14:21:28.058",0.236,8.135,0.0006161,0.064
46047,"STARLINK-1524 [+]",0.605,49264,"CUPID [+]",0.67,"2023-11-09 09:10:09.238",0.241,7.139,0.0006146,0.063
46556,"STARLINK-1676 [+]",3.774,46912,"KSM1-A [+]",3.637,"2023-11-12 07:03:40.261",0.257,3.323,0.000588,0.062
53915,"STARLINK-5017 [+]",6.655,56747,"OBJECT E [+]",6.658,"2023-11-15 10:23:06.961",0.252,5.755,0.000586,0.063
46363,"STARLINK-1739 [+]",7.3,28415,"CZ-4B R/B [-]",6.778,"2023-11-15 09:06:54.793",0.167,14.65,0.0005859,0.095
56026,"STARLINK-5770 [+]",0.934,57195,"AVION KALUGA 650 [+]",0.667,"2023-11-09 11:12:15.020",0.249,7.138,0.0005723,0.066
53843,"STARLINK-4769 [+]",6.139,26960,"PSLV R/B [-]",6.186,"2023-11-15 00:04:11.780",0.19,13.793,0.0005652,0.087
52461,"STARLINK-3900 [+]",4.55,28855,"PSLV DEB [-]",7.596,"2023-11-12 20:18:34.940",0.241,9.552,0.0005513,0.071
52454,"STARLINK-3888 [+]",5.59,24082,"PEGASUS DEB [-]",5.903,"2023-11-14 06:02:50.689",0.265,4.447,0.0005444,0.065
53010,"STARLINK-4263 [+]",5.464,34788,"COSMOS 2251 DEB [-]",6.123,"2023-11-13 21:49:59.037",0.2,13.614,0.0005324,0.088
55662,"STARLINK-5479 [+]",3.724,40031,"FLOCK 1C-4 [-]",3.782,"2023-11-12 13:56:31.397",0.173,14.008,0.0005254,0.084
52694,"STARLINK-4072 [+]",7.167,19573,"COSMOS 1975 [?]",7.374,"2023-11-15 15:22:07.526",0.232,11.303,0.0005238,0.077
53165,"STARLINK-4090 [+]",5.373,35891,"COSMOS 2251 DEB [-]",5.793,"2023-11-13 21:08:13.884",0.215,12.907,0.0005156,0.084
55570,"STARLINK-5737 [+]",3.82,56296,"STARLINK-30089 [P]",3.99,"2023-11-12 12:32:46.286",0.615,10.277,0.0005044,0.189
53468,"STARLINK-4400 [+]",1.953,89389,"UNKNOWN [-]",6.425,"2023-11-10 17:26:44.079",0.26,8.387,0.0005022,0.072
55492,"STARLINK-5013 [+]",5.153,56296,"STARLINK-30089 [P]",5.051,"2023-11-13 13:59:38.729",0.617,10.286,0.0005018,0.189
52290,"STARLINK-3772 [+]",2.998,23608,"ARIANE 40+3 R/B [-]",3.266,"2023-11-11 18:32:22.965",0.422,12.44,0.0004986,0.156
46758,"STARLINK-1928 [+]",5.26,40035,"FLOCK 1C-9 [-]",4.862,"2023-11-13 08:39:30.155",0.201,12.809,0.0004834,0.078
52635,"STARLINK-3978 [+]",1.301,27255,"PSLV DEB [-]",2.512,"2023-11-09 19:14:42.744",0.195,14.32,0.0004796,0.1
54078,"STARLINK-5138 [+]",4.245,57206,"OBJECT AS [+]",4.278,"2023-11-13 01:51:04.121",0.194,14.561,0.0004531,0.107
48405,"STARLINK-2570 [+]",6.917,40035,"FLOCK 1C-9 [-]",6.524,"2023-11-15 00:32:18.931",0.219,12.472,0.0004245,0.082
56010,"STARLINK-5968 [+]",1.556,56289,"STARLINK-30095 [P]",1.602,"2023-11-10 09:16:14.879",0.698,9.327,0.0004155,0.202
51989,"STARLINK-3642 [+]",1.152,19573,"COSMOS 1975 [?]",1.087,"2023-11-09 08:29:03.343",0.304,4.539,0.0004127,0.075
56296,"STARLINK-30089 [P]",6.434,57206,"OBJECT AS [+]",6.167,"2023-11-14 23:11:53.512",0.495,10.486,0.0004126,0.154
49417,"STARLINK-3154 [+]",6.252,57585,"OBJECT F [+]",6.048,"2023-11-14 19:24:32.654",0.298,6.532,0.0004092,0.077
51995,"STARLINK-3636 [+]",5.161,41339,"CHUBUSAT-3 [-]",4.684,"2023-11-13 04:40:47.867",0.285,8.861,0.0004073,0.081
52693,"STARLINK-3946 [+]",5.59,89389,"UNKNOWN [-]",9.746,"2023-11-14 01:09:37.883",0.24,13.046,0.0004063,0.096
46533,"STARLINK-1648 [+]",6.633,49399,"Z-SAT [+]",6.377,"2023-11-15 04:01:40.469",0.304,5.76,0.0003999,0.077
45754,"STARLINK-1477 [+]",0.798,46493,"DEKART [+]",1.025,"2023-11-09 11:38:02.917",0.205,14.667,0.0003907,0.117
55595,"STARLINK-5740 [+]",3.132,39450,"SL-24 DEB [-]",3.202,"2023-11-11 20:19:54.570",0.301,7.869,0.0003831,0.081
47161,"STARLINK-1876 [+]",4.166,57044,"OBJECT AS [+]",4.164,"2023-11-12 23:30:32.499",0.286,10.17,0.0003768,0.087
53284,"STARLINK-4172 [+]",0.852,55326,"HAWK-6C [+]",0.98,"2023-11-09 10:00:25.422",0.321,3.366,0.0003764,0.077
45769,"STARLINK-1459 [+]",7.179,48606,"TYVAK-0130 [+]",7.395,"2023-11-15 21:29:23.812",0.316,5.458,0.0003733,0.079
47733,"STARLINK-2143 [+]",5.89,48080,"CZ-4C R/B [-]",6.038,"2023-11-14 14:01:45.233",0.282,10.825,0.0003682,0.09
52845,"STARLINK-4168 [+]",6.671,33875,"IRIDIUM 33 DEB [-]",6.394,"2023-11-14 19:39:45.750",0.307,7.949,0.000366,0.083
55762,"STARLINK-5603 [+]",5.423,28221,"NAXING 1 [?]",5.692,"2023-11-14 05:03:03.471",0.274,11.678,0.0003646,0.094
55607,"STARLINK-5700 [+]",3.48,38300,"CZ-2D DEB [-]",3.629,"2023-11-12 03:59:23.462",0.24,13.737,0.0003619,0.108
52672,"STARLINK-4073 [+]",6.359,52937,"NEUSAR [+]",6.354,"2023-11-15 03:58:41.629",0.324,5.603,0.0003546,0.081
51749,"STARLINK-3451 [+]",5.789,54037,"CZ-2C DEB [-]",5.889,"2023-11-14 14:41:53.257",0.222,14.519,0.0003484,0.121
51873,"STARLINK-3582 [+]",2.519,40698,"AVUM R/B [-]",2.353,"2023-11-10 14:43:42.173",0.217,14.719,0.0003431,0.126
45685,"STARLINK-1402 [P]",3.963,48276,"STARLINK-2567 [+]",3.964,"2023-11-12 03:30:11.191",0.567,0.468,0.0003431,0.134
53720,"STARLINK-4642 [+]",6.417,55437,"STARLINK-5080 [P]",6.625,"2023-11-15 04:05:23.224",0.568,2.948,0.0003366,0.136
47150,"STARLINK-1863 [+]",5.711,35857,"IRIDIUM 33 DEB [-]",6.054,"2023-11-14 13:44:19.863",0.24,14.083,0.0003341,0.117
45227,"STARLINK-1221 [+]",1.628,46907,"KSM1-D [+]",1.191,"2023-11-09 19:15:54.347",0.3,10.523,0.0003338,0.093
49739,"STARLINK-3155 [+]",5.186,40041,"FLOCK 1C-3 [-]",5.203,"2023-11-13 16:00:09.528",0.274,10.199,0.0003326,0.083
50818,"STARLINK-3336 [+]",3.917,23608,"ARIANE 40+3 R/B [-]",3.928,"2023-11-12 10:25:13.854",0.611,7.599,0.0003299,0.163
54851,"STARLINK-5084 [+]",7.51,30216,"FENGYUN 1C DEB [-]",7.353,"2023-11-15 23:12:11.873",0.238,14.334,0.0003197,0.123
53847,"STARLINK-4777 [+]",0.32,19046,"SL-3 R/B [-]",0.639,"2023-11-09 04:03:55.835",0.305,13.93,0.0003183,0.143
51981,"STARLINK-3635 [+]",3.009,57039,"OBJECT AM [+]",2.653,"2023-11-11 04:20:05.552",0.231,14.596,0.0003141,0.129
52459,"STARLINK-3856 [+]",4.93,56442,"TROPICS-05 [+]",4.765,"2023-11-13 05:29:05.208",0.322,9.504,0.0003094,0.094
52111,"STARLINK-3708 [+]",1.94,23608,"ARIANE 40+3 R/B [-]",1.804,"2023-11-10 07:26:47.757",0.513,13.113,0.0003081,0.208
54069,"STARLINK-5223 [+]",2.374,34351,"IRIDIUM 33 DEB [-]",1.827,"2023-11-10 09:17:06.424",0.273,13.107,0.000308,0.111
47918,"STARLINK-2398 [+]",5.656,41039,"CZ-4C R/B [-]",5.447,"2023-11-14 04:35:23.275",0.294,12.041,0.0003057,0.104
55608,"STARLINK-5726 [+]",1.332,34788,"COSMOS 2251 DEB [-]",2.228,"2023-11-10 00:20:39.821",0.283,12.877,0.0002977,0.111
45782,"STARLINK-1498 [P]",0.652,55100,"SPACEBEE-158 [+]",1.046,"2023-11-09 03:40:23.788",0.355,5.967,0.0002926,0.09
52986,"STARLINK-4260 [+]",5.651,24082,"PEGASUS DEB [-]",6.033,"2023-11-14 09:11:00.809",0.354,6.377,0.0002908,0.091
52672,"STARLINK-4073 [+]",5.51,19573,"COSMOS 1975 [?]",6.05,"2023-11-14 07:36:04.223",0.299,12.231,0.0002896,0.108
51783,"STARLINK-3628 [+]",5.101,57322,"OBJECT AW [-]",4.416,"2023-11-13 05:49:04.750",0.24,14.7,0.0002817,0.138
47900,"STARLINK-2360 [+]",6.875,39433,"HUMSAT-D [-]",6.587,"2023-11-15 02:34:39.082",0.251,14.39,0.0002811,0.132
46565,"STARLINK-1735 [+]",0.721,54441,"CZ-6A DEB [-]",2.328,"2023-11-09 03:10:33.383",0.354,7.606,0.0002787,0.095
46045,"STARLINK-1591 [+]",7.41,55846,"CZ-2C R/B [-]",7.636,"2023-11-15 20:03:48.174",0.334,10.016,0.0002785,0.101
45750,"STARLINK-1391 [+]",3.058,46493,"DEKART [+]",3.273,"2023-11-11 17:36:14.170",0.249,14.524,0.0002763,0.136
53396,"STARLINK-4524 [+]",2.001,23608,"ARIANE 40+3 R/B [-]",1.87,"2023-11-10 09:02:15.811",0.628,10.155,0.0002752,0.191
44942,"STARLINK-1096 [P]",2.282,52764,"NUSAT-29 (EDITH CLARKE) [+]",2.35,"2023-11-11 03:19:51.751",0.339,10.023,0.0002708,0.102
50207,"STARLINK-3262 [+]",2.486,52937,"NEUSAR [+]",2.365,"2023-11-11 04:14:48.883",0.367,6.65,0.0002685,0.095
55463,"STARLINK-5677 [+]",4.605,57181,"OBJECT R [+]",4.132,"2023-11-12 21:57:50.332",0.305,12.545,0.0002678,0.115
48474,"STARLINK-2697 [+]",1.931,30024,"FENGYUN 1C DEB [-]",1.993,"2023-11-10 12:47:39.355",0.255,14.49,0.0002647,0.139
51138,"STARLINK-3177 [+]",0.771,45884,"FREGAT DEB [-]",2.016,"2023-11-09 13:56:56.328",0.349,9.938,0.0002612,0.103
46725,"STARLINK-1828 [+]",3.002,57174,"OBJECT J [+]",2.951,"2023-11-11 18:01:07.892",0.321,12.027,0.0002568,0.114
45232,"STARLINK-1235 [+]",4.572,38784,"FENGYUN 1C DEB [-]",7.529,"2023-11-12 18:15:18.991",0.258,14.556,0.0002565,0.141
46786,"STARLINK-1893 [+]",5.851,51285,"CZ-4C R/B [-]",5.86,"2023-11-14 16:39:50.421",0.289,13.598,0.0002529,0.128
55318,"STARLINK-5180 [+]",6.728,27469,"TITAN 4B DEB [-]",6.629,"2023-11-15 05:35:34.188",0.386,5.846,0.0002486,0.098
45572,"STARLINK-1320 [P]",4.773,57821,"STARLINK-30415 [+]",5.269,"2023-11-13 08:33:32.568",0.362,9.558,0.0002443,0.106
52340,"STARLINK-3818 [+]",2.452,57029,"OBJECT AB [+]",2.517,"2023-11-11 01:29:04.374",0.391,5.744,0.0002428,0.099
55386,"STARLINK-5555 [+]",4.68,26214,"CZ-4B DEB [-]",4.877,"2023-11-13 01:07:54.004",0.281,14.093,0.0002426,0.137
45050,"STARLINK-1140 [+]",3.206,47607,"STARLINK-2025 [P]",2.931,"2023-11-11 01:05:37.735",0.632,7.786,0.0002421,0.17
53436,"STARLINK-4527 [+]",4.693,43430,"CZ-4B DEB [-]",5.105,"2023-11-13 10:32:03.446",0.381,7.738,0.0002404,0.102
56138,"STARLINK-4774 [+]",2.246,57325,"OBJECT AZ [-]",2.182,"2023-11-10 23:05:01.952",0.355,10.508,0.0002386,0.111
56332,"STARLINK-5093 [+]",1.051,43067,"H-2A R/B [-]",1.298,"2023-11-09 15:08:51.433",0.371,8.999,0.0002384,0.106
55701,"STARLINK-30065 [P]",5.27,55705,"STARLINK-30057 [P]",5.271,"2023-11-13 07:52:41.234",0.983,0.001,0.0002362,0.448
52626,"STARLINK-3990 [+]",0.981,33505,"SL-14 R/B [-]",1.38,"2023-11-09 19:18:53.078",0.392,6.901,0.0002336,0.102
52269,"STARLINK-3791 [+]",3.824,31327,"FENGYUN 1C DEB [-]",4.123,"2023-11-12 14:29:30.894",0.323,12.765,0.0002334,0.124
45093,"STARLINK-1142 [+]",4.006,47607,"STARLINK-2025 [P]",4.652,"2023-11-12 18:24:05.170",0.602,10.502,0.000231,0.187
53260,"STARLINK-4136 [+]",2.753,35799,"IRIDIUM 33 DEB [-]",10.238,"2023-11-11 07:47:35.651",0.41,4.56,0.0002267,0.101
53639,"STARLINK-4422 [+]",6.978,57326,"OBJECT BA [-]",6.87,"2023-11-15 15:45:46.980",0.39,7.986,0.0002265,0.106
50170,"STARLINK-3245 [+]",5.617,43789,"IRVINE02 [-]",5.906,"2023-11-14 01:48:11.686",0.376,9.65,0.0002249,0.111
45206,"STARLINK-1209 [+]",1.522,39099,"DELTA 1 DEB [-]",1.386,"2023-11-09 16:58:52.675",0.383,9.042,0.0002242,0.109
53779,"STARLINK-4706 [+]",5.113,31445,"FENGYUN 1C DEB [-]",5.572,"2023-11-13 21:11:30.511",0.302,13.846,0.0002231,0.139
49135,"STARLINK-3073 [+]",2.787,54932,"CZ-6A DEB [-]",2.702,"2023-11-11 00:24:40.214",0.339,12.368,0.0002212,0.125
48299,"STARLINK-2557 [+]",4.061,57186,"CSTP 1.2 (STC 1.2) [+]",3.996,"2023-11-12 18:32:54.632",0.374,10.297,0.0002188,0.115
49432,"STARLINK-3158 [+]",4.826,43789,"IRVINE02 [-]",5.243,"2023-11-13 09:54:02.453",0.4,7.629,0.0002188,0.107
53658,"STARLINK-4452 [+]",3.267,38302,"CZ-2D DEB [-]",3.765,"2023-11-11 21:05:07.968",0.256,15.069,0.0002171,0.169
50156,"STARLINK-3317 [+]",1.673,19274,"OKEAN-1 [?]",1.875,"2023-11-10 10:40:51.505",0.733,8.899,0.0002156,0.207
56127,"STARLINK-6104 [+]",3.173,39450,"SL-24 DEB [-]",3.056,"2023-11-11 16:49:45.659",0.349,12.231,0.000211,0.127
52312,"STARLINK-3752 [+]",5.384,47947,"OBJECT R [-]",5.002,"2023-11-13 19:03:04.089",0.378,10.528,0.0002109,0.118
51898,"STARLINK-3597 [+]",1.775,34351,"IRIDIUM 33 DEB [-]",1.365,"2023-11-09 22:11:58.021",0.351,12.195,0.0002104,0.127
53928,"STARLINK-5009 [+]",1.863,57206,"OBJECT AS [+]",1.886,"2023-11-10 16:26:57.049",0.291,14.425,0.0002095,0.154
51981,"STARLINK-3635 [+]",1.284,57043,"OBJECT AR [+]",0.867,"2023-11-09 10:56:12.901",0.292,14.428,0.0002073,0.155
48335,"STARLINK-2441 [+]",6.98,57201,"SITRO-AIS 9 (SHCHUKIN) [+]",6.984,"2023-11-15 17:57:47.948",0.388,10.017,0.0002069,0.117
53271,"STARLINK-4069 [+]",4.511,57023,"OBJECT V [+]",4.577,"2023-11-13 02:27:06.555",0.418,6.767,0.0002063,0.109
46577,"STARLINK-1682 [+]",7.268,57323,"OBJECT AX [-]",7.014,"2023-11-15 19:10:15.198",0.424,6.008,0.0002053,0.108
48403,"STARLINK-2561 [+]",1.221,53817,"ELECTRON KICK STAGE R/B [-]",0.669,"2023-11-09 08:00:11.674",0.29,14.513,0.0002044,0.158
52296,"STARLINK-3766 [+]",7.206,57017,"OBJECT P [+]",7.392,"2023-11-15 23:03:38.776",0.325,13.587,0.0002018,0.143
55660,"STARLINK-5467 [+]",4.393,36685,"FENGYUN 1C DEB [-]",8.105,"2023-11-13 06:00:42.055",0.408,8.537,0.0002018,0.114
46123,"STARLINK-1605 [+]",2.593,35857,"IRIDIUM 33 DEB [-]",2.876,"2023-11-11 09:29:09.004",0.312,14.044,0.0001999,0.15
46032,"STARLINK-1555 [+]",6.426,14229,"SL-3 DEB [-]",6.368,"2023-11-14 19:43:15.543",0.419,7.491,0.0001999,0.112
52997,"STARLINK-4301 [P]",3.012,54818,"GAOFEN-11 04 [+]",2.926,"2023-11-11 17:05:22.535",0.29,14.634,0.0001997,0.162
54061,"STARLINK-5209 [+]",5.397,27255,"PSLV DEB [-]",6.048,"2023-11-13 08:07:02.626",0.287,14.721,0.0001969,0.166
56296,"STARLINK-30089 [P]",6.333,56394,"STARLINK-6305 [+]",6.331,"2023-11-14 20:45:55.343",0.825,1.216,0.0001958,0.195
53245,"STARLINK-4124 [+]",7.14,35066,"COSMOS 2251 DEB [-]",9.865,"2023-11-15 19:05:26.897",0.394,10.351,0.0001956,0.121
56354,"STARLINK-5877 [+]",0.816,27255,"PSLV DEB [-]",2.069,"2023-11-09 08:37:16.287",0.451,1.91,0.0001937,0.107
48373,"STARLINK-2609 [+]",5.437,57217,"KUZGTU 1 (RS47S) [+]",4.69,"2023-11-13 13:37:15.410",0.291,14.657,0.0001935,0.166
56473,"STARLINK-5486 [+]",6.224,24795,"IRIDIUM 5 [-]",6.219,"2023-11-14 19:43:15.183",0.362,12.089,0.0001911,0.129
55287,"STARLINK-5341 [+]",6.215,24996,"PEGASUS DEB [-]",6.72,"2023-11-14 18:29:05.376",0.298,14.63,0.000191,0.164
55639,"STARLINK-5508 [+]",5.826,39421,"UNISAT-5 [-]",5.042,"2023-11-13 20:59:19.411",0.324,13.888,0.0001908,0.152
52374,"STARLINK-3762 [+]",6.102,57031,"OBJECT AD [+]",6.101,"2023-11-14 16:13:06.194",0.433,6.992,0.0001908,0.113
50169,"STARLINK-3301 [+]",5.69,57017,"OBJECT P [+]",5.888,"2023-11-14 10:58:23.037",0.44,6.501,0.0001877,0.113
55485,"STARLINK-5695 [+]",4.66,34069,"COSMOS 2251 DEB [-]",4.764,"2023-11-13 07:26:29.348",0.37,12.298,0.0001871,0.135
56132,"STARLINK-6071 [+]",1.148,29509,"CZ-4B DEB [-]",1.563,"2023-11-09 16:17:07.215",0.392,11.225,0.0001853,0.129
47627,"STARLINK-1972 [+]",2.997,55437,"STARLINK-5080 [P]",2.544,"2023-11-11 02:09:40.468",0.664,10.856,0.0001851,0.212
47639,"STARLINK-2016 [+]",4.453,48427,"CZ-2C R/B [-]",5.673,"2023-11-13 02:19:49.062",0.438,7.537,0.0001826,0.117
55709,"STARLINK-30047 [P]",4.403,55713,"STARLINK-30063 [P]",4.403,"2023-11-12 11:01:39.677",1.562,0.081,0.0001809,0.368
56296,"STARLINK-30089 [P]",6.233,56394,"STARLINK-6305 [+]",6.231,"2023-11-14 18:22:20.774",0.859,1.214,0.0001804,0.203
53836,"STARLINK-4778 [+]",3.631,9818,"COSMOS 886 DEB [-]",4.165,"2023-11-12 10:34:17.340",0.411,10.365,0.0001795,0.127
47161,"STARLINK-1876 [+]",3.508,30637,"FENGYUN 1C DEB [-]",3.966,"2023-11-12 07:43:14.957",0.448,7.368,0.0001762,0.119
