NORAD_CAT_ID_1,OBJECT_NAME_1,DSE_1,NORAD_CAT_ID_2,OBJECT_NAME_2,DSE_2,TCA,TCA_RANGE,TCA_RELATIVE_SPEED,MAX_PROB,DILUTION
57193,"SITRO-AIS 8 (ANOKHIN) [+]",2.293,13771,"SL-3 R/B [-]",2.969,"2023-11-11 02:48:13.338",3.172,15.173,0.0000004009,2.244
55653,"STARLINK-5067 [+]",2.594,27126,"PSLV DEB [-]",2.821,"2023-11-11 09:56:10.489",3.172,14.938,0.000001443,2.045
55074,"FLOCK 4Y-2 [+]",2.903,57851,"STARLINK-30405 [+]",3.309,"2023-11-11 14:20:28.336",3.172,12.903,0.0000001291,1.245
54759,"STARLINK-5215 [+]",5.19,32148,"FENGYUN 1C DEB [-]",5.044,"2023-11-13 11:40:45.453",3.172,14.321,0.00000181,1.63
52713,"COSMOS 2556 [+]",5.197,56492,"STARLINK-5846 [+]",5.089,"2023-11-14 00:07:32.881",3.172,14.914,0.0000001693,1.937
49071,"TIANHUI 2-02A [+]",1.818,57970,"STARLINK-30494 [+]",1.817,"2023-11-10 11:54:23.327",3.172,7.484,0.0000003887,0.844
49007,"XINGSHIDAI 10 [+]",1.483,58002,"STARLINK-30540 [+]",1.706,"2023-11-10 06:56:15.255",3.172,6.972,0.0000003957,0.83
44387,"METEOR-M2 2 [P]",4.426,41406,"NOAA 16 DEB [-]",4.995,"2023-11-13 05:18:35.789",3.172,14.694,0.0000001598,2.053
39490,"COSMOS 2493 (SKRL-756 1) [+]",4.709,32784,"NTS (CANX-6) [-]",4.714,"2023-11-13 12:34:55.263",3.172,15.124,0.0000001464,2.24
33408,"SHIJIAN-6 03A (SJ-6 03A) [+]",6.357,55279,"STARLINK-5323 [+]",6.361,"2023-11-14 21:54:17.794",3.172,8.68,0.000003323,0.889
47826,"STARLINK-2411 [+]",3.887,41338,"CHUBUSAT-2 [-]",4.167,"2023-11-12 15:56:12.238",3.171,8.53,0.00000335,0.882
56360,"STARLINK-5549 [+]",4.048,39927,"PEGASUS DEB [-]",4.79,"2023-11-12 15:33:36.340",3.171,15.113,0.000001326,2.227
56105,"STARLINK-6066 [+]",5.832,29042,"CZ-4B DEB [-]",7.056,"2023-11-14 08:13:49.843",3.171,11.98,0.000002634,1.121
55777,"STARLINK-5814 [+]",1.666,22471,"SL-16 DEB [-]",1.497,"2023-11-09 19:33:13.171",3.171,14.22,0.000001839,1.606
55097,"SPACEBEE-160 [+]",6.348,41024,"TIANHUI 1-03 DEB [-]",6.828,"2023-11-14 18:26:39.214",3.171,15.017,0.0000001633,2.009
54856,"STARLINK-5086 [+]",1.871,40031,"FLOCK 1C-4 [-]",1.562,"2023-11-10 08:39:37.948",3.171,13.776,0.000001654,1.446
53671,"STARLINK-4440 [+]",6.773,34295,"COSMOS 2251 DEB [-]",7.075,"2023-11-15 10:23:25.634",3.171,4.483,0.000003793,0.778
53658,"STARLINK-4452 [+]",1.172,57171,"OBJECT F [+]",0.991,"2023-11-09 18:47:59.322",3.171,14.949,0.000001441,2.049
53639,"STARLINK-4422 [+]",0.685,57655,"CZ-4C R/B [-]",0.603,"2023-11-09 08:45:02.737",3.171,14.183,0.000001872,1.577
52838,"STARLINK-4092 [+]",6.374,57571,"CZ-2C DEB [-]",6.046,"2023-11-14 14:44:45.652",3.171,10.931,0.000002897,1.019
52789,"GEESAT 5 [+]",2.466,29803,"FENGYUN 1C DEB [-]",2.836,"2023-11-10 23:03:06.126",3.171,13.562,0.0000002334,1.406
48682,"STARLINK-2743 [+]",3.296,30840,"FENGYUN 1C DEB [-]",3.423,"2023-11-11 23:45:48.665",3.171,9.011,0.000003281,0.9
48212,"ONEWEB-0179 [+]",1.193,15789,"DELTA 1 DEB [-]",0.993,"2023-11-09 16:33:29.632",3.171,14.276,0.000000552,1.926
47959,"GRBALPHA [+]",2.911,55053,"EOSSAT-1 [+]",2.994,"2023-11-11 17:06:54.283",3.171,14.882,0.0000001693,1.939
45857,"BY70-2 [+]",1.897,55762,"STARLINK-5603 [+]",1.942,"2023-11-10 17:30:32.092",3.171,15.03,0.000001398,2.112
44339,"PROX-1 [+]",2.167,36390,"IRIDIUM 33 DEB [-]",4.847,"2023-11-09 13:08:36.265",3.171,10.123,0.0000003389,0.969
43909,"YUNHAI 2-01 [+]",3.865,31753,"FENGYUN 1C DEB [-]",4.249,"2023-11-12 15:27:32.223",3.171,12.184,0.0000002806,1.17
43879,"ISAT [+]",5.629,53199,"STARLINK-4395 [+]",5.121,"2023-11-13 21:04:15.544",3.171,14.679,0.000001597,1.849
43808,"POLAR SCOUT YUKON [+]",5.026,53675,"STARLINK-4617 [+]",4.93,"2023-11-13 12:17:04.156",3.171,15.014,0.000001408,2.097
43799,"HAWK-C [+]",4.547,37567,"CZ-4C DEB [-]",4.159,"2023-11-12 16:47:40.182",3.171,14.236,0.0000002063,1.591
43790,"EAGLET-I [+]",4.78,55757,"STARLINK-5544 [+]",4.727,"2023-11-12 21:43:57.523",3.171,14.666,0.0000016,1.845
43760,"ELYSIUM STAR 2 & LFF [+]",5.46,51883,"STARLINK-3576 [+]",5.563,"2023-11-13 16:56:10.370",3.171,14.695,0.000001618,1.825
43655,"HAIYANG-2B [+]",6.273,22783,"TEMISAT [?]",6.542,"2023-11-15 02:09:02.747",3.171,2.167,0.0000001845,0.755
40136,"LING QIAO [+]",6.053,14506,"OPS 1294 (DMSP 5D-2 F7) [-]",6.36,"2023-11-14 20:49:09.420",3.171,14.733,0.0000001586,2.069
26958,"PROBA-1 [+]",7.073,47909,"STARLINK-2369 [+]",7.399,"2023-11-15 21:27:44.517",3.171,14.693,0.000001401,1.824
43158,"QUANTUTONG 1 [+]",0.881,42739,"H-2A R/B [-]",1.275,"2023-11-09 13:43:41.417",3.17,15.807,0.0000002365,1.388
43071,"IRIDIUM 138 [+]",5.227,18187,"COSMOS 1867 [?]",5.422,"2023-11-13 09:53:26.802",3.17,14.276,0.00001817,1.733
32958,"FENGYUN 3A [+]",6.151,55006,"CZ-6A DEB [-]",6.687,"2023-11-14 22:07:09.896",3.17,6.598,0.0000003992,0.823
56870,"OBJECT AA [+]",1.114,58144,"CZ-2D DEB [-]",2.26,"2023-11-09 16:26:43.327",3.17,13.935,0.0000002224,1.476
55946,"STARLINK-5857 [+]",2.08,57386,"STARLING 4 [+]",2.026,"2023-11-10 09:18:56.661",3.17,14.946,0.000001448,2.039
55088,"LEMUR-2-FUENTETAJA-01 [+]",7.16,56211,"INSPIRE-SAT 7 [+]",6.67,"2023-11-15 07:46:39.258",3.17,15.014,0.000000164,2.001
55077,"FLOCK 4Y-21 [+]",7.11,27643,"CHIPSAT [?]",7.153,"2023-11-15 19:07:57.402",3.17,15.083,0.00000007677,2.095
54791,"STARLINK-5425 [+]",6.463,57011,"OBJECT H [+]",6.021,"2023-11-14 14:23:05.182",3.17,14.585,0.000001671,1.767
52995,"STARLINK-4296 [+]",7.08,41339,"CHUBUSAT-3 [-]",7.283,"2023-11-15 19:02:40.203",3.17,4.32,0.000003808,0.776
52852,"STARLINK-4184 [+]",0.957,57004,"OBJECT A [+]",0.533,"2023-11-09 02:11:09.892",3.17,14.639,0.000001651,1.789
51105,"STARLINK-3350 [+]",4.253,57196,"HORS 2 [+]",4.276,"2023-11-13 01:16:01.142",3.17,13.44,0.000002183,1.353
49443,"STARLINK-3136 [+]",0.76,44315,"WT 1A [?]",0.693,"2023-11-09 07:32:04.688",3.17,1.101,0.000003945,0.749
49156,"STARLINK-3085 [+]",6.561,52155,"OBJECT C [+]",6.642,"2023-11-15 09:07:09.631",3.17,14.245,0.00000183,1.614
46549,"STARLINK-1700 [+]",2.928,35146,"FENGYUN 1C DEB [-]",7.409,"2023-11-11 11:55:02.993",3.17,7.607,0.000003488,0.847
46507,"NETSAT-2 [+]",4.206,53544,"STARLINK-4303 [+]",4.27,"2023-11-12 12:21:59.405",3.17,5.83,0.000003685,0.802
46140,"STARLINK-1594 [+]",5.147,56744,"SNIPE 4 [+]",4.942,"2023-11-13 16:51:59.614",3.17,6.348,0.000003633,0.813
45162,"ONEWEB-0059 [+]",2.834,19954,"OPS 4682 DEB [-]",3.556,"2023-11-11 02:12:28.495",3.17,14.498,0.0000004755,2.237
44422,"COSMOS 2536 [+]",2.047,53931,"STARLINK-5015 [+]",1.963,"2023-11-10 19:52:23.836",3.17,14.341,0.000001792,1.648
43804,"SUOMI-100 [+]",1.325,46374,"STARLINK-1711 [+]",1.17,"2023-11-09 23:47:37.179",3.17,14.325,0.0000018,1.642
43798,"ASTROCAST 0.1 [+]",4.718,48366,"STARLINK-2631 [+]",4.743,"2023-11-12 21:29:34.692",3.17,14.686,0.000001622,1.821
43182,"LEMUR-2-JIN-LUEN [+]",6.403,55582,"STARLINK-5741 [+]",6.737,"2023-11-15 02:51:50.141",3.17,8.531,0.000003351,0.881
44390,"ICEYE-X4 [+]",6.251,48571,"STARLINK-2221 [+]",6.559,"2023-11-15 02:11:47.401",3.169,7.404,0.000003513,0.841
43776,"SPAWAR-CAL-R [+]",4.276,22276,"DELTA 2 R/B(1) [-]",3.895,"2023-11-12 09:54:07.005",3.169,9.732,0.000001702,0.937
48293,"STARLINK-2550 [+]",6.55,51847,"STRIX-BETA [+]",6.215,"2023-11-14 22:51:22.588",3.169,11.708,0.000002711,1.09
57857,"STARLINK-30424 [+]",3.107,48253,"OBJECT F [-]",3.164,"2023-11-11 22:20:48.005",3.169,14.007,0.0000002206,1.488
56022,"STARLINK-5783 [+]",6.648,34679,"COSMOS 2251 DEB [-]",7.552,"2023-11-15 10:47:50.400",3.169,12.935,0.000002353,1.256
55394,"STARLINK-5230 [+]",1.654,30343,"FENGYUN 1C DEB [-]",1.779,"2023-11-10 09:03:13.132",3.169,14.343,0.000001779,1.661
53923,"STARLINK-5004 [+]",6.173,43801,"OBJECT AV [-]",6.584,"2023-11-14 23:47:07.456",3.169,13.544,0.000002141,1.38
53858,"STARLINK-4798 [+]",4.307,56743,"NEXTSAT-2 [+]",3.384,"2023-11-12 04:28:06.167",3.169,5.784,0.000003693,0.8
53451,"DONGPO 04 [+]",6.832,57651,"STARLINK-30294 [+]",7.092,"2023-11-15 14:53:15.111",3.169,9.111,0.0000003625,0.906
53404,"STARLINK-4509 [+]",2.897,48697,"STARLINK-2715 [-]",2.963,"2023-11-11 08:47:08.695",3.169,2.417,0.00001087,0.755
51016,"FLOCK 4X-25 [+]",2.214,56223,"VIREO [+]",1.864,"2023-11-10 15:30:09.574",3.169,15.122,0.00000007685,2.093
48908,"MANDRAKE 2 BAKER [+]",0.872,14147,"COSMOS 1470 [?]",0.873,"2023-11-09 04:52:12.002",3.169,15.196,0.0000001495,2.196
47993,"STARLINK-2273 [+]",3.449,49961,"SHIJIAN-6 05A (SJ-6 05A) [+]",3.622,"2023-11-12 05:11:20.633",3.169,14.665,0.00000163,1.813
46810,"TIANQI-6 [+]",6.181,31417,"FENGYUN 1C DEB [-]",7.2,"2023-11-14 18:20:54.867",3.169,8.337,0.0000003758,0.874
47505,"HAWK-2A [+]",2.154,48964,"SPARTAN [+]",1.957,"2023-11-10 06:42:28.784",3.169,10.131,0.0000003419,0.961
47502,"HAWK-2C [+]",2.253,51060,"ETV-A1 [+]",2.06,"2023-11-10 20:09:07.223",3.169,1.489,0.0000004378,0.75
46911,"LEMUR-2-JEREMIAH [+]",1.486,56972,"SPACEBEE-177 [+]",1.55,"2023-11-09 20:03:51.154",3.169,8.098,0.00000038,0.864
46497,"ICEYE-X6 [+]",6.473,56294,"STARLINK-30049 [+]",6.472,"2023-11-15 06:37:14.347",3.169,13.714,0.000006958,1.428
46333,"STARLINK-1723 [+]",5.742,52981,"MINOTAUR 4 DEB [-]",6.178,"2023-11-13 20:29:00.005",3.169,11.89,0.000002667,1.108
46329,"STARLINK-1695 [+]",6.943,228,"DELTA 1 DEB [-]",7.798,"2023-11-15 01:42:06.526",3.169,7.36,0.000003518,0.84
44783,"NINGXIA-1 5 [+]",4.753,54925,"CZ-6A DEB [-]",4.745,"2023-11-13 12:08:13.057",3.169,12.975,0.000000247,1.33
44782,"NINGXIA-1 4 [+]",3.683,54606,"CZ-6A DEB [-]",3.881,"2023-11-12 10:49:49.013",3.168,13.161,0.0000002392,1.373
57330,"STARLINK-6212 [+]",7.654,47947,"OBJECT R [-]",6.977,"2023-11-15 18:26:05.992",3.168,8.779,0.0000003685,0.892
53999,"STARLINK-5079 [+]",3.642,57011,"OBJECT H [+]",3.641,"2023-11-12 05:15:19.034",3.168,5.732,0.000003699,0.799
51059,"KEPLER-17 (KARINA) [+]",4.148,56215,"VCUB1 [+]",4.122,"2023-11-12 21:44:42.308",3.168,15.095,0.0000001586,2.071
48451,"STARLINK-2652 [+]",5.812,35451,"COSMOS 2251 DEB [-]",6.039,"2023-11-14 07:12:25.017",3.168,13.056,0.000002322,1.273
46506,"NETSAT-1 [+]",1.287,52349,"STARLINK-3819 [+]",1.067,"2023-11-09 15:58:35.908",3.168,14.494,0.000001728,1.71
42991,"SKYSAT-C7 [+]",4.395,56850,"OBJECT E [+]",3.948,"2023-11-12 17:33:42.790",3.168,6.467,0.0000002268,0.815
