NORAD_CAT_ID_1,OBJECT_NAME_1,DSE_1,NORAD_CAT_ID_2,OBJECT_NAME_2,DSE_2,TCA,TCA_RANGE,TCA_RELATIVE_SPEED,MAX_PROB,DILUTION
44419,"JAISAT-1 [+]",2.485,50363,"COSMOS 1408 DEB [-]",2.379,"2023-11-10 21:31:00.805",3.153,15.329,0.0000001483,2.226
56965,"DROID.001 [+]",7.901,14147,"COSMOS 1470 [?]",7.429,"2023-11-15 18:12:53.530",3.147,15.162,0.0000001487,2.224
56228,"SKYKRAFT-3C [+]",6.119,14147,"COSMOS 1470 [?]",6.569,"2023-11-14 21:33:58.684",3.145,15.173,0.0000001488,2.224
55690,"HORUS 1 [+]",6.581,16719,"COSMOS 1743 [?]",6.522,"2023-11-15 08:25:45.232",3.133,15.247,0.0000001499,2.215
56952,"BLACKJACK ACES-4 [+]",0.94,16881,"COSMOS 1766 [?]",0.873,"2023-11-09 05:27:22.063",3.146,15.211,0.0000004541,2.214
47346,"GMS-T [+]",1.8,48988,"ONEWEB-0270 [+]",1.81,"2023-11-10 14:04:50.770",3.156,14.467,0.0000004826,2.213
41850,"CELTEE 1 [+]",3.812,24227,"PEGASUS DEB [-]",3.737,"2023-11-12 05:21:43.466",3.127,15.225,0.0000001506,2.21
47346,"GMS-T [+]",1.534,48988,"ONEWEB-0270 [+]",1.544,"2023-11-10 07:41:49.857",3.149,14.499,0.0000004849,2.208
54369,"ASTROCAST-0302 [+]",4.471,16611,"COSMOS 1733 [?]",4.993,"2023-11-13 06:51:05.048",3.121,15.262,0.0000001511,2.207
33321,"HUANJING 1B (HJ-1B) [+]",6.007,23318,"SL-14 R/B [-]",5.93,"2023-11-14 19:05:27.438",3.12,15.037,0.0000003591,2.207
25397,"TECHSAT 1B (GO-32) [P]",6.765,8800,"SL-3 R/B [-]",6.33,"2023-11-14 21:30:13.561",3.118,14.92,0.0000002851,2.204
31698,"TERRASAR-X [+]",2.674,52517,"COSMOS 1408 DEB [-]",4.512,"2023-11-11 07:58:52.946",3.115,15.186,0.0000001516,2.203
46295,"TYVAK-0171 [+]",3.144,21826,"SL-14 DEB [-]",3.154,"2023-11-11 21:04:19.913",3.114,15.455,0.0000001518,2.201
47346,"GMS-T [+]",1.914,48988,"ONEWEB-0270 [+]",1.924,"2023-11-10 16:49:00.189",3.134,14.499,0.0000004893,2.198
48908,"MANDRAKE 2 BAKER [+]",0.872,14147,"COSMOS 1470 [?]",0.873,"2023-11-09 04:52:12.002",3.169,15.196,0.0000001495,2.196
51822,"L-SAR 01B [+]",5.217,18422,"SL-14 R/B [-]",5.455,"2023-11-14 00:53:09.281",3.096,15.101,0.0000003645,2.191
43758,"MINXSS-2 [+]",5.539,39323,"PEGASUS DEB [-]",8.878,"2023-11-13 21:34:56.911",3.14,15.215,0.0000001513,2.191
54152,"GONETS-M 25 [+]",6.926,12540,"DELTA 1 DEB [-]",8.535,"2023-11-15 17:58:17.484",3.124,14.204,0.000000152,2.191
44402,"LEMUR-2-WANLI [+]",0.591,50535,"COSMOS 1408 DEB [-]",0.598,"2023-11-09 02:23:53.696",3.099,15.351,0.0000001532,2.191
43577,"IRIDIUM 164 [+]",6.46,48741,"NOAA 17 DEB [-]",6.963,"2023-11-15 06:21:20.098",3.134,14.887,0.0000001515,2.191
44886,"SHUNTIAN  [+]",4.589,14373,"SL-14 R/B [-]",5.078,"2023-11-13 08:22:24.786",3.097,15.113,0.0000003643,2.191
45147,"ONEWEB-0040 [+]",0.771,19954,"OPS 4682 DEB [-]",2.023,"2023-11-09 13:24:19.892",3.101,14.498,0.0000004966,2.189
54369,"ASTROCAST-0302 [+]",4.602,16611,"COSMOS 1733 [?]",5.124,"2023-11-13 09:59:42.153",3.094,15.261,0.0000001538,2.187
47448,"CUBEL [+]",1.269,18152,"COSMOS 1862 [?]",0.942,"2023-11-09 15:50:27.286",3.167,15.165,0.0000001502,2.187
56967,"MUSAT1 [+]",6.537,14147,"COSMOS 1470 [?]",6.538,"2023-11-14 20:49:46.483",3.092,15.235,0.0000001539,2.186
53877,"YUNHAI 1-03 [+]",1.472,35079,"IRIDIUM 33 DEB [-]",11.013,"2023-11-10 06:36:18.660",3.121,14.902,0.0000001525,2.186
39768,"SOCRATES [+]",3.429,37337,"COSMOS 2251 DEB [-]",3.727,"2023-11-12 05:05:26.582",3.153,15.078,0.000000151,2.185
56934,"GEISAT PRECURSOR [+]",2.791,16881,"COSMOS 1766 [?]",3.245,"2023-11-11 14:23:26.153",3.089,15.213,0.0000004688,2.184
56858,"OBJECT N [+]",6.495,16719,"COSMOS 1743 [?]",6.488,"2023-11-15 07:37:29.581",3.088,15.19,0.0000001543,2.184
54369,"ASTROCAST-0302 [+]",4.635,16611,"COSMOS 1733 [?]",5.157,"2023-11-13 10:46:49.968",3.09,15.2,0.0000001542,2.184
33446,"YAOGAN 4 [+]",0.67,56725,"ONEWEB-0721 [+]",1.12,"2023-11-09 12:09:03.268",3.117,15.06,0.0000001529,2.183
51028,"FLOCK 4X-13 [+]",3.867,49539,"COSMOS 1408 DEB [-]",3.898,"2023-11-12 00:58:11.996",3.106,15.42,0.00000007522,2.182
44394,"AMGU-1 (AMURSAT) [+]",4.228,49840,"COSMOS 1408 DEB [-]",4.272,"2023-11-12 18:55:14.366",3.105,15.335,0.0000001536,2.181
48072,"ONEWEB-0174 [+]",0.676,30177,"FENGYUN 1C DEB [-]",0.906,"2023-11-09 12:05:04.902",3.165,14.346,0.0000004885,2.181
56975,"SPACEBEE-176 [+]",6.16,14147,"COSMOS 1470 [?]",6.386,"2023-11-14 17:10:52.946",3.083,15.187,0.0000001548,2.18
43571,"IRIDIUM 158 [+]",1.332,29139,"THOR BURNER 2A DEB [-]",2.442,"2023-11-10 02:12:10.853",3.12,14.916,0.000000153,2.179
47948,"LACUNASAT-2B [+]",1.02,25467,"IRIDIUM 82 [-]",1.121,"2023-11-09 17:19:12.896",3.133,15.267,0.000001311,2.178
55823,"ONEWEB-0663 [+]",0.466,31996,"FENGYUN 1C DEB [-]",2.253,"2023-11-09 09:10:58.092",3.142,14.467,0.000000493,2.177
48960,"ASTROCAST-0205 [+]",4.611,12785,"COSMOS 1300 [?]",4.541,"2023-11-12 22:30:39.290",3.077,15.251,0.0000001555,2.175
42842,"LEMUR-2-DEMBITZ [+]",6.278,25262,"IRIDIUM 51 [-]",6.552,"2023-11-15 02:27:28.279",3.091,15.15,0.000001332,2.173
43259,"GAOFEN-1 02 [+]",6.826,21398,"SL-14 R/B [-]",6.811,"2023-11-15 14:38:52.818",3.078,15.027,0.0000003702,2.17
53484,"STARLINK-4426 [+]",4.283,24082,"PEGASUS DEB [-]",4.752,"2023-11-13 02:25:27.496",3.103,15.154,0.00000139,2.17
56950,"BLACKJACK ACES-3 [+]",2.905,16881,"COSMOS 1766 [?]",2.865,"2023-11-11 05:15:59.489",3.069,15.209,0.0000004749,2.17
44409,"LEMUR-2-EJATTA [+]",0.515,50535,"COSMOS 1408 DEB [-]",0.547,"2023-11-09 01:10:13.005",3.067,15.295,0.0000001564,2.169
53666,"STARLINK-4449 [+]",2.637,35898,"COSMOS 2251 DEB [-]",7.71,"2023-11-11 05:33:09.051",3.144,15.137,0.000001373,2.169
44882,"TIANYAN 02 [+]",3.515,21398,"SL-14 R/B [-]",3.532,"2023-11-12 07:57:29.611",3.115,15.077,0.0000003661,2.168
49290,"ONEWEB-0364 [+]",2.314,54428,"CZ-6A DEB [-]",2.335,"2023-11-10 18:50:22.976",3.121,14.472,0.0000004983,2.168
55800,"ONEWEB-0563 [+]",4.744,7043,"DELTA 1 DEB [-]",5.192,"2023-11-13 15:51:33.447",3.155,14.552,0.0000004936,2.165
44883,"CBERS 4A [+]",3.799,16720,"SL-14 R/B [-]",4.309,"2023-11-12 13:50:59.662",3.112,15.054,0.000000367,2.165
43946,"JILIN-1 10 [+]",4.29,26740,"PEGASUS DEB [-]",4.619,"2023-11-13 02:19:52.661",3.062,15.244,0.000000157,2.165
55041,"SKYKRAFT-1 [+]",0.709,15331,"COSMOS 1602 [?]",1.297,"2023-11-09 11:01:42.179",3.063,15.186,0.0000004771,2.165
51645,"ONEWEB-0455 [P]",1.508,31429,"FENGYUN 1C DEB [-]",2.116,"2023-11-10 05:05:57.578",3.101,14.846,0.0000005029,2.162
44422,"COSMOS 2536 [+]",2.235,18152,"COSMOS 1862 [?]",2.299,"2023-11-11 00:23:41.279",3.083,15.129,0.0000001564,2.159
55248,"OBJECT A [+]",4.341,24163,"PEGASUS DEB [-]",4.938,"2023-11-13 03:39:01.225",3.122,15.198,0.0000001545,2.157
57762,"CHECKMATE 10 [+]",6.374,30079,"FENGYUN 1C DEB [-]",5.784,"2023-11-14 12:59:48.575",3.113,14.699,0.0000001551,2.156
40013,"DEIMOS-2 [+]",0.706,34410,"COSMOS 2251 DEB [-]",1.212,"2023-11-09 11:14:02.278",3.112,15.089,0.0000001552,2.154
37167,"ZHEDA PIXING 1C [+]",2.595,39490,"COSMOS 2493 (SKRL-756 1) [+]",2.616,"2023-11-11 10:20:07.649",3.043,15.117,0.0000001589,2.152
41790,"SCATSAT 1 [+]",0.309,39792,"IRIDIUM 33 DEB [-]",2.115,"2023-11-09 00:19:19.127",3.064,15.029,0.0000001579,2.152
43480,"IRIDIUM 147 [+]",6.45,20441,"WEBERSAT (WO-18) [-]",6.404,"2023-11-14 23:38:18.613",3.072,14.912,0.00000007626,2.152
45159,"ONEWEB-0056 [+]",4.974,19954,"OPS 4682 DEB [-]",6.24,"2023-11-13 18:37:36.241",3.049,14.496,0.000000514,2.151
33320,"HUANJING 1A (HJ-1A) [+]",1.3,18422,"SL-14 R/B [-]",1.503,"2023-11-10 02:01:35.157",3.038,15.086,0.0000003787,2.149
40019,"APRIZESAT 10 [+]",3.098,35970,"COSMOS 2251 DEB [-]",2.858,"2023-11-11 10:52:09.828",3.1,14.977,0.0000001563,2.147
43655,"HAIYANG-2B [+]",2.7,19922,"SL-8 R/B [-]",2.927,"2023-11-11 12:23:16.348",3.13,14.684,0.000000766,2.146
43257,"IRIDIUM 150 [+]",6.723,41306,"NOAA 16 DEB [-]",8.242,"2023-11-15 12:11:26.064",3.093,14.873,0.0000001568,2.145
55807,"ONEWEB-0643 [+]",6.67,36689,"FENGYUN 1C DEB [-]",12.217,"2023-11-15 10:02:07.310",3.131,14.329,0.0000005019,2.145
39088,"SAPPHIRE [+]",0.791,43257,"IRIDIUM 150 [+]",0.499,"2023-11-09 06:48:28.883",3.099,14.895,0.0000001565,2.145
52718,"OBJECT C [+]",1.473,23851,"MSX [-]",1.848,"2023-11-10 06:28:45.014",3.125,14.722,0.0000005495,2.144
56200,"HAWK-7C [+]",4.604,19274,"OKEAN-1 [?]",4.747,"2023-11-13 07:36:32.143",3.033,15.181,0.000002088,2.144
43570,"IRIDIUM 166 [+]",6.413,7850,"DELTA 1 DEB [-]",6.755,"2023-11-15 04:55:46.790",3.053,14.881,0.0000001592,2.141
42804,"IRIDIUM 123 [+]",2.93,14568,"SL-8 DEB [-]",2.764,"2023-11-11 05:16:41.980",3.132,14.868,0.0000001551,2.141
52716,"OBJECT A [+]",4.185,31857,"FENGYUN 1C DEB [-]",8.906,"2023-11-12 23:26:57.819",3.095,14.804,0.0000001571,2.14
57762,"CHECKMATE 10 [+]",6.955,33723,"FENGYUN 1C DEB [-]",11.165,"2023-11-15 02:57:11.831",3.026,14.726,0.0000001607,2.139
39084,"LANDSAT 8 [+]",0.307,40802,"COSMOS 2251 DEB [-]",1.707,"2023-11-09 02:55:58.662",3.081,14.955,0.0000001579,2.139
57022,"OBJECT U [+]",2.753,19573,"COSMOS 1975 [?]",3.041,"2023-11-11 07:22:57.460",3.024,15.184,0.0000001609,2.138
55159,"ONEWEB-0618 [+]",6.672,17118,"ARIANE 1 DEB [-]",6.606,"2023-11-15 05:31:31.050",3.086,14.857,0.0000005111,2.138
47346,"GMS-T [+]",1.42,48988,"ONEWEB-0270 [+]",1.43,"2023-11-10 04:57:40.450",3.048,14.466,0.0000005175,2.137
43578,"IRIDIUM 159 [+]",6.25,30933,"FENGYUN 1C DEB [-]",6.065,"2023-11-14 09:29:29.169",3.061,14.93,0.0000001591,2.137
55041,"SKYKRAFT-1 [+]",0.84,15331,"COSMOS 1602 [?]",1.429,"2023-11-09 14:11:13.376",3.024,15.185,0.0000004895,2.137
56863,"OBJECT T [+]",1.294,24163,"PEGASUS DEB [-]",1.887,"2023-11-10 02:25:49.608",3.135,15.116,0.0000001555,2.135
53676,"STARLINK-4621 [+]",3.737,34292,"COSMOS 2251 DEB [-]",3.749,"2023-11-12 07:40:31.413",3.095,15.111,0.000001417,2.135
55168,"ONEWEB-0627 [+]",4.741,21969,"DELTA 1 DEB [-]",5.826,"2023-11-12 22:41:38.757",3.068,14.445,0.000000515,2.134
44874,"CHEOPS [+]",3.134,35809,"IRIDIUM 33 DEB [-]",2.845,"2023-11-11 15:05:43.804",3.068,14.969,0.0000001589,2.134
56942,"AFRL-XVI [+]",0.742,16881,"COSMOS 1766 [?]",0.675,"2023-11-09 00:42:45.535",3.034,15.209,0.0000004884,2.134
42957,"IRIDIUM 122 [+]",4.104,32340,"FENGYUN 1C DEB [-]",4.684,"2023-11-12 22:38:53.698",3.133,14.809,0.0000001556,2.134
43762,"STPSAT-5 [+]",6.699,55762,"STARLINK-5603 [+]",6.077,"2023-11-14 20:43:37.445",3.159,15.054,0.000001389,2.134
42957,"IRIDIUM 122 [+]",1.106,48766,"NOAA 17 DEB [-]",2.35,"2023-11-09 22:41:05.465",3.081,14.869,0.0000001583,2.133
38337,"GCOM-W1 (SHIZUKU) [+]",2.092,37494,"COSMOS 2251 DEB [-]",2.814,"2023-11-10 21:55:48.879",3.12,14.927,0.0000001564,2.133
43655,"HAIYANG-2B [+]",6.488,20527,"COSMOS 2061 [?]",6.701,"2023-11-15 07:18:34.874",3.02,14.745,0.0000006464,2.132
52027,"SPACEBEE-123 [+]",1.309,50578,"COSMOS 1408 DEB [-]",1.314,"2023-11-09 20:03:02.811",3.054,15.283,0.0000001598,2.132
