NORAD_CAT_ID_1,OBJECT_NAME_1,DSE_1,NORAD_CAT_ID_2,OBJECT_NAME_2,DSE_2,TCA,TCA_RANGE,TCA_RELATIVE_SPEED,MAX_PROB,DILUTION
53928,"STARLINK-5009 [+]",1.863,57206,"OBJECT AS [+]",1.886,"2023-11-10 16:26:57.049",0.291,14.425,0.0002095,0.154
55656,"STARLINK-5326 [+]",1.867,56310,"TELEOS-2 [+]",3.312,"2023-11-10 16:30:12.229",0.491,9.089,0.0001362,0.14
56154,"OBJECT B [+]",1.956,56156,"OBJECT D [+]",1.956,"2023-11-10 16:49:29.674",0.358,0,0.0001785,0.037
56154,"OBJECT B [+]",1.981,56156,"OBJECT D [+]",1.981,"2023-11-10 17:25:58.412",0.376,0,0.0001785,0.037
53468,"STARLINK-4400 [+]",1.953,89389,"UNKNOWN [-]",6.425,"2023-11-10 17:26:44.079",0.26,8.387,0.0005022,0.072
47952,"CUBESX-HSE [+]",1.915,56442,"TROPICS-05 [+]",2.275,"2023-11-10 17:43:44.258",0.158,13.643,0.00009366,0.07
56154,"OBJECT B [+]",2.024,56156,"OBJECT D [+]",2.024,"2023-11-10 18:27:22.799",0.338,0,0.0001785,0.037
56154,"OBJECT B [+]",2.045,56156,"OBJECT D [+]",2.045,"2023-11-10 18:58:14.116",0.357,0,0.0001785,0.037
53589,"STARLINK-4673 [+]",2.627,34744,"COSMOS 2251 DEB [-]",2.212,"2023-11-10 19:18:17.277",0.091,4.377,0.004545,0.022
47702,"SINE (SINDHUNETRA) [+]",2.608,51723,"STARLINK-3531 [P]",2.62,"2023-11-10 19:21:22.035",0.243,14.438,0.0003164,0.122
43185,"LEMUR-2-THENICKMOLO [+]",2.594,53248,"STARLINK-4135 [+]",2.212,"2023-11-10 19:22:45.398",0.248,14.529,0.0002795,0.135
56154,"OBJECT B [+]",2.092,56156,"OBJECT D [+]",2.092,"2023-11-10 20:05:47.628",0.307,0,0.0001785,0.037
43886,"LEMUR-2-ZO [+]",3.146,46534,"STARLINK-1659 [+]",2.326,"2023-11-10 20:13:08.701",0.482,14.635,0.00007112,0.273
56154,"OBJECT B [+]",2.109,56156,"OBJECT D [+]",2.109,"2023-11-10 20:29:51.343",0.326,0,0.0001785,0.037
56201,"NUSAT-39 (TIKVAH ALPER) [+]",2.124,43103,"CZ-2D DEB [-]",2.368,"2023-11-10 20:52:14.276",0.151,15.034,0.00007149,0.096
37214,"FENGYUN 3B [+]",2.07,41276,"NOAA 16 DEB [-]",3.518,"2023-11-10 21:21:48.321",0.226,4.059,0.00008359,0.055
47151,"STARLINK-1864 [+]",2.03,26416,"CZ-4B DEB [-]",2.783,"2023-11-10 21:23:05.868",0.36,14.522,0.000132,0.197
56154,"OBJECT B [+]",2.161,56156,"OBJECT D [+]",2.161,"2023-11-10 21:45:16.675",0.259,0,0.0001785,0.037
56154,"OBJECT B [+]",2.171,56156,"OBJECT D [+]",2.171,"2023-11-10 21:59:39.381",0.275,0,0.0001785,0.037
56201,"NUSAT-39 (TIKVAH ALPER) [+]",2.189,43103,"CZ-2D DEB [-]",2.433,"2023-11-10 22:26:38.841",0.098,15.034,0.0001697,0.063
48563,"STARLINK-2188 [+]",2.533,14699,"COSMOS 1536 [?]",2.675,"2023-11-10 22:35:10.779",0.418,12.508,0.0001428,0.157
56138,"STARLINK-4774 [+]",2.246,57325,"OBJECT AZ [-]",2.182,"2023-11-10 23:05:01.952",0.355,10.508,0.0002386,0.111
56154,"OBJECT B [+]",2.232,56156,"OBJECT D [+]",2.232,"2023-11-10 23:26:18.489",0.191,0,0.0001785,0.037
56201,"NUSAT-39 (TIKVAH ALPER) [+]",2.255,43103,"CZ-2D DEB [-]",2.499,"2023-11-11 00:01:03.391",0.037,15.034,0.00119,0.024
49135,"STARLINK-3073 [+]",2.787,54932,"CZ-6A DEB [-]",2.702,"2023-11-11 00:24:40.214",0.339,12.368,0.0002212,0.125
52702,"STARLINK-4033 [+]",2.568,9821,"COSMOS 886 DEB [-]",2.525,"2023-11-11 00:56:28.895",0.009,7.595,0.3007,0.002
28470,"JB-3 3 (ZY 2C) [+]",2.557,48594,"STARLINK-2251 [+]",2.254,"2023-11-11 00:57:47.994",0.351,14.653,0.0001336,0.2
56154,"OBJECT B [+]",2.299,56156,"OBJECT D [+]",2.299,"2023-11-11 01:02:37.145",0.157,0,0.0001785,0.037
52340,"STARLINK-3818 [+]",2.452,57029,"OBJECT AB [+]",2.517,"2023-11-11 01:29:04.374",0.391,5.744,0.0002428,0.099
56201,"NUSAT-39 (TIKVAH ALPER) [+]",2.32,43103,"CZ-2D DEB [-]",2.564,"2023-11-11 01:35:27.926",0.036,15.034,0.001238,0.023
43883,"LEMUR-2-TINYKEV [+]",2.818,50205,"STARLINK-3260 [+]",2.51,"2023-11-11 01:38:03.308",0.434,14.47,0.00009215,0.234
37793,"APRIZESAT 6 [+]",2.491,34561,"COSMOS 2251 DEB [-]",2.561,"2023-11-11 01:38:52.925",0.004,14.985,0.1134,0.002
46279,"SIMBA [+]",2.924,51062,"TEVEL-7 [+]",2.332,"2023-11-11 02:01:43.580",0.291,0.088,0.00005197,0.069
57974,"STARLINK-30489 [+]",2.746,26960,"PSLV R/B [-]",2.28,"2023-11-11 02:20:42.516",0.225,9.596,0.00006989,0.066
56154,"OBJECT B [+]",2.365,56156,"OBJECT D [+]",2.365,"2023-11-11 02:37:56.038",0.212,0.001,0.0001785,0.037
56201,"NUSAT-39 (TIKVAH ALPER) [+]",2.386,43103,"CZ-2D DEB [-]",2.63,"2023-11-11 03:09:52.445",0.119,15.034,0.0001154,0.076
44942,"STARLINK-1096 [P]",2.282,52764,"NUSAT-29 (EDITH CLARKE) [+]",2.35,"2023-11-11 03:19:51.751",0.339,10.023,0.0002708,0.102
29505,"SHIJIAN-6 02A (SJ-6 02A) [+]",2.35,53210,"STARLINK-4427 [+]",3.016,"2023-11-11 03:44:58.156",0.437,4.653,0.0001995,0.108
38709,"EXACTVIEW-1 (ADS-1B) [+]",2.41,25394,"RESURS O1-N4 [?]",2.683,"2023-11-11 04:08:46.863",0.471,13.629,0.000119,0.219
56154,"OBJECT B [+]",2.431,56156,"OBJECT D [+]",2.431,"2023-11-11 04:13:06.382",0.321,0.001,0.0001785,0.037
50207,"STARLINK-3262 [+]",2.486,52937,"NEUSAR [+]",2.365,"2023-11-11 04:14:48.883",0.367,6.65,0.0002685,0.095
51981,"STARLINK-3635 [+]",3.009,57039,"OBJECT AM [+]",2.653,"2023-11-11 04:20:05.552",0.231,14.596,0.0003141,0.129
47644,"STARLINK-2026 [+]",2.534,42830,"OBJECT F [-]",2.68,"2023-11-11 04:56:25.744",0.384,13.563,0.0001455,0.168
48110,"STARLINK-2447 [+]",2.75,57174,"OBJECT J [+]",2.426,"2023-11-11 05:25:44.259",0.23,5.892,0.0006998,0.058
42826,"NORSAT 1 [+]",2.754,81366,"UNKNOWN [-]",5.16,"2023-11-11 05:39:42.527",0.255,9.752,0.00005471,0.075
56154,"OBJECT B [+]",2.497,56156,"OBJECT D [+]",2.497,"2023-11-11 05:48:13.956",0.45,0.001,0.0001785,0.037
43805,"AL-FARABI 2 [+]",3.165,55365,"STARLINK-5639 [+]",2.912,"2023-11-11 05:56:59.085",0.107,13.102,0.001996,0.044
50804,"STARLINK-3323 [+]",2.764,43673,"H-2A DEB [-]",2.892,"2023-11-11 06:34:36.843",0.468,10.785,0.0001343,0.149
57199,"SITRO-AIS 10 (BURDAEV) [+]",2.522,57355,"STARLINK-6276 [+]",2.63,"2023-11-11 06:54:53.506",0.186,14.202,0.00005973,0.094
51747,"STARLINK-3446 [+]",3.238,56746,"OBJECT D [+]",2.512,"2023-11-11 06:56:41.782",0.211,6.855,0.0008063,0.055
53260,"STARLINK-4136 [+]",2.753,35799,"IRIDIUM 33 DEB [-]",10.238,"2023-11-11 07:47:35.651",0.41,4.56,0.0002267,0.101
32791,"SEEDS II (CO-66) [+]",2.719,53224,"STARLINK-4356 [+]",2.651,"2023-11-11 08:50:09.795",0.233,10.646,0.0005456,0.074
46123,"STARLINK-1605 [+]",2.593,35857,"IRIDIUM 33 DEB [-]",2.876,"2023-11-11 09:29:09.004",0.312,14.044,0.0001999,0.15
53926,"STARLINK-5014 [+]",3.452,57323,"OBJECT AX [-]",2.619,"2023-11-11 09:41:43.844",0.464,14.453,0.00008176,0.247
54102,"STARLINK-5179 [+]",3.461,19573,"COSMOS 1975 [?]",3.188,"2023-11-11 10:53:53.444",0.459,7.032,0.0001693,0.12
51753,"STARLINK-3507 [+]",2.669,5091,"COSMOS 397 DEB [-]",2.897,"2023-11-11 11:04:20.806",0.472,3.754,0.0001731,0.115
43185,"LEMUR-2-THENICKMOLO [+]",3.254,52377,"STARLINK-3805 [+]",2.945,"2023-11-11 11:13:29.314",0.438,14.687,0.00008512,0.251
39208,"SHIYAN 7 (SY-7) [+]",2.821,25445,"PEGASUS DEB [-]",3.076,"2023-11-11 13:36:40.231",0.227,2.277,0.00008511,0.054
44413,"LEMUR-2-YNDRD [+]",3.067,49604,"COSMOS 1408 DEB [-]",3.075,"2023-11-11 13:52:54.200",0.173,15.316,0.00004931,0.122
55745,"STARLINK-5565 [+]",2.79,43810,"OBJECT BE [-]",2.914,"2023-11-11 14:39:33.437",0.12,14.391,0.00122,0.064
44966,"STARLINK-1088 [P]",3.791,55035,"FLOCK 4Y-3 [+]",2.884,"2023-11-11 15:27:12.974",0.41,13.372,0.0001071,0.173
54776,"STARLINK-5470 [+]",3.471,57039,"OBJECT AM [+]",3.117,"2023-11-11 15:28:15.105",0.123,14.567,0.001122,0.068
52606,"STARLINK-3928 [+]",2.862,57323,"OBJECT AX [-]",2.881,"2023-11-11 15:59:41.433",0.439,13.337,0.0001159,0.184
41849,"RAVAN [+]",3.247,53527,"STARLINK-4511 [+]",3.415,"2023-11-11 16:21:04.514",0.309,14.648,0.0001723,0.176
39227,"ARIRANG-5 (KOMPSAT-5) [+]",2.918,55379,"STARLINK-5569 [+]",3.372,"2023-11-11 16:22:27.508",0.3,12.165,0.0002882,0.108
43010,"FENGYUN 3D [+]",2.882,13804,"COSMOS 1275 DEB [-]",3.011,"2023-11-11 16:27:48.528",0.287,2.896,0.00005266,0.069
55574,"STARLINK-5747 [+]",3.202,39853,"SL-16 DEB [-]",5.265,"2023-11-11 16:27:51.671",0.204,10.759,0.0007074,0.065
56127,"STARLINK-6104 [+]",3.173,39450,"SL-24 DEB [-]",3.056,"2023-11-11 16:49:45.659",0.349,12.231,0.000211,0.127
52997,"STARLINK-4301 [P]",3.012,54818,"GAOFEN-11 04 [+]",2.926,"2023-11-11 17:05:22.535",0.29,14.634,0.0001997,0.162
45769,"STARLINK-1459 [+]",3.013,46496,"ICEYE-X7 [+]",2.932,"2023-11-11 17:30:18.070",0.333,14.553,0.0001535,0.183
43778,"SPAWAR-CAL-OR [+]",3.325,56299,"STARLINK-30108 [P]",2.905,"2023-11-11 17:30:22.967",0.407,12.829,0.0004864,0.159
45750,"STARLINK-1391 [+]",3.058,46493,"DEKART [+]",3.273,"2023-11-11 17:36:14.170",0.249,14.524,0.0002763,0.136
55041,"SKYKRAFT-1 [+]",2.996,57674,"STARLINK-30314 [+]",2.899,"2023-11-11 17:55:52.032",0.187,14.67,0.00005269,0.106
46725,"STARLINK-1828 [+]",3.002,57174,"OBJECT J [+]",2.951,"2023-11-11 18:01:07.892",0.321,12.027,0.0002568,0.114
46570,"STARLINK-1748 [P]",3.375,15889,"COSMOS 1666 [?]",2.999,"2023-11-11 18:02:59.220",0.475,13.253,0.0001007,0.196
43813,"BRIO [+]",3.594,47575,"STARLINK-1977 [+]",3.603,"2023-11-11 18:16:12.252",0.36,13.467,0.0001682,0.155
52290,"STARLINK-3772 [+]",2.998,23608,"ARIANE 40+3 R/B [-]",3.266,"2023-11-11 18:32:22.965",0.422,12.44,0.0004986,0.156
35933,"BEESAT-1 [+]",3.204,56677,"CZ-6A DEB [-]",3.551,"2023-11-11 20:04:38.268",0.198,13.696,0.00005777,0.091
55595,"STARLINK-5740 [+]",3.132,39450,"SL-24 DEB [-]",3.202,"2023-11-11 20:19:54.570",0.301,7.869,0.0003831,0.081
55705,"STARLINK-30057 [P]",3.808,55709,"STARLINK-30047 [P]",3.809,"2023-11-11 20:46:31.914",0.479,0.001,0.001905,0.114
54055,"STARLINK-5158 [+]",3.882,56445,"ELECTRON R/B [-]",3.365,"2023-11-11 21:02:01.003",0.44,8.796,0.0001718,0.124
53658,"STARLINK-4452 [+]",3.267,38302,"CZ-2D DEB [-]",3.765,"2023-11-11 21:05:07.968",0.256,15.069,0.0002171,0.169
52336,"STARLINK-3823 [+]",3.312,57017,"OBJECT P [+]",3.311,"2023-11-11 21:07:05.569",0.498,5.716,0.0001499,0.125
45857,"BY70-2 [+]",3.063,55768,"STARLINK-5583 [+]",3.113,"2023-11-11 21:29:59.861",0.261,14.967,0.0002107,0.17
55616,"STARLINK-5710 [+]",3.237,54413,"CZ-6A DEB [-]",3.249,"2023-11-11 21:31:51.591",0.486,10.066,0.0001315,0.147
52894,"PVSAT [+]",3.075,41457,"MICROSCOPE [-]",3.347,"2023-11-11 21:38:29.298",0.149,13.744,0.000099,0.07
57033,"OBJECT AF [+]",3.391,47187,"H-2A DEB [-]",4.575,"2023-11-11 22:35:39.118",0.136,5.316,0.0002268,0.034
54771,"STARLINK-5451 [+]",3.694,28851,"PSLV DEB [-]",5.608,"2023-11-11 22:48:20.866",0.477,12.47,0.0001102,0.178
55610,"STARLINK-5722 [+]",3.551,41337,"ASTRO-H (HITOMI) [-]",3.464,"2023-11-11 23:03:08.089",0.139,7.853,0.001802,0.037
49140,"STARLINK-3118 [+]",3.146,43427,"NUSAT 1 DEB [-]",3.892,"2023-11-11 23:03:14.933",0.477,4.843,0.0001661,0.118
43184,"LEMUR-2-KADI [+]",3.723,49438,"STARLINK-3044 [+]",3.404,"2023-11-11 23:26:11.268",0.444,14.452,0.00008939,0.236
52847,"STARLINK-4206 [+]",3.842,55324,"HAWK-6B [+]",3.541,"2023-11-11 23:29:54.571",0.21,11.085,0.0006505,0.068
43886,"LEMUR-2-ZO [+]",4.285,45079,"STARLINK-1149 [+]",3.766,"2023-11-11 23:34:14.870",0.469,12.223,0.0001172,0.17
46278,"GHGSAT-C1 [+]",3.203,56203,"NUSAT-37 (JOAN CLARKE) [+]",3.25,"2023-11-11 23:57:25.024",0.103,15.089,0.0001501,0.067
55285,"STARLINK-5332 [+]",3.442,5189,"COSMOS 374 DEB [-]",3.705,"2023-11-12 00:01:52.088",0.424,13.665,0.0001155,0.191
26958,"PROBA-1 [+]",3.23,56036,"STARLINK-5790 [+]",3.546,"2023-11-12 01:14:14.650",0.209,8.757,0.0006572,0.059
43946,"JILIN-1 10 [+]",3.264,48367,"STARLINK-2643 [+]",3.923,"2023-11-12 01:42:56.754",0.13,14.34,0.001062,0.068
45685,"STARLINK-1402 [P]",3.93,48276,"STARLINK-2567 [+]",3.931,"2023-11-12 02:42:25.763",0.34,0.469,0.0009544,0.08
53749,"STARLINK-4680 [+]",3.917,42830,"OBJECT F [-]",3.592,"2023-11-12 02:50:15.917",0.476,7.455,0.0001553,0.127
55607,"STARLINK-5700 [+]",3.48,38300,"CZ-2D DEB [-]",3.629,"2023-11-12 03:59:23.462",0.24,13.737,0.0003619,0.108
56308,"POEM-2 [+]",3.892,58202,"CZ-6A DEB [-]",3.433,"2023-11-12 04:05:35.539",0.248,10.679,0.0000534,0.078
46809,"YAOGAN-30 W [+]",3.463,49052,"MONOLITH [+]",3.925,"2023-11-12 04:07:30.603",0.219,3.866,0.00008953,0.053
39150,"GAOFEN-1 [+]",3.402,37337,"COSMOS 2251 DEB [-]",3.712,"2023-11-12 04:42:41.701",0.149,14.652,0.00008007,0.087
49961,"SHIJIAN-6 05A (SJ-6 05A) [+]",3.604,57175,"CUBEBEL 2 (EU11S) [+]",3.409,"2023-11-12 04:45:12.190",0.167,5.527,0.0001485,0.042
54080,"STARLINK-5160 [+]",4.215,45888,"FREGAT DEB [-]",3.525,"2023-11-12 04:59:41.470",0.494,10.217,0.0001292,0.147
32791,"SEEDS II (CO-66) [+]",3.593,53064,"STARLINK-4313 [+]",3.778,"2023-11-12 05:48:41.359",0.164,14.472,0.000642,0.089
56978,"SPACEBEE-173 [+]",3.726,57992,"STARLINK-30534 [+]",3.353,"2023-11-12 06:28:07.970",0.25,9.557,0.0000567,0.073
48008,"STARLINK-2271 [+]",3.563,20673,"COSMOS 886 DEB [-]",3.703,"2023-11-12 06:50:04.063",0.11,8.938,0.002714,0.031
43758,"MINXSS-2 [+]",3.931,45414,"STARLINK-1309 [+]",3.457,"2023-11-12 06:59:19.168",0.404,6.869,0.0002204,0.105
46556,"STARLINK-1676 [+]",3.774,46912,"KSM1-A [+]",3.637,"2023-11-12 07:03:40.261",0.257,3.323,0.000588,0.062
41340,"HORYU-4 [+]",3.914,54809,"STARLINK-5414 [+]",4.066,"2023-11-12 07:09:05.889",0.054,6.419,0.01205,0.014
33320,"HUANJING 1A (HJ-1A) [+]",3.531,34464,"COSMOS 2251 DEB [-]",4.203,"2023-11-12 07:34:10.662",0.183,14.73,0.00005212,0.109
47161,"STARLINK-1876 [+]",3.508,30637,"FENGYUN 1C DEB [-]",3.966,"2023-11-12 07:43:14.957",0.448,7.368,0.0001762,0.119
26931,"PCSAT (NO-44) [P]",3.518,54437,"CZ-6A DEB [-]",3.757,"2023-11-12 07:51:54.665",0.222,14.519,0.000414,0.133
53228,"STARLINK-4365 [+]",3.624,44316,"WT 1B [?]",3.605,"2023-11-12 08:01:27.734",0.472,10.601,0.0001341,0.148
45581,"STARLINK-1335 [+]",3.644,46913,"R2 [+]",3.887,"2023-11-12 08:19:03.522",0.498,9.626,0.0001284,0.146
48487,"STARLINK-2494 [+]",3.831,39433,"HUMSAT-D [-]",3.853,"2023-11-12 08:57:35.976",0.458,11.852,0.0001281,0.16
45099,"STARLINK-1186 [+]",3.653,40036,"FLOCK 1C-6 [-]",3.883,"2023-11-12 08:58:05.922",0.389,14.639,0.00008878,0.22
41852,"AEROCUBE 8D [+]",3.993,55596,"STARLINK-5729 [+]",3.688,"2023-11-12 09:28:30.789",0.417,14.295,0.000105,0.214
51893,"STARLINK-3579 [+]",4.235,41339,"CHUBUSAT-3 [-]",3.885,"2023-11-12 09:30:35.746",0.448,9.613,0.000159,0.132
52986,"STARLINK-4260 [+]",3.683,56747,"OBJECT E [+]",3.639,"2023-11-12 09:56:26.780",0.42,14.516,0.00009733,0.229
41917,"IRIDIUM 106 [+]",3.835,42294,"DMSP 5D-2 F13 DEB [-]",4.178,"2023-11-12 10:15:17.153",0.141,14.921,0.0000748,0.099
53836,"STARLINK-4778 [+]",3.631,9818,"COSMOS 886 DEB [-]",4.165,"2023-11-12 10:34:17.340",0.411,10.365,0.0001795,0.127
55676,"STARLINK-5300 [+]",3.546,27141,"PSLV DEB [-]",3.841,"2023-11-12 11:06:53.952",0.464,14.733,0.00007388,0.273
24920,"FORTE [+]",3.961,6788,"THOR BURNER 2 R/B [-]",3.647,"2023-11-12 11:48:42.825",0.472,14.85,0.00006774,0.321
53451,"DONGPO 04 [+]",3.732,57931,"STARLINK-30488 [+]",4.208,"2023-11-12 12:28:31.961",0.214,13.844,0.0000492,0.099
48128,"STARLINK-2469 [+]",3.762,30519,"FENGYUN 1C DEB [-]",3.946,"2023-11-12 12:33:24.713",0.426,13.481,0.0001195,0.184
55662,"STARLINK-5479 [+]",3.724,40031,"FLOCK 1C-4 [-]",3.782,"2023-11-12 13:56:31.397",0.173,14.008,0.0005254,0.084
46504,"NETSAT-4 [+]",4.15,48383,"STARLINK-2599 [+]",4.623,"2023-11-12 14:05:34.126",0.378,9.279,0.0002273,0.109
52331,"STARLINK-3889 [+]",3.93,57323,"OBJECT AX [-]",3.813,"2023-11-12 14:21:28.058",0.236,8.135,0.0006161,0.064
52269,"STARLINK-3791 [+]",3.824,31327,"FENGYUN 1C DEB [-]",4.123,"2023-11-12 14:29:30.894",0.323,12.765,0.0002334,0.124
43946,"JILIN-1 10 [+]",3.798,46326,"STARLINK-1654 [+]",4.38,"2023-11-12 14:31:44.903",0.454,14.662,0.00007952,0.26
25420,"ORBCOMM FM13 [+]",4.188,37591,"FENGYUN 1C DEB [-]",5.934,"2023-11-12 14:48:04.062",0.292,13.712,0.00007713,0.137
43485,"LUOJIA-1 01 [+]",3.827,35174,"FENGYUN 1C DEB [-]",7.175,"2023-11-12 15:15:23.362",0.155,14.877,0.00006807,0.098
43764,"POLAR SCOUT KODIAK [+]",4.511,49421,"STARLINK-3112 [+]",3.963,"2023-11-12 15:37:11.465",0.342,8.558,0.0002881,0.095
43782,"SNUSAT-2 [+]",3.957,55405,"STARLINK-5623 [+]",3.963,"2023-11-12 15:45:42.282",0.31,5.052,0.000392,0.077
56986,"AYRIS-2 [+]",3.91,55108,"OBJECT DD [-]",4.557,"2023-11-12 15:52:23.346",0.231,7.246,0.00007423,0.061
57110,"STARLINK-6134 [+]",4.399,35227,"FENGYUN 1C DEB [-]",5.113,"2023-11-12 15:58:19.243",0.14,13.379,0.0001245,0.059
55386,"STARLINK-5555 [+]",4.341,57173,"OBJECT H [+]",3.931,"2023-11-12 17:00:54.962",0.429,13.089,0.0001254,0.174
46911,"LEMUR-2-JEREMIAH [+]",4.368,47504,"ION SCV-002 [+]",4.111,"2023-11-12 17:13:36.663",0.16,8.876,0.0001431,0.045
56070,"ONEWEB-0609 [+]",3.949,3131,"SL-8 R/B [-]",3.941,"2023-11-12 17:33:43.129",0.41,1.979,0.0002381,0.097
45232,"STARLINK-1235 [+]",4.572,38784,"FENGYUN 1C DEB [-]",7.529,"2023-11-12 18:15:18.991",0.258,14.556,0.0002565,0.141
57766,"WILDFIRE 10 [+]",3.951,22888,"COSMOS 2266 [?]",4.338,"2023-11-12 18:21:31.143",0.082,13.46,0.001333,0.038
48299,"STARLINK-2557 [+]",4.061,57186,"CSTP 1.2 (STC 1.2) [+]",3.996,"2023-11-12 18:32:54.632",0.374,10.297,0.0002188,0.115
53029,"STARLINK-4143 [+]",4.397,13068,"SL-3 R/B [-]",4.243,"2023-11-12 18:49:40.464",0.486,13.44,0.000138,0.208
53260,"STARLINK-4136 [+]",4.269,57582,"OBJECT C [+]",4.133,"2023-11-12 20:09:58.948",0.206,5.926,0.0008733,0.052
52461,"STARLINK-3900 [+]",4.55,28855,"PSLV DEB [-]",7.596,"2023-11-12 20:18:34.940",0.241,9.552,0.0005513,0.071
51106,"STARLINK-3176 [+]",4.075,56746,"OBJECT D [+]",4.076,"2023-11-12 20:28:47.598",0.187,5.771,0.001062,0.047
43887,"LEMUR-2-NATALIEMURRAY [+]",4.548,53597,"STARLINK-4682 [+]",4.095,"2023-11-12 20:33:35.283",0.306,13.721,0.0002212,0.138
46557,"STARLINK-1679 [+]",4.373,21836,"DMSP 5D-2 F11 DEB [-]",4.267,"2023-11-12 21:08:07.029",0.094,14.723,0.001812,0.055
40536,"KOMPSAT-3A [+]",4.114,57997,"STARLINK-30523 [+]",3.976,"2023-11-12 21:24:48.038",0.145,12.084,0.0001383,0.052
41855,"PROMETHEUS 2-3 [+]",4.484,48554,"STARLINK-2139 [+]",4.101,"2023-11-12 21:56:34.717",0.495,13.807,0.000083,0.228
55463,"STARLINK-5677 [+]",4.605,57181,"OBJECT R [+]",4.132,"2023-11-12 21:57:50.332",0.305,12.545,0.0002678,0.115
50165,"STARLINK-3298 [+]",4.152,27255,"PSLV DEB [-]",5.639,"2023-11-12 22:18:23.599",0.478,13.724,0.00009094,0.216
52701,"STARLINK-4003 [+]",4.489,43673,"H-2A DEB [-]",4.548,"2023-11-12 22:19:36.339",0.379,12.991,0.0001627,0.152
54785,"STARLINK-5440 [+]",4.835,9704,"SL-8 DEB [-]",4.606,"2023-11-12 22:57:01.605",0.477,13.606,0.00009335,0.21
47161,"STARLINK-1876 [+]",4.166,57044,"OBJECT AS [+]",4.164,"2023-11-12 23:30:32.499",0.286,10.17,0.0003768,0.087
47625,"STARLINK-1704 [+]",4.296,49261,"CS1 [+]",4.293,"2023-11-12 23:44:01.052",0.431,11.803,0.000145,0.15
53876,"CHUANGXIN 16B (CX-16B) [+]",4.405,55399,"STARLINK-5276 [+]",4.409,"2023-11-13 00:21:54.053",0.157,5.792,0.001502,0.04
55386,"STARLINK-5555 [+]",4.68,26214,"CZ-4B DEB [-]",4.877,"2023-11-13 01:07:54.004",0.281,14.093,0.0002426,0.137
51855,"STARLINK-3545 [+]",4.926,43801,"OBJECT AV [-]",4.645,"2023-11-13 01:14:59.393",0.43,14.384,0.00009694,0.225
54078,"STARLINK-5138 [+]",4.245,57206,"OBJECT AS [+]",4.278,"2023-11-13 01:51:04.121",0.194,14.561,0.0004531,0.107
51956,"STARLINK-3700 [+]",4.84,58149,"SL-4 R/B [-]",4.539,"2023-11-13 01:52:29.606",0.455,13.094,0.0001117,0.184
53846,"STARLINK-4746 [+]",4.252,57191,"POLYTECH-UNIVERSE 3 (RS46S) [+]",4.279,"2023-11-13 02:09:55.727",0.45,13.663,0.0001043,0.2
47639,"STARLINK-2016 [+]",4.453,48427,"CZ-2C R/B [-]",5.673,"2023-11-13 02:19:49.062",0.438,7.537,0.0001826,0.117
53271,"STARLINK-4069 [+]",4.511,57023,"OBJECT V [+]",4.577,"2023-11-13 02:27:06.555",0.418,6.767,0.0002063,0.109
50495,"ONEWEB-0420 [+]",4.506,45519,"METEOR 3-1 DEB [-]",14.63,"2023-11-13 02:39:29.692",0.319,14.433,0.00004882,0.216
52155,"OBJECT C [+]",4.373,55663,"STARLINK-5473 [+]",4.287,"2023-11-13 02:40:17.103",0.481,14.087,0.00008282,0.235
55644,"STARLINK-5502 [+]",5.068,29042,"CZ-4B DEB [-]",5.837,"2023-11-13 02:58:28.882",0.416,15.006,0.00008155,0.276
43805,"AL-FARABI 2 [+]",5.05,48400,"STARLINK-2576 [+]",5.012,"2023-11-13 03:10:32.620",0.42,14.629,0.00009384,0.237
51995,"STARLINK-3636 [+]",5.161,41339,"CHUBUSAT-3 [-]",4.684,"2023-11-13 04:40:47.867",0.285,8.861,0.0004073,0.081
56108,"STARLINK-6081 [+]",4.493,40029,"FLOCK 1C-2 [-]",4.849,"2023-11-13 05:04:21.716",0.446,14.135,0.00007716,0.221
52459,"STARLINK-3856 [+]",4.93,56442,"TROPICS-05 [+]",4.765,"2023-11-13 05:29:05.208",0.322,9.504,0.0003094,0.094
54045,"YAOGAN-36 02C [+]",4.401,55095,"SPACEBEE-162 [+]",5.117,"2023-11-13 05:33:49.060",0.087,9.508,0.0004709,0.025
51783,"STARLINK-3628 [+]",5.101,57322,"OBJECT AW [-]",4.416,"2023-11-13 05:49:04.750",0.24,14.7,0.0002817,0.138
40025,"QB50P1 [+]",4.845,55923,"STARLINK-5854 [+]",4.568,"2023-11-13 05:50:14.036",0.422,4.088,0.0002152,0.103
55660,"STARLINK-5467 [+]",4.393,36685,"FENGYUN 1C DEB [-]",8.105,"2023-11-13 06:00:42.055",0.408,8.537,0.0002018,0.114
53660,"STARLINK-4473 [+]",4.647,39432,"ICUBE-1 [-]",4.796,"2023-11-13 06:03:32.463",0.49,11.943,0.0001105,0.173
51987,"STARLINK-3644 [+]",5.056,54937,"CZ-6A DEB [-]",5.133,"2023-11-13 06:15:22.728",0.419,13.968,0.0001123,0.199
44854,"DUCHIFAT-3 [+]",4.877,53180,"STARLINK-4258 [+]",4.877,"2023-11-13 06:25:09.137",0.329,4.93,0.0003499,0.081
55393,"STARLINK-4786 [+]",4.674,56310,"TELEOS-2 [+]",5.892,"2023-11-13 06:25:36.756",0.164,9.534,0.001185,0.048
