OBJECT_NAME_1,OBJECT_NAME_2,MAX_PROB,OperationalStatus_1,OperationalStatus_2
"PROMETHEUS 2-3 [+]","STARLINK-2444 [+]",0.00001288,+],+]
"POLAR SCOUT KODIAK [+]","STARLINK-1526 [+]",0.00001288,+],+]
"STARLINK-5898 [+]","STARLING 1 [+]",0.00001286,+],+]
"STARLINK-2055 [+]","VIZARD-METEO (RS38S) [+]",0.00001286,+],+]
"STARLINK-2544 [+]","NANOZOND 1 (RS49S) [+]",0.00001286,+],+]
"POLYITAN-1 [+]","STARLINK-5613 [+]",0.00001286,+],+]
"DRUMS [+]","STARLINK-3861 [+]",0.00001285,+],+]
"STARLINK-3501 [+]","SITRO-AIS 5 (KATYS) [+]",0.00001282,+],+]
"NEXTSAT-1 [+]","STARLINK-3100 [+]",0.00001281,+],+]
"AQUA [+]","OPTOS [+]",0.0000128,+],+]
"NORBI [+]","STARLINK-3595 [+]",0.00001279,+],+]
"STARLINK-3569 [+]","OBJECT D [+]",0.00001279,+],+]
"PROMETHEUS 2-1 [+]","STARLINK-2498 [+]",0.00001278,+],+]
"STARLINK-1542 [+]","ARCCUBE 1 (RS25S) [+]",0.00001278,+],+]
"SHIJIAN-6 01A (SJ-6 01A) [+]","STARLINK-4401 [+]",0.00001277,+],+]
"STARLINK-3146 [+]","NANOZOND 1 (RS49S) [+]",0.00001277,+],+]
"DRUMS [+]","STARLINK-4697 [+]",0.00001276,+],+]
"STARLINK-1651 [+]","DRUMS [+]",0.00001275,+],+]
"TK-2 [+]","STARLINK-5908 [+]",0.00001275,+],+]
"STARLINK-3446 [+]","OBJECT D [+]",0.00001275,+],+]
"STARLINK-1679 [+]","CS1 [+]",0.00001275,+],+]
"STARLINK-2631 [+]","A-SEANSAT-PG1 [+]",0.00001274,+],+]
"STARLINK-1360 [+]","STRIX-BETA [+]",0.00001274,+],+]
"STARLINK-2527 [+]","AVION KALUGA 650 [+]",0.00001272,+],+]
"DUCHIFAT-3 [+]","STARLINK-5184 [+]",0.0000127,+],+]
"STARLINK-3895 [+]","OBJECT F [+]",0.00001269,+],+]
"BRIO [+]","STARLINK-3189 [+]",0.00001268,+],+]
"STARLINK-3886 [+]","OBJECT K [+]",0.00001268,+],+]
"FALCONSAT-6 [+]","STARLINK-5091 [+]",0.00001267,+],+]
"STARLINK-4177 [+]","SNIPE 4 [+]",0.00001266,+],+]
"SVYATOBOR 1 (RS60S) [+]","STARLINK-30467 [+]",0.00001265,+],+]
"STARLINK-2266 [+]","OBJECT AS [+]",0.00001264,+],+]
"STARLINK-5429 [+]","OBJECT Y [+]",0.0000126,+],+]
"BY70-2 [+]","STARLINK-4572 [+]",0.00001259,+],+]
"STARLINK-3045 [+]","NESS [+]",0.00001255,+],+]
"STARLINK-1247 [+]","ICEYE-X7 [+]",0.00001255,+],+]
"NUSAT-31 (RUBY PAYNE-S) [+]","KSF3-D [+]",0.00001254,+],+]
"SHIJIAN-6 02A (SJ-6 02A) [+]","STARLINK-4361 [+]",0.00001253,+],+]
"ICEYE-X6 [+]","STARLINK-5533 [+]",0.00001253,+],+]
"STARLINK-2049 [+]","NEXTSAT-2 [+]",0.00001251,+],+]
"JILIN-1 09 [+]","STARLINK-3099 [+]",0.00001251,+],+]
"ION SCV-010 [+]","STARLINK-30113 [+]",0.00001251,+],+]
"STARLINK-2055 [+]","VIZARD-METEO (RS38S) [+]",0.00001249,+],+]
"STARLINK-3517 [+]","JILIN-1 KUANFU 02A [+]",0.00001249,+],+]
"COSMOS 2515 [+]","STARLINK-6285 [+]",0.00001248,+],+]
"BRITE-AUSTRIA [+]","IRIDIUM 102 [+]",0.00001248,+],+]
"STARLINK-5719 [+]","SITRO-AIS 7 (FARTUSHNIY) [+]",0.00001248,+],+]
"STARLINK-4083 [+]","OBJECT M [+]",0.00001246,+],+]
"STARLINK-3500 [+]","HAWK-6C [+]",0.00001246,+],+]
"STARLINK-5834 [+]","UTMN 2 (RS27S) [+]",0.00001245,+],+]
"UWE-4 [+]","STARLINK-5972 [+]",0.00001245,+],+]
"STARLINK-3336 [+]","OBJECT Y [+]",0.00001244,+],+]
"STARLINK-1062 [+]","OBJECT AD [+]",0.00001244,+],+]
"STARLINK-3137 [+]","TROPICS-06 [+]",0.00001242,+],+]
"SPACEBEE-5 [+]","VDNH-80 [+]",0.00001241,+],+]
"KSM1-D [+]","STARLINK-2050 [+]",0.00001239,+],+]
"NETSAT-2 [+]","STARLINK-5142 [+]",0.00001238,+],+]
"STARLINK-5472 [+]","HAWK-6C [+]",0.00001238,+],+]
"RAVAN [+]","STARLINK-2268 [+]",0.00001238,+],+]
"STARLINK-5734 [+]","POLYTECH-UNIVERSE 3 (RS46S) [+]",0.00001234,+],+]
"RAVAN [+]","STARLINK-2399 [+]",0.00001234,+],+]
"STARLINK-4547 [+]","NEXTSAT-2 [+]",0.00001232,+],+]
"UNISAT-7 [+]","STARLINK-3796 [+]",0.00001231,+],+]
"BRIO [+]","STARLINK-2104 [+]",0.00001229,+],+]
"KOSEN-1 [+]","STARLINK-3452 [+]",0.00001228,+],+]
"TYVAK-0172 [+]","STARLINK-5848 [+]",0.00001228,+],+]
"STARLINK-3789 [+]","HAWK-6A [+]",0.00001228,+],+]
"SKYSAT-C8 [+]","OBJECT S [+]",0.00001227,+],+]
"STARLINK-4189 [+]","OBJECT AB [+]",0.00001227,+],+]
"STARLINK-4125 [+]","OBJECT AP [+]",0.00001227,+],+]
"STARLINK-5211 [+]","POLYTECH-UNIVERSE 3 (RS46S) [+]",0.00001226,+],+]
"STARLINK-4785 [+]","SITRO-AIS 12 (SMIRENNIY) [+]",0.00001225,+],+]
"FLOCK 3S-1 [+]","STARLINK-1647 [+]",0.00001224,+],+]
"STARLINK-3506 [+]","OBJECT C [+]",0.00001223,+],+]
"BUFENG 1B [+]","STARLINK-1309 [+]",0.00001222,+],+]
"TIANMU-1 05 [+]","STARLINK-30412 [+]",0.00001221,+],+]
"STARLINK-2703 [+]","CSTP 1.1 (STC 1.1) [+]",0.00001221,+],+]
"FORMOSAT 7-4 [+]","CUBESX-SIRIUS-HSE [+]",0.00001219,+],+]
"SHIJIAN-6 02A (SJ-6 02A) [+]","STARLINK-4313 [+]",0.00001218,+],+]
"STARLINK-4089 [+]","OBJECT Z [+]",0.00001217,+],+]
"STARLINK-3894 [+]","OBJECT Y [+]",0.00001216,+],+]
"STARLINK-1459 [+]","ICEYE-X7 [+]",0.00001215,+],+]
"LEMUR-2-GUSTAVO [+]","STARLINK-1476 [+]",0.00001215,+],+]
"FALCONSAT-6 [+]","STARLINK-1294 [+]",0.00001215,+],+]
"GAOFEN-5 01 [+]","YAOGAN-33 [+]",0.00001214,+],+]
"NETSAT-3 [+]","STARLINK-2598 [+]",0.00001214,+],+]
"KSM1-B [+]","STARLINK-1967 [+]",0.00001212,+],+]
"SUOMI-100 [+]","STARLINK-1608 [+]",0.00001211,+],+]
"STARLINK-3602 [+]","OBJECT C [+]",0.0000121,+],+]
"SALSAT [+]","STARLINK-2407 [+]",0.0000121,+],+]
"LEMUR-2-TINYKEV [+]","STARLINK-3847 [+]",0.00001204,+],+]
"STARLINK-4792 [+]","HAWK-6A [+]",0.00001204,+],+]
"SITRO-AIS 5 (KATYS) [+]","STARLINK-30509 [+]",0.00001203,+],+]
"CS1 [+]","STARLINK-4034 [+]",0.00001203,+],+]
"HIBER-2 [+]","STARLINK-1123 [+]",0.00001202,+],+]
"STARLINK-3609 [+]","JILIN-1 GAOFEN 4A [+]",0.00001202,+],+]
"STARLINK-3728 [+]","OBJECT W [+]",0.00001201,+],+]
"LEMUR-2-DAISY-HARPER [+]","STARLINK-5464 [+]",0.000012,+],+]
"LEMUR-2-DAISY-HARPER [+]","STARLINK-3796 [+]",0.00001199,+],+]
"LEMUR-2-JIN-LUEN [+]","STARLINK-2627 [+]",0.00001198,+],+]
"ISAT [+]","STARLINK-5774 [+]",0.00001196,+],+]
"COSMOS 2538 [+]","STARLINK-4756 [+]",0.00001195,+],+]
"STARLINK-1360 [+]","XINGYUN-2 01 [+]",0.00001194,+],+]
"FALCONSAT-6 [+]","STARLINK-3909 [+]",0.00001193,+],+]
"STARLINK-4683 [+]","CSTP 1.2 (STC 1.2) [+]",0.00001193,+],+]
"NETSAT-3 [+]","STARLINK-2327 [+]",0.00001192,+],+]
"SPAWAR-CAL-R [+]","STARLINK-3068 [+]",0.00001192,+],+]
"XIAOXIANG 4 [+]","STARLINK-3811 [+]",0.00001192,+],+]
"STARLINK-1676 [+]","KSM1-A [+]",0.00001191,+],+]
"BUFENG 1B [+]","STARLINK-2530 [+]",0.0000119,+],+]
"STARLINK-4720 [+]","OBJECT G [+]",0.00001189,+],+]
"TYVAK-0130 [+]","STARLINK-5941 [+]",0.00001188,+],+]
"FUNCUBE-1 (AO-73) [+]","STARLINK-5265 [+]",0.00001186,+],+]
"BY70-2 [+]","STARLINK-4562 [+]",0.00001185,+],+]
"STARLINK-1226 [+]","ICEYE-X7 [+]",0.00001184,+],+]
"ESEO [+]","STARLINK-4467 [+]",0.00001183,+],+]
"SPAWAR-CAL-O [+]","STARLINK-5829 [+]",0.00001181,+],+]
"SUPERVIEW-1 02 [+]","ASTROCAST-0301 [+]",0.0000118,+],+]
"STARLINK-3722 [+]","OBJECT D [+]",0.0000118,+],+]
"CELTEE 1 [+]","STARLINK-5089 [+]",0.0000118,+],+]
"STARLINK-3845 [+]","NEUSAR [+]",0.0000118,+],+]
"STARLINK-1512 [+]","TYVAK-0130 [+]",0.00001179,+],+]
"ICEYE-X7 [+]","STARLINK-2431 [+]",0.00001178,+],+]
"STARLINK-1289 [+]","OBJECT J [+]",0.00001178,+],+]
"CSIM-FD [+]","STARLINK-1360 [+]",0.00001177,+],+]
"STARLINK-3208 [+]","STRIX-BETA [+]",0.00001175,+],+]
"STARLINK-3354 [+]","STRATOSAT-TK 1 (RS52S) [+]",0.00001174,+],+]
"JIAOTONG 5 (HEAD-2H) [+]","STARLINK-30363 [+]",0.00001172,+],+]
"TYVAK-0130 [+]","STARLINK-4382 [+]",0.00001172,+],+]
"STARLINK-2525 [+]","OBJECT P [+]",0.00001171,+],+]
"STARLINK-4792 [+]","KUZGTU 1 (RS47S) [+]",0.0000117,+],+]
"TIANQI-14 [+]","STARLINK-5614 [+]",0.00001169,+],+]
"CS2 [+]","STARLINK-4520 [+]",0.00001169,+],+]
"STARLINK-4176 [+]","HORS 2 [+]",0.00001168,+],+]
"CUPID [+]","STARLINK-4565 [+]",0.00001167,+],+]
"MOVE-II [+]","STARLINK-3201 [+]",0.00001167,+],+]
"CELTEE 1 [+]","STARLINK-5741 [+]",0.00001165,+],+]
"RESURS-DK 1 [+]","STARLINK-1541 [+]",0.00001165,+],+]
"STARLINK-3605 [+]","OBJECT E [+]",0.00001165,+],+]
"PROMETHEUS 2-3 [+]","STARLINK-3279 [+]",0.00001164,+],+]
"STARLINK-2593 [+]","OBJECT D [+]",0.00001163,+],+]
"ITASAT [+]","STARLINK-5862 [+]",0.00001163,+],+]
"STARLINK-1103 [+]","MONITOR-4 (RS57S) [+]",0.00001161,+],+]
"STARLINK-5650 [+]","MONITOR-2 (RS39S) [+]",0.00001161,+],+]
"STARLINK-1450 [+]","ICEYE-X7 [+]",0.00001161,+],+]
"HIBER-2 [+]","STARLINK-1063 [+]",0.0000116,+],+]
"STARLINK-3989 [+]","JILIN-1 KUANFU 02A [+]",0.00001159,+],+]
"STARLINK-2450 [+]","JILIN-1 KUANFU 02A [+]",0.00001159,+],+]
"STARLINK-5583 [+]","CSC-2 [+]",0.00001158,+],+]
"STARLINK-6090 [+]","AAC-HSI-SAT1 [+]",0.00001155,+],+]
"NORBI [+]","STARLINK-3204 [+]",0.00001154,+],+]
"STARLINK-3521 [+]","OBJECT B [+]",0.00001153,+],+]
"HAWK-2B [+]","STARLINK-30297 [+]",0.00001152,+],+]
"CICERO 10 [+]","TIANPING 1A [+]",0.00001152,+],+]
"CELTEE 1 [+]","STARLINK-5762 [+]",0.00001152,+],+]
"DRUMS [+]","STARLINK-3541 [+]",0.00001151,+],+]
"NETSAT-4 [+]","STARLINK-3804 [+]",0.0000115,+],+]
"ICEYE-X4 [+]","STARLINK-2232 [+]",0.0000115,+],+]
"STARLINK-4745 [+]","ION SCV-008 [+]",0.00001147,+],+]
"STARLINK-4508 [+]","HAWK-6A [+]",0.00001145,+],+]
"STARLINK-3873 [+]","NEXTSAT-2 [+]",0.00001144,+],+]
"STARLINK-3358 [+]","OBJECT AS [+]",0.00001144,+],+]
"HIBARI [+]","STARLINK-4300 [+]",0.00001144,+],+]
"GRUS-1C [+]","STARLINK-5295 [+]",0.00001142,+],+]
"RANGE-A [+]","STARLINK-2370 [+]",0.0000114,+],+]
"TIANHUI 2-02B [+]","JILIN-1 GAOFEN 3D30 [+]",0.00001137,+],+]
"ICEYE-X7 [+]","STARLINK-1953 [+]",0.00001137,+],+]
"STARLINK-2045 [+]","OBJECT AD [+]",0.00001135,+],+]
"DS-EO [+]","STARLINK-5803 [+]",0.00001135,+],+]
"LEMUR-2-REMY-COLTON [+]","STARLINK-3317 [+]",0.00001134,+],+]
"STARLINK-1769 [+]","ICEYE-X7 [+]",0.00001134,+],+]
"STARLINK-1574 [+]","OBJECT V [+]",0.00001134,+],+]
"STARLINK-4708 [+]","HAWK-6C [+]",0.00001134,+],+]
"STARLINK-3361 [+]","SITRO-AIS 9 (SHCHUKIN) [+]",0.00001133,+],+]
"STARLINK-1857 [+]","OBJECT AD [+]",0.00001133,+],+]
"STARLINK-4442 [+]","PRETTY [+]",0.00001132,+],+]
"STARLINK-3285 [+]","OBJECT Q [+]",0.00001132,+],+]
"HORYU-4 [+]","STARLINK-4036 [+]",0.00001131,+],+]
"STARLINK-3589 [+]","OBJECT G [+]",0.0000113,+],+]
"STARLINK-2010 [+]","STRATOSAT-TK 1 (RS52S) [+]",0.0000113,+],+]
"JILIN-1 GAOFEN 4A [+]","STARLINK-5138 [+]",0.00001129,+],+]
"STARLINK-3860 [+]","NEXTSAT-2 [+]",0.00001129,+],+]
"STRIX-BETA [+]","STARLINK-3642 [+]",0.00001128,+],+]
"MIRATA [+]","STARLINK-5627 [+]",0.00001128,+],+]
"LEMUR-2-NATALIEMURRAY [+]","STARLINK-2428 [+]",0.00001127,+],+]
"STARLINK-5088 [+]","ARCCUBE 1 (RS25S) [+]",0.00001126,+],+]
"NETSAT-1 [+]","STARLINK-3827 [+]",0.00001125,+],+]
"JILIN-1 09 [+]","STARLINK-3551 [+]",0.00001124,+],+]
"D-STAR ONE (SPARROW) [+]","STARLINK-2469 [+]",0.00001124,+],+]
"STARLINK-4182 [+]","OBJECT S [+]",0.00001124,+],+]
"NETSAT-1 [+]","STARLINK-3140 [+]",0.00001123,+],+]
"STARLINK-3323 [+]","A-SEANSAT-PG1 [+]",0.00001123,+],+]
"DONGPO 05 [+]","STARLINK-30396 [+]",0.00001122,+],+]
"SALSAT [+]","STARLINK-1978 [+]",0.00001122,+],+]
"SPACEBEE-7 [+]","STARLINK-1653 [+]",0.00001121,+],+]
"LEMUR-2-THENICKMOLO [+]","STARLINK-4132 [+]",0.00001121,+],+]
"HORYU-4 [+]","STARLINK-3294 [+]",0.0000112,+],+]
"SNUGLITE [+]","STARLINK-30098 [+]",0.0000112,+],+]
"STARLINK-3393 [+]","SNIPE 4 [+]",0.00001119,+],+]
"STARLINK-4578 [+]","ARCCUBE 1 (RS25S) [+]",0.00001117,+],+]
"COSMOS 2536 [+]","STARLINK-4468 [+]",0.00001116,+],+]
"STARLINK-1574 [+]","ARCCUBE 1 (RS25S) [+]",0.00001116,+],+]
"STARLINK-1043 [+]","R2 [+]",0.00001116,+],+]
"STARLINK-1614 [+]","STRIX-1 [+]",0.00001114,+],+]
"STARLINK-4020 [+]","OBJECT AL [+]",0.00001113,+],+]
"WILDTRACKCUBE-SIMBA [+]","DONGPO 01 [+]",0.00001112,+],+]
"JILIN-1 10 [+]","STARLINK-2422 [+]",0.00001112,+],+]
"CHUANGXIN 16B (CX-16B) [+]","STARLINK-5266 [+]",0.00001112,+],+]
"STARLINK-2704 [+]","SITRO-AIS 11 (SHEFFER) [+]",0.00001111,+],+]
"STARLINK-4324 [+]","STARLING 2 [+]",0.00001111,+],+]
"STARLINK-4083 [+]","OBJECT P [+]",0.00001109,+],+]
"LEMUR-2-KADI [+]","STARLINK-5126 [+]",0.00001109,+],+]
"STARLINK-4123 [+]","HAWK-6B [+]",0.00001109,+],+]
"STARLINK-3571 [+]","OBJECT Q [+]",0.00001108,+],+]
"BUFENG 1B [+]","STARLINK-3784 [+]",0.00001108,+],+]
"LEMUR-2-KADI [+]","STARLINK-3179 [+]",0.00001107,+],+]
"CENTAURI-1 [+]","STARLINK-5480 [+]",0.00001106,+],+]
"STARLINK-2588 [+]","KOSEN-1 [+]",0.00001105,+],+]
"ELYSIUM STAR 2 & LFF [+]","STARLINK-3389 [+]",0.00001105,+],+]
"NANOSAT 1B [+]","STARLINK-5318 [+]",0.00001104,+],+]
"CHUANGXIN 16B (CX-16B) [+]","STARLINK-5456 [+]",0.00001103,+],+]
"SORCE [+]","STARLINK-5494 [+]",0.00001103,+],+]
"STARLINK-4156 [+]","OBJECT AD [+]",0.00001102,+],+]
"STARLINK-4119 [+]","OBJECT S [+]",0.00001102,+],+]
"STARLINK-3552 [+]","OBJECT AS [+]",0.00001098,+],+]
"LEMUR-2-KADI [+]","STARLINK-4491 [+]",0.00001097,+],+]
"FLOCK 4X-15 [+]","MP42 [+]",0.00001094,+],+]
"R2 [+]","STARLINK-4479 [+]",0.00001093,+],+]
"STARLINK-1594 [+]","OBJECT J [+]",0.00001092,+],+]
"STARLINK-4121 [+]","OBJECT G [+]",0.0000109,+],+]
"LEMUR-2-REMY-COLTON [+]","STARLINK-3500 [+]",0.0000109,+],+]
"TISAT 1 [+]","STARLINK-5267 [+]",0.0000109,+],+]
"SHIYAN 13 (SY-13) [+]","STARLINK-3583 [+]",0.00001089,+],+]
"STARLINK-4593 [+]","HAWK-6B [+]",0.00001089,+],+]
"STARLINK-2052 [+]","SITRO-AIS 12 (SMIRENNIY) [+]",0.00001088,+],+]
"STARLINK-5386 [+]","SITRO-AIS 12 (SMIRENNIY) [+]",0.00001087,+],+]
"DRUMS [+]","STARLINK-4139 [+]",0.00001086,+],+]
"GRUS-1D [+]","STARLINK-5104 [+]",0.00001086,+],+]
"STARLINK-3875 [+]","HAWK-6A [+]",0.00001085,+],+]
"STARLINK-5551 [+]","KUZGTU 1 (RS47S) [+]",0.00001084,+],+]
"POLAR SCOUT KODIAK [+]","STARLINK-5757 [+]",0.00001082,+],+]
"STARLINK-1176 [+]","OBJECT B [+]",0.00001081,+],+]
"STARLINK-5119 [+]","SITRO-AIS 11 (SHEFFER) [+]",0.00001081,+],+]
"SNUSAT-2 [+]","STARLINK-5427 [+]",0.0000108,+],+]
"STARLINK-3136 [+]","NEUSAR [+]",0.00001079,+],+]
"Z-SAT [+]","STARLINK-3525 [+]",0.00001078,+],+]
"STARLINK-30073 [+]","AVION KALUGA 650 [+]",0.00001076,+],+]
"CSIM-FD [+]","STARLINK-2033 [+]",0.00001076,+],+]
"TYVAK-0172 [+]","STARLINK-5848 [+]",0.00001076,+],+]
"STARLINK-3871 [+]","OBJECT AJ [+]",0.00001075,+],+]
"STARLINK-1698 [+]","JILIN-1 KUANFU 02A [+]",0.00001075,+],+]
"NEMO-HD [+]","FLOCK 4S-11 [+]",0.00001074,+],+]
"LEMUR-2-JIN-LUEN [+]","STARLINK-3800 [+]",0.00001073,+],+]
"NETSAT-2 [+]","STARLINK-3231 [+]",0.00001073,+],+]
"STARS-AO [+]","STARLINK-5502 [+]",0.00001073,+],+]
"STARLINK-4318 [+]","STARLING 3 [+]",0.00001073,+],+]
"HYPSO-1 [+]","STARLINK-30267 [+]",0.00001072,+],+]
"LEMUR-2-THENICKMOLO [+]","STARLINK-4660 [+]",0.00001068,+],+]
"STARLINK-3295 [+]","TROPICS-07 [+]",0.00001068,+],+]
"STARLINK-3197 [+]","OBJECT N [+]",0.00001068,+],+]
"LEMUR-2-CHRISTINAHOLT [+]","OBJECT AK [+]",0.00001066,+],+]
"STARLINK-4697 [+]","OBJECT AK [+]",0.00001066,+],+]
"STARLINK-2489 [+]","CSTP 1.1 (STC 1.1) [+]",0.00001065,+],+]
"STARLINK-1646 [+]","SITRO-AIS 12 (SMIRENNIY) [+]",0.00001064,+],+]
"STARLINK-5126 [+]","MONITOR-3 (RS58S) [+]",0.00001064,+],+]
"TIANMU-1 04 [+]","SPACEBEE-174 [+]",0.00001063,+],+]
"LEMUR-2-REMY-COLTON [+]","STARLINK-5129 [+]",0.00001063,+],+]
"STARLINK-4052 [+]","OBJECT Y [+]",0.00001062,+],+]
"STARLINK-1454 [+]","VIZARD-METEO (RS38S) [+]",0.0000106,+],+]
"ICEYE-X7 [+]","STARLINK-2683 [+]",0.00001059,+],+]
"NETSAT-1 [+]","STARLINK-3240 [+]",0.00001059,+],+]
"STARLINK-1657 [+]","YARILO 3 [+]",0.00001058,+],+]
"STARLINK-4266 [+]","HAWK-6B [+]",0.00001058,+],+]
"STARLINK-5134 [+]","NANOZOND 1 (RS49S) [+]",0.00001058,+],+]
"AEROCUBE 8D [+]","STARLINK-5091 [+]",0.00001058,+],+]
"SHIYAN 1 (SY-1) [+]","STARLINK-3682 [+]",0.00001058,+],+]
"EAGLET-I [+]","STARLINK-30113 [+]",0.00001058,+],+]
"STARLINK-3257 [+]","HAWK-6A [+]",0.00001056,+],+]
"POLAR SCOUT YUKON [+]","STARLINK-4632 [+]",0.00001055,+],+]
"CSIM-FD [+]","STARLINK-4007 [+]",0.00001055,+],+]
"SHIYAN 1 (SY-1) [+]","STARLINK-4523 [+]",0.00001055,+],+]
"VENUS [+]","STARLINK-4371 [+]",0.00001053,+],+]
"FALCONSAT-6 [+]","STARLINK-3909 [+]",0.00001052,+],+]
"STARLINK-4532 [+]","OBJECT E [+]",0.0000105,+],+]
"STARLINK-3979 [+]","CSTP 1.2 (STC 1.2) [+]",0.0000105,+],+]
"STARLINK-2284 [+]","OBJECT F [+]",0.0000105,+],+]
"STARLINK-3271 [+]","TROPICS-07 [+]",0.0000105,+],+]
"STARLINK-4190 [+]","OBJECT AL [+]",0.00001049,+],+]
"STARLINK-4674 [+]","UTMN 2 (RS27S) [+]",0.00001049,+],+]
"STARLINK-5181 [+]","NEXTSAT-2 [+]",0.00001049,+],+]
"STARLINK-2275 [+]","UTMN 2 (RS27S) [+]",0.00001048,+],+]
"STARLINK-4189 [+]","OBJECT AC [+]",0.00001047,+],+]
"NETSAT-1 [+]","STARLINK-3748 [+]",0.00001047,+],+]
"SHIJIAN-6 02A (SJ-6 02A) [+]","STARLINK-5604 [+]",0.00001047,+],+]
"KEPLER-4 (ANTILLES) [+]","OBJECT K [+]",0.00001043,+],+]
"LEMUR-2-SARAHBETTYBOO [+]","STARLINK-3776 [+]",0.00001043,+],+]
"YAOGAN 15 [+]","ONEWEB-0116 [+]",0.00001042,+],+]
"STARLINK-3079 [+]","SITRO-AIS 10 (BURDAEV) [+]",0.00001042,+],+]
"XINGYUN-2 02 [+]","STARLINK-6263 [+]",0.0000104,+],+]
"STARLINK-4204 [+]","OBJECT AJ [+]",0.0000104,+],+]
"STARLINK-4210 [+]","OBJECT K [+]",0.00001039,+],+]
"STARLINK-3372 [+]","CUBESX-HSE 3 (RS42S) [+]",0.00001039,+],+]
"M2 PATHFINDER [+]","STARLINK-5796 [+]",0.00001034,+],+]
"STARLINK-5425 [+]","HAWK-6B [+]",0.00001034,+],+]
"STARLINK-5047 [+]","ANSER-FLW2 [+]",0.00001034,+],+]
"STARLINK-4388 [+]","KUZGTU 1 (RS47S) [+]",0.00001033,+],+]
"STARLINK-1689 [+]","SITRO-AIS 12 (SMIRENNIY) [+]",0.00001032,+],+]
"CORVUS BC1 [+]","STARLINK-5312 [+]",0.0000103,+],+]
"STARLINK-3910 [+]","OBJECT D [+]",0.0000103,+],+]
"STARLINK-5056 [+]","OBJECT AJ [+]",0.00001029,+],+]
"STARLINK-1230 [+]","SITRO-AIS 9 (SHCHUKIN) [+]",0.00001028,+],+]
"STARLINK-5029 [+]","SITRO-AIS 11 (SHEFFER) [+]",0.00001027,+],+]
"STARLINK-5002 [+]","CSTP 1.2 (STC 1.2) [+]",0.00001027,+],+]
"SHIYAN 1 (SY-1) [+]","STARLINK-5227 [+]",0.00001026,+],+]
"AEROCUBE 4.5B [+]","STARLINK-4587 [+]",0.00001026,+],+]
"XIAOXIANG 1-07 [+]","STARLINK-2550 [+]",0.00001026,+],+]
"PROMETHEUS 2-3 [+]","STARLINK-1765 [+]",0.00001025,+],+]
"SNUGLITE [+]","STARLINK-6033 [+]",0.00001025,+],+]
"ION SCV-009 [+]","STARLINK-30812 [+]",0.00001024,+],+]
"STARLINK-1423 [+]","ICEYE-X7 [+]",0.00001024,+],+]
"STARLINK-1693 [+]","OBJECT J [+]",0.00001023,+],+]
"YAOGAN 13 [+]","AII-CHARLIE [+]",0.00001022,+],+]
"STARLINK-4281 [+]","OBJECT F [+]",0.00001022,+],+]
"STARLINK-4174 [+]","OBJECT AR [+]",0.00001022,+],+]
"STARLINK-1578 [+]","NANOZOND 1 (RS49S) [+]",0.00001021,+],+]
"CORVUS BC1 [+]","STARLINK-5921 [+]",0.0000102,+],+]
"STARLINK-4661 [+]","MONITOR-4 (RS57S) [+]",0.00001019,+],+]
"STARLINK-3309 [+]","OBJECT F [+]",0.00001018,+],+]
"STARLINK-1880 [+]","OBJECT AD [+]",0.00001017,+],+]
"STARLINK-1542 [+]","AAC-HSI-SAT1 [+]",0.00001016,+],+]
"BRIO [+]","STARLINK-2758 [+]",0.00001013,+],+]
"STARLINK-3129 [+]","HAWK-6B [+]",0.00001011,+],+]
"STARLINK-4198 [+]","OBJECT Q [+]",0.0000101,+],+]
"STARLINK-2526 [+]","HORS 1 [+]",0.0000101,+],+]
"AEROCUBE 7 [+]","STARLINK-4371 [+]",0.0000101,+],+]
"LEMUR-2-PETERG [+]","STARLINK-4438 [+]",0.0000101,+],+]
"CELTEE 1 [+]","STARLINK-5692 [+]",0.00001009,+],+]
"STARLINK-3374 [+]","UTMN 2 (RS27S) [+]",0.00001009,+],+]
"NETSAT-3 [+]","STARLINK-1906 [+]",0.00001009,+],+]
"KOSEN-1 [+]","STARLINK-4084 [+]",0.00001009,+],+]
"STARLINK-5017 [+]","OBJECT AK [+]",0.00001008,+],+]
"LEMUR-2-JIN-LUEN [+]","STARLINK-2705 [+]",0.00001008,+],+]
"STARLINK-5116 [+]","OBJECT C [+]",0.00001008,+],+]
"JILIN-1 10 [+]","STARLINK-3252 [+]",0.00001007,+],+]
"TIANYAN 02 [+]","GEESAT 4 [+]",0.00001006,+],+]
"STARLINK-4077 [+]","HAWK-6C [+]",0.00001006,+],+]
"STARLINK-3369 [+]","UTMN 2 (RS27S) [+]",0.00001004,+],+]
"IXPE [+]","STARLINK-5897 [+]",0.00001004,+],+]
"NANOACE [+]","STARLINK-5550 [+]",0.00001003,+],+]
"STARLINK-5003 [+]","VIZARD-METEO (RS38S) [+]",0.00001003,+],+]
"LEMUR-2-REMY-COLTON [+]","STARLINK-3773 [+]",0.00001003,+],+]
"CFOSAT [+]","WILDTRACKCUBE-SIMBA [+]",0.00001002,+],+]
"STARLINK-2119 [+]","NANOZOND 1 (RS49S) [+]",0.00001002,+],+]
"JILIN-1 09 [+]","STARLINK-4587 [+]",0.00001002,+],+]
"EXCITE [+]","STARLINK-5328 [+]",0.00001001,+],+]
"PROMETHEUS 2-3 [+]","STARLINK-4158 [+]",0.000009996,+],+]
"STARLINK-1594 [+]","NETSAT-4 [+]",0.000009991,+],+]
