NORAD_CAT_ID_1,OBJECT_NAME_1,NORAD_CAT_ID_2,OBJECT_NAME_2,CONJUCTION_COUNT
53911,"STARLINK-5048 [+]",57011,"OBJECT H [+]",1
55462,"STARLINK-5673 [+]",48837,"FALCON 9 DEB [-]",1
55475,"STARLINK-5650 [+]",57177,"ZORKIY 2M [+]",1
56953,"RUNNER-1 (TYVAK-1005) [+]",23126,"STRV 1B [?]",1
57475,"STARLINK-30155 [+]",30372,"FENGYUN 1C DEB [-]",1
42961,"IRIDIUM 132 [+]",30710,"FENGYUN 1C DEB [-]",1
43482,"IRIDIUM 162 [+]",49495,"GAOFEN-3 02 [+]",1
43786,"ITASAT [+]",56109,"STARLINK-6083 [+]",1
44873,"CSG-1 [+]",54594,"CZ-6A DEB [-]",1
45144,"ONEWEB-0036 [+]",8593,"THORAD DELTA 1 DEB [-]",1
46493,"DEKART [+]",48112,"STARLINK-2449 [+]",1
47699,"AMAZONIA 1 [+]",34434,"COSMOS 2251 DEB [-]",1
50818,"STARLINK-3336 [+]",34746,"COSMOS 2251 DEB [-]",1
51139,"STARLINK-3172 [+]",57039,"OBJECT AM [+]",1
52742,"CENTAURI 5 (TYVAK-0212) [+]",25795,"COSMOS 1220 DEB [-]",1
52867,"STARLINK-4126 [+]",57037,"OBJECT AK [+]",1
53175,"STARLINK-4292 [+]",43673,"H-2A DEB [-]",1
57758,"WILDFIRE 3 [+]",4615,"THORAD AGENA D DEB [-]",1
39019,"PLEIADES 1B [+]",17219,"ARIANE 1 DEB [-]",1
40137,"CHUANGXIN 1-04 (CX-1-04) [+]",30822,"FENGYUN 1C DEB [-]",1
44942,"STARLINK-1096 [P]",40337,"CZ-4B R/B [-]",1
46704,"STARLINK-1804 [+]",35906,"COSMOS 2251 DEB [-]",1
49070,"PLEIADES NEO 4 [+]",55878,"CZ-6A DEB [-]",1
52682,"STARLINK-4017 [+]",89389,"UNKNOWN [-]",1
57056,"STARLINK-6353 [+]",50351,"COSMOS 1408 DEB [-]",1
22824,"STELLA [+]",30622,"FENGYUN 1C DEB [-]",1
27848,"CUBESAT XI-IV (CO-57) [+]",35921,"IRIDIUM 33 DEB [-]",1
36834,"YAOGAN 10 [+]",49537,"COSMOS 1408 DEB [-]",1
43808,"POLAR SCOUT YUKON [+]",53055,"STARLINK-4338 [+]",1
43831,"SAUDISAT 5A [+]",52460,"STARLINK-3865 [+]",1
45547,"STARLINK-1377 [+]",57327,"OBJECT BB [-]",1
46579,"STARLINK-1705 [+]",8757,"SL-8 DEB [-]",1
47617,"FLOCK 4S-48 [+]",52169,"MP42 [+]",1
48600,"STARLINK-2275 [+]",22161,"FREJA [?]",1
51037,"FLOCK 4X-10 [+]",52769,"LEMUR-2-MIMI1307 [+]",1
51105,"STARLINK-3350 [+]",57040,"OBJECT AN [+]",1
53888,"STARLINK-5034 [+]",31802,"FENGYUN 1C DEB [-]",1
55652,"STARLINK-5487 [+]",30606,"FENGYUN 1C DEB [-]",1
55656,"STARLINK-5326 [+]",58025,"PVCC [+]",1
56317,"STARLINK-6038 [+]",35571,"CZ-4B DEB [-]",1
56952,"BLACKJACK ACES-4 [+]",57401,"TIANMU-1 09 [+]",1
41919,"IRIDIUM 109 [+]",39891,"SL-16 DEB [-]",1
42969,"SENTINEL-5P [+]",30656,"FENGYUN 1C DEB [-]",1
43787,"KAZSCISAT-1 [+]",56408,"STARLINK-6289 [+]",1
44422,"COSMOS 2536 [+]",54802,"STARLINK-5426 [+]",1
46810,"TIANQI-6 [+]",55632,"STARLINK-5546 [+]",1
46911,"LEMUR-2-JEREMIAH [+]",55056,"VIGORIDE-5 [+]",1
47134,"STARLINK-1844 [+]",31877,"FENGYUN 1C DEB [-]",1
47623,"STARLINK-1655 [+]",57167,"STRATOSAT-TK 1 (RS52S) [+]",1
48689,"STARLINK-2617 [+]",34958,"COSMOS 2251 DEB [-]",1
49177,"STARLINK-3103 [+]",35802,"IRIDIUM 33 DEB [-]",1
49416,"STARLINK-3133 [+]",34103,"IRIDIUM 33 DEB [-]",1
50500,"ONEWEB-0429 [+]",18757,"COSMOS 1823 DEB [-]",1
54768,"STARLINK-5444 [+]",57040,"OBJECT AN [+]",1
57580,"OBJECT A [+]",30764,"FENGYUN 1C DEB [-]",1
43877,"KANOPUS-V 6 [+]",51070,"ICEYE-X14 [+]",1
44390,"ICEYE-X4 [+]",35066,"COSMOS 2251 DEB [-]",1
45770,"STARLINK-1462 [+]",56748,"OBJECT F [+]",1
46751,"STARLINK-1920 [+]",48606,"TYVAK-0130 [+]",1
48121,"STARLINK-2462 [+]",9963,"COSMOS 886 DEB [-]",1
50186,"STARLINK-3274 [+]",40041,"FLOCK 1C-3 [-]",1
51893,"STARLINK-3579 [+]",52388,"JILIN-1 GAOFEN 4A [+]",1
51994,"STARLINK-3647 [+]",56745,"SNIPE 2 [+]",1
53225,"STARLINK-4358 [+]",39450,"SL-24 DEB [-]",1
54021,"CENTISPACE-1 S6 [+]",35016,"COSMOS 2251 DEB [-]",1
57859,"STARLINK-30414 [+]",17911,"COSMOS 1842 [?]",1
39227,"ARIRANG-5 (KOMPSAT-5) [+]",55620,"STARLINK-5718 [+]",1
41921,"IRIDIUM 105 [+]",48178,"NOAA 17 DEB [-]",1
43017,"RADFXSAT (FOX-1B) [+]",56414,"STARLINK-5136 [+]",1
43710,"TIANZHI 1 [+]",52017,"ORESAT0 [+]",1
47298,"XJY-7 [+]",47506,"ICEYE-X9 [+]",1
47945,"UNISAT-7 [+]",57293,"STARLINK-30202 [+]",1
51854,"STARLINK-3541 [+]",49840,"COSMOS 1408 DEB [-]",1
52718,"OBJECT C [+]",39845,"SL-16 DEB [-]",1
54121,"ONEWEB-0503 [+]",45519,"METEOR 3-1 DEB [-]",1
41924,"IRIDIUM 108 [+]",30056,"FENGYUN 1C DEB [-]",1
44973,"STARLINK-1115 [+]",41076,"NOAA 16 DEB [-]",1
45189,"STARLINK-1230 [+]",44316,"WT 1B [?]",1
47292,"ONEWEB-0146 [+]",39252,"BREEZE-KM R/B [-]",1
47591,"STARLINK-1996 [+]",13771,"SL-3 R/B [-]",1
48278,"STARLINK-2543 [+]",4649,"THORAD AGENA D DEB [-]",1
48924,"FARADAY_PHOENIX [+]",44395,"OBJECT K [-]",1
48965,"W-CUBE [+]",55974,"TIANMU-1 04 [+]",1
50474,"ONEWEB-0394 [+]",45519,"METEOR 3-1 DEB [-]",1
52640,"STARLINK-3977 [+]",40041,"FLOCK 1C-3 [-]",1
52882,"STARLINK-4181 [+]",31066,"FENGYUN 1C DEB [-]",1
55304,"STARLINK-5318 [+]",37473,"FENGYUN 1C DEB [-]",1
57955,"STARLINK-30702 [+]",43426,"CZ-2D DEB [-]",1
58051,"STARLINK-30568 [+]",44888,"CZ-4B R/B [-]",1
25114,"ORBCOMM FM11 [+]",35062,"COSMOS 2251 DEB [-]",1
42805,"IRIDIUM 120 [+]",42174,"COSMOS 1275 DEB [-]",1
43770,"FOX-1CLIFF (AO-95) [+]",81406,"UNKNOWN [-]",1
43831,"SAUDISAT 5A [+]",50825,"STARLINK-3332 [+]",1
43910,"YUNHAI 2-02 [+]",41273,"NOAA 16 DEB [-]",1
46363,"STARLINK-1739 [+]",57655,"CZ-4C R/B [-]",1
48085,"BEESAT-8 [+]",57499,"STARLINK-30169 [+]",1
49769,"STARLINK-3208 [+]",47937,"OBJECT F [-]",1
52297,"STARLINK-3758 [+]",57026,"OBJECT Y [+]",1
52882,"STARLINK-4181 [+]",57010,"OBJECT G [+]",1
53046,"STARLINK-4331 [+]",39450,"SL-24 DEB [-]",1
53637,"STARLINK-4396 [+]",27255,"PSLV DEB [-]",1
55461,"STARLINK-5646 [+]",28415,"CZ-4B R/B [-]",1
56153,"OBJECT A [+]",56994,"OBJECT BW [-]",1
57711,"STARLINK-30318 [+]",30960,"FENGYUN 1C DEB [-]",1
43816,"SPACEBEE-7 [+]",48108,"STARLINK-2444 [+]",1
44952,"STARLINK-1117 [+]",26284,"CZ-4B DEB [-]",1
49304,"ONEWEB-0378 [+]",42647,"DELTA 1 DEB [-]",1
52377,"STARLINK-3805 [+]",35146,"FENGYUN 1C DEB [-]",1
53683,"STARLINK-4625 [+]",19396,"TIROS 8 DEB [-]",1
54055,"STARLINK-5158 [+]",9818,"COSMOS 886 DEB [-]",1
54785,"STARLINK-5440 [+]",39100,"DELTA 1 DEB [-]",1
55033,"FLOCK 4Y-28 [+]",36713,"FENGYUN 1C DEB [-]",1
55924,"STARLINK-5849 [+]",30613,"FENGYUN 1C DEB [-]",1
56800,"STARLINK-6036 [+]",37929,"FENGYUN 1C DEB [-]",1
41925,"IRIDIUM 112 [+]",30982,"FENGYUN 1C DEB [-]",1
43182,"LEMUR-2-JIN-LUEN [+]",30828,"FENGYUN 1C DEB [-]",1
43816,"SPACEBEE-7 [+]",57299,"STARLINK-30199 [+]",1
43820,"SEAHAWK-1 [+]",57228,"STARLINK-6230 [+]",1
43887,"LEMUR-2-NATALIEMURRAY [+]",44724,"STARLINK-1019 [+]",1
43888,"LEMUR-2-SARAHBETTYBOO [+]",44970,"STARLINK-1093 [+]",1
44406,"LUCKY-7 [+]",52171,"NUSAT-25 (MARIA TELKES) [+]",1
48404,"STARLINK-2593 [+]",28809,"KIRARI (OICETS) [?]",1
48563,"STARLINK-2188 [+]",27629,"SL-14 DEB [-]",1
51735,"STARLINK-3517 [+]",49398,"OBJECT D [-]",1
51735,"STARLINK-3517 [+]",57196,"HORS 2 [+]",1
51971,"STARLINK-3669 [+]",57019,"OBJECT R [+]",1
52566,"STARLINK-3938 [+]",21836,"DMSP 5D-2 F11 DEB [-]",1
52694,"STARLINK-4072 [+]",57032,"OBJECT AE [+]",1
53992,"STARLINK-5108 [+]",14208,"SL-3 R/B [-]",1
55015,"BIRKELAND [+]",57680,"STARLINK-30283 [+]",1
55644,"STARLINK-5502 [+]",43822,"OBJECT BS [-]",1
55780,"STARLINK-5819 [+]",33721,"FENGYUN 1C DEB [-]",1
55910,"CAPELLA-9-WHITNEY [+]",56328,"STARLINK-5992 [+]",1
56553,"STARLINK-6074 [+]",33314,"RAPIDEYE 1 [-]",1
57610,"STARLINK-30248 [+]",57806,"H-2A DEB [-]",1
39422,"STSAT-3 [+]",42828,"NORSAT 2 [+]",1
44341,"OTB [+]",33928,"COSMOS 2251 DEB [-]",1
45534,"STARLINK-1341 [+]",51455,"MINOTAUR 4 DEB [-]",1
47472,"FLOCK 4S-13 [+]",31304,"AIM [-]",1
47877,"STARLINK-2333 [+]",32470,"CBERS 1 DEB [-]",1
52468,"STARLINK-3864 [+]",17998,"ATLAS H R/B [-]",1
53130,"SUPERVIEW NEO-2 02 [+]",56202,"NUSAT-38 (MARIA AGNESI) [+]",1
53608,"STARLINK-4647 [+]",57186,"CSTP 1.2 (STC 1.2) [+]",1
54804,"STARLINK-5422 [+]",57033,"OBJECT AF [+]",1
57218,"STARLINK-5525 [+]",8679,"DELTA 1 DEB [-]",1
57246,"STARLINK-5049 [+]",39853,"SL-16 DEB [-]",1
43015,"MIRATA [+]",47423,"OBJECT L [-]",1
43885,"LEMUR-2-GUSTAVO [+]",47627,"STARLINK-1972 [+]",1
44519,"XIAOXIANG 1-07 [+]",55996,"STARLINK-5903 [+]",1
46547,"STARLINK-1698 [+]",57173,"OBJECT H [+]",1
47456,"FLOCK 4S-21 [+]",47737,"STARLINK-2148 [P]",1
48426,"TIANQI-12 [+]",55428,"STARLINK-5064 [+]",1
49168,"STARLINK-3101 [+]",56310,"TELEOS-2 [+]",1
52629,"STARLINK-4022 [+]",57039,"OBJECT AM [+]",1
53058,"STARLINK-4317 [+]",40273,"ARIANE 5 R/B [-]",1
53868,"STARLINK-4789 [+]",40041,"FLOCK 1C-3 [-]",1
53976,"STARLINK-5134 [+]",47211,"RESURS O1 DEB [-]",1
55137,"OBJECT E [+]",26231,"CZ-4B DEB [-]",1
55353,"STARLINK-5608 [+]",33323,"CZ-2C DEB [-]",1
56907,"STARLINK-6110 [+]",44593,"CZ-4B DEB [-]",1
57440,"STARLINK-30159 [+]",43806,"OBJECT BA [-]",1
57477,"STARLINK-30176 [+]",35071,"COSMOS 2251 DEB [-]",1
41899,"YIJIAN [+]",26449,"CZ-4B DEB [-]",1
43034,"LKW-1 [+]",36713,"FENGYUN 1C DEB [-]",1
43790,"EAGLET-I [+]",55651,"STARLINK-5506 [+]",1
43803,"JY1SAT (JO-97) [+]",53664,"STARLINK-4471 [+]",1
45102,"STARLINK-1195 [+]",46814,"FLOCK 4E'-7 [+]",1
45383,"STARLINK-1266 [+]",35765,"COSMOS 2251 DEB [-]",1
46715,"STARLINK-1817 [+]",27629,"SL-14 DEB [-]",1
47161,"STARLINK-1876 [+]",55437,"STARLINK-5080 [P]",1
52632,"STARLINK-3995 [+]",52913,"CZ-4C R/B [-]",1
52841,"STARLINK-4065 [+]",56743,"NEXTSAT-2 [+]",1
53727,"STARLINK-4701 [+]",57217,"KUZGTU 1 (RS47S) [+]",1
55052,"SKYKRAFT-1D [+]",27643,"CHIPSAT [?]",1
56216,"ELO-3 [+]",56219,"LLITED B [+]",1
56327,"STARLINK-5997 [+]",43810,"OBJECT BE [-]",1
57199,"SITRO-AIS 10 (BURDAEV) [+]",57353,"STARLINK-6324 [+]",1
57868,"STARLINK-30442 [+]",34914,"COSMOS 2251 DEB [-]",1
22825,"EYESAT A (AO-27) [P]",12330,"KYOKKO 1 DEB [-]",1
39574,"GPM-CORE [+]",44946,"STARLINK-1110 [P]",1
47871,"STARLINK-2327 [+]",40029,"FLOCK 1C-2 [-]",1
49149,"STARLINK-3053 [+]",57390,"LEMUR-2-MANO [+]",1
51968,"STARLINK-3681 [+]",13771,"SL-3 R/B [-]",1
52016,"SPACEBEE-115 [+]",46811,"CZ-2C R/B [-]",1
53411,"STARLINK-4497 [+]",56747,"OBJECT E [+]",1
53481,"STARLINK-4302 [+]",36597,"CZ-2D R/B [-]",1
53678,"STARLINK-4418 [+]",43789,"IRVINE02 [-]",1
54058,"STARLINK-5167 [+]",21723,"COSMOS 397 DEB [-]",1
54784,"STARLINK-5442 [+]",56747,"OBJECT E [+]",1
55394,"STARLINK-5230 [+]",38752,"RBSP A [-]",1
57148,"STARLINK-5788 [+]",57323,"OBJECT AX [-]",1
29268,"ARIRANG-2 (KOMPSAT-2) [+]",55235,"CZ-6A DEB [-]",1
41887,"CYGFM01 [X]",55069,"FLOCK 4Y-9 [+]",1
43780,"MOVE-II [+]",35223,"FENGYUN 1C DEB [-]",1
44861,"LEMUR-2-PAPPY [+]",55083,"FLOCK 4Y-27 [+]",1
46492,"LACUNASAT-3 [+]",56984,"SPACEBEE-168 [+]",1
46507,"NETSAT-2 [+]",39133,"AIST-2 (RS-43) [-]",1
46554,"STARLINK-1671 [+]",56745,"SNIPE 2 [+]",1
50996,"FLOCK 4X-2 [+]",56220,"LLITED A [+]",1
51887,"STARLINK-3551 [+]",23359,"USA 40 R/B DEB [-]",1
53084,"STARLINK-4319 [+]",57386,"STARLING 4 [+]",1
53284,"STARLINK-4172 [+]",33707,"FENGYUN 1C DEB [-]",1
54754,"SWOT [+]",35141,"FENGYUN 1C DEB [-]",1
55639,"STARLINK-5508 [+]",27255,"PSLV DEB [-]",1
57127,"STARLINK-6165 [+]",41339,"CHUBUSAT-3 [-]",1
57177,"ZORKIY 2M [+]",36077,"COSMOS 2251 DEB [-]",1
57185,"OBJECT V [+]",57738,"STARLINK-30351 [+]",1
36799,"TISAT 1 [+]",27267,"PSLV DEB [-]",1
43816,"SPACEBEE-7 [+]",45080,"STARLINK-1153 [+]",1
45188,"STARLINK-1228 [+]",43801,"OBJECT AV [-]",1
47363,"STARLINK-2077 [+]",56743,"NEXTSAT-2 [+]",1
48458,"STARLINK-2698 [+]",49400,"HIBARI [+]",1
49049,"TIANHUI 1-04 [+]",54247,"BLUEWALKER 3 DEB [-]",1
51141,"STARLINK-3179 [+]",34351,"IRIDIUM 33 DEB [-]",1
52093,"STARLINK-3673 [+]",57011,"OBJECT H [+]",1
53865,"STARLINK-4785 [+]",57183,"OBJECT T [+]",1
55293,"STARLINK-5287 [+]",31346,"FENGYUN 1C DEB [-]",1
55453,"STARLINK-5684 [+]",26321,"CZ-4B DEB [-]",1
55646,"STARLINK-5104 [+]",44891,"OBJECT N [-]",1
56841,"STARLINK-30078 [+]",39928,"PEGASUS DEB [-]",1
57792,"TIANQI-21 [+]",25158,"ORBCOMM FM03 [-]",1
39418,"SKYSAT-A [+]",53706,"STARLINK-4716 [+]",1
40109,"YAOGAN 20A [+]",2889,"SCOUT A DEB [-]",1
43885,"LEMUR-2-GUSTAVO [+]",47808,"STARLINK-2389 [+]",1
50826,"STARLINK-3337 [P]",54790,"STARLINK-5445 [+]",1
51035,"FLOCK 4X-17 [+]",55037,"LEMUR-2-EMMACULATE [+]",1
53070,"STARLINK-4342 [+]",39369,"DANDE DEB (LAB) [-]",1
53650,"STARLINK-4380 [+]",36289,"CZ-4B DEB [-]",1
54803,"STARLINK-5430 [+]",57034,"OBJECT AG [+]",1
55782,"STARLINK-5826 [+]",58020,"NESS [+]",1
56868,"OBJECT Y [+]",49539,"COSMOS 1408 DEB [-]",1
57361,"STARLINK-6340 [+]",57322,"OBJECT AW [-]",1
57419,"MAYA-5 [+]",58159,"STARLINK-30788 [+]",1
39451,"SWARM B [+]",57675,"STARLINK-30317 [+]",1
44519,"XIAOXIANG 1-07 [+]",57448,"STARLINK-30196 [+]",1
46503,"LEMUR-2-NICHOL [+]",48960,"ASTROCAST-0205 [+]",1
48621,"HAIYANG-2D [+]",11239,"SL-8 R/B [-]",1
52661,"STARLINK-4042 [+]",33628,"FENGYUN 1C DEB [-]",1
53195,"STARLINK-4404 [+]",6127,"DELTA 1 R/B [-]",1
53733,"STARLINK-4574 [+]",26960,"PSLV R/B [-]",1
53781,"STARLINK-4462 [+]",26321,"CZ-4B DEB [-]",1
53914,"STARLINK-5040 [+]",57187,"SVYATOBOR 1 (RS60S) [+]",1
55952,"STARLINK-5893 [+]",35403,"SCOUT G-1 DEB [-]",1
56824,"STARLINK-30120 [+]",25979,"ARIANE 40 R/B [-]",1
57740,"STARLINK-30331 [+]",14817,"SL-8 DEB [-]",1
43793,"CSIM-FD [+]",48293,"STARLINK-2550 [+]",1
45685,"STARLINK-1402 [P]",48594,"STARLINK-2251 [+]",1
45688,"STARLINK-1408 [P]",46500,"LEMUR-2-SLICERS [+]",1
45779,"STARLINK-1492 [P]",56863,"OBJECT T [+]",1
47452,"FLOCK 4S-22 [+]",49320,"OBJECT F [?]",1
48395,"STARLINK-2574 [+]",43771,"OBJECT P [-]",1
49306,"ONEWEB-0380 [+]",45879,"FREGAT DEB [-]",1
50466,"XW-3 (CAS-9) [+]",42299,"DMSP 5D-2 F13 DEB [-]",1
51994,"STARLINK-3647 [+]",55051,"ION SCV-008 [+]",1
54114,"ONEWEB-0492 [+]",81899,"UNKNOWN [-]",1
56074,"ONEWEB-0633 [+]",16020,"SCOUT G-1 DEB [-]",1
37166,"ZHEDA PIXING 1B [+]",39490,"COSMOS 2493 (SKRL-756 1) [+]",1
42959,"IRIDIUM 119 [+]",35433,"COSMOS 2251 DEB [-]",1
43813,"BRIO [+]",56744,"SNIPE 4 [+]",1
43946,"JILIN-1 10 [+]",47588,"STARLINK-1993 [+]",1
44857,"RISAT-2BR1 [+]",23986,"PEGASUS DEB [-]",1
45681,"STARLINK-1396 [P]",57931,"STARLINK-30488 [+]",1
46144,"STARLINK-1606 [+]",30519,"FENGYUN 1C DEB [-]",1
46335,"STARLINK-1727 [+]",50363,"COSMOS 1408 DEB [-]",1
48023,"STARLINK-2292 [+]",57171,"OBJECT F [+]",1
48379,"STARLINK-2612 [+]",57175,"CUBEBEL 2 (EU11S) [+]",1
50813,"STARLINK-3349 [+]",56749,"OBJECT G [+]",1
51896,"STARLINK-3593 [+]",57585,"OBJECT F [+]",1
51960,"STARLINK-3691 [+]",25876,"DELTA 2 R/B [-]",1
52285,"STARLINK-3775 [+]",28809,"KIRARI (OICETS) [?]",1
55644,"STARLINK-5502 [+]",48610,"FALCON 9 DEB [-]",1
56862,"OBJECT S [+]",37110,"COSMOS 2251 DEB [-]",1
57955,"STARLINK-30702 [+]",38926,"BREEZE-M DEB [-]",1
33446,"YAOGAN 4 [+]",56089,"CZ-4B DEB [-]",1
42828,"NORSAT 2 [+]",43812,"GLOBAL-2 [+]",1
43575,"IRIDIUM 163 [+]",30015,"FENGYUN 1C DEB [-]",1
43768,"AISTECHSAT 2 [+]",31504,"FENGYUN 1C DEB [-]",1
43770,"FOX-1CLIFF (AO-95) [+]",56534,"STARLINK-6308 [+]",1
46031,"STARLINK-1544 [+]",45980,"FREGAT DEB [-]",1
46273,"ESAIL [+]",50523,"COSMOS 1408 DEB [-]",1
46752,"STARLINK-1921 [+]",24529,"PEGASUS DEB [-]",1
47506,"ICEYE-X9 [+]",49390,"YAOGAN-35 A [+]",1
49150,"STARLINK-3104 [+]",27153,"PSLV DEB [-]",1
52350,"STARLINK-3754 [+]",43431,"CZ-4B DEB [-]",1
52879,"STARLINK-4139 [+]",57009,"OBJECT F [+]",1
53542,"STARLINK-4489 [+]",27267,"PSLV DEB [-]",1
55406,"STARLINK-5630 [+]",58018,"ANSER-FLW2 [+]",1
56207,"PLEIADES YEARLING [+]",36913,"METEOR 2-5 DEB [-]",1
56362,"STARLINK-5972 [+]",57191,"POLYTECH-UNIVERSE 3 (RS46S) [+]",1
37166,"ZHEDA PIXING 1B [+]",49491,"NOAA 17 DEB [-]",1
46912,"KSM1-A [+]",51961,"STARLINK-3689 [+]",1
51992,"STARLINK-3643 [+]",31445,"FENGYUN 1C DEB [-]",1
51993,"STARLINK-3648 [+]",57028,"OBJECT AA [+]",1
53458,"YUNYAO-1 08 [+]",55094,"SPACEBEE-165 [+]",1
57739,"STARLINK-30242 [+]",52751,"OBJECT V [-]",1
43182,"LEMUR-2-JIN-LUEN [+]",45582,"STARLINK-1337 [+]",1
43815,"FALCONSAT-6 [+]",54868,"STARLINK-5379 [+]",1
43879,"ISAT [+]",45387,"STARLINK-1274 [+]",1
47129,"STARLINK-1838 [+]",5012,"COSMOS 397 DEB [-]",1
48595,"STARLINK-2252 [+]",40026,"FLOCK 1C-7 [-]",1
48909,"PACE-1 [+]",35732,"IRIDIUM 33 DEB [-]",1
49393,"YAOGAN-35 C [+]",52755,"ICEYE-X24 [+]",1
53163,"STARLINK-4104 [+]",30216,"FENGYUN 1C DEB [-]",1
53775,"STARLINK-4722 [+]",33875,"IRIDIUM 33 DEB [-]",1
54184,"STARLINK-5162 [+]",56747,"OBJECT E [+]",1
54208,"STARLINK-5255 [+]",10229,"DELTA 1 DEB [-]",1
55015,"BIRKELAND [+]",57971,"STARLINK-30498 [+]",1
55830,"ONEWEB-0671 [+]",31924,"FENGYUN 1C DEB [-]",1
25160,"CELESTIS-02 & TAURUS R/B [+]",49024,"OBJECT D [-]",1
25397,"TECHSAT 1B (GO-32) [P]",26155,"CZ-4B DEB [-]",1
40137,"CHUANGXIN 1-04 (CX-1-04) [+]",89484,"UNKNOWN [-]",1
41853,"AEROCUBE 8C [+]",56549,"STARLINK-6263 [+]",1
43182,"LEMUR-2-JIN-LUEN [+]",52867,"STARLINK-4126 [+]",1
43759,"SIRION PATHFINDER-2 [+]",55645,"STARLINK-5102 [+]",1
43776,"SPAWAR-CAL-R [+]",55436,"STARLINK-5640 [+]",1
47570,"STARLINK-1969 [+]",57170,"OBJECT E [+]",1
52465,"STARLINK-3863 [+]",33878,"IRIDIUM 33 DEB [-]",1
53300,"OBJECT B [+]",34020,"COSMOS 2251 DEB [-]",1
53465,"STARLINK-4415 [+]",36290,"CZ-4B DEB [-]",1
55010,"MENUT [+]",47958,"OBJECT AC [-]",1
55024,"FLOCK 4Y-14 [+]",56945,"OBJECT P [+]",1
55660,"STARLINK-5467 [+]",10229,"DELTA 1 DEB [-]",1
58025,"PVCC [+]",40023,"FLOCK 1C-10 [-]",1
58048,"STARLINK-30554 [+]",50621,"COSMOS 1408 DEB [-]",1
33492,"GOSAT (IBUKI) [+]",34577,"COSMOS 2251 DEB [-]",1
39410,"YAOGAN 19 [+]",48053,"ONEWEB-0161 [+]",1
40119,"BRITE-PL2 (HEWELIUSZ) [+]",30971,"FENGYUN 1C DEB [-]",1
43570,"IRIDIUM 166 [+]",32062,"CBERS 2B [-]",1
44547,"YUNHAI 1-02 [+]",39983,"SL-14 DEB [-]",1
45721,"HAIYANG-1D [+]",30597,"FENGYUN 1C DEB [-]",1
45770,"STARLINK-1462 [+]",32235,"FENGYUN 1C DEB [-]",1
47904,"STARLINK-2364 [+]",8757,"SL-8 DEB [-]",1
50186,"STARLINK-3274 [+]",55326,"HAWK-6C [+]",1
51787,"STARLINK-3619 [+]",47029,"FENGYUN 1C DEB [-]",1
53492,"STARLINK-4451 [+]",32157,"FENGYUN 1C DEB [-]",1
54799,"STARLINK-5421 [+]",57016,"OBJECT N [+]",1
55148,"ONEWEB-0569 [+]",55195,"CZ-6A DEB [-]",1
55151,"ONEWEB-0572 [+]",45312,"SL-14 DEB [-]",1
55158,"ONEWEB-0617 [+]",44618,"CZ-4C DEB [-]",1
55426,"STARLINK-5638 [+]",21422,"COSMOS 2151 [?]",1
57112,"STARLINK-6141 [+]",26121,"CZ-4B DEB [-]",1
57134,"STARLINK-6133 [+]",35095,"FENGYUN 1C DEB [-]",1
39091,"BRITE-AUSTRIA [+]",39643,"COSMOS 1867 COOLANT [-]",1
41917,"IRIDIUM 106 [+]",30020,"FENGYUN 1C DEB [-]",1
45603,"XINGYUN-2 02 [+]",57781,"STARLINK-30369 [+]",1
52380,"STARLINK-3793 [+]",43801,"OBJECT AV [-]",1
52569,"STARLINK-3927 [+]",49537,"COSMOS 1408 DEB [-]",1
52580,"STARLINK-3919 [+]",47937,"OBJECT F [-]",1
54127,"ONEWEB-0509 [+]",33638,"FENGYUN 1C DEB [-]",1
54838,"STARLINK-5372 [+]",56225,"AAC-HSI-SAT1 [+]",1
39485,"COSMOS 2490 [+]",13763,"COSMOS 1431 [?]",1
43815,"FALCONSAT-6 [+]",26284,"CZ-4B DEB [-]",1
44818,"FLOCK 4P-5 [+]",35968,"COSMOS 2251 DEB [-]",1
45775,"STARLINK-1488 [P]",58142,"CZ-2D R/B [-]",1
48402,"STARLINK-2560 [+]",18958,"COSMOS 1933 [?]",1
48678,"STARLINK-2615 [+]",36553,"COSMOS 2251 DEB [-]",1
50196,"STARLINK-3263 [+]",26121,"CZ-4B DEB [-]",1
50197,"STARLINK-3267 [+]",31066,"FENGYUN 1C DEB [-]",1
51015,"FLOCK 4X-12 [+]",51029,"FLOCK 4X-39 [+]",1
53206,"STARLINK-4408 [+]",57174,"OBJECT J [+]",1
55271,"STARLINK-5306 [+]",35655,"COSMOS 2251 DEB [-]",1
56169,"CHECKMATE 3 [+]",42456,"METEOR 2-11 DEB [-]",1
56424,"STARLINK-6242 [+]",33875,"IRIDIUM 33 DEB [-]",1
44390,"ICEYE-X4 [+]",45751,"STARLINK-1464 [+]",1
44909,"RS-44 & BREEZE-KM R/B [+]",23790,"COSMOS 2328 [-]",1
46506,"NETSAT-1 [+]",49261,"CS1 [+]",1
48033,"STARLINK-2286 [+]",54441,"CZ-6A DEB [-]",1
48465,"STARLINK-2681 [+]",43018,"EAGLESAT 1 [-]",1
48771,"ONEWEB-0235 [+]",37448,"FENGYUN 1C DEB [-]",1
49178,"STARLINK-3086 [+]",34299,"COSMOS 2251 DEB [-]",1
52698,"STARLINK-4030 [+]",57022,"OBJECT U [+]",1
55748,"STARLINK-5580 [+]",3753,"COSMOS 249 DEB [-]",1
56708,"STARLINK-30071 [+]",36290,"CZ-4B DEB [-]",1
