OBJECT_NAME_1,OBJECT_NAME_2,TCA
"STARLINK-1647 [+]","RAISE 2 [+]","2023-11-15 06:55:48.061"
"STARLINK-3594 [+]","OBJECT AC [+]","2023-11-15 06:58:16.366"
"STARLINK-1574 [+]","SL-19 R/B [-]","2023-11-15 06:58:18.789"
"STARLINK-5422 [+]","PEGASUS DEB [-]","2023-11-15 06:58:49.474"
"STARLINK-3698 [+]","PEGASUS DEB [-]","2023-11-15 06:59:18.828"
"STARLINK-2040 [+]","FLOCK 3S-2 [-]","2023-11-15 06:59:22.364"
"STARLINK-1238 [+]","DELTA 1 DEB [-]","2023-11-15 06:59:27.429"
"STARLINK-30224 [+]","COSMOS 2535 DEB [-]","2023-11-15 07:00:23.086"
"STARLINK-5018 [+]","DELTA 1 DEB [-]","2023-11-15 07:00:25.081"
"STARLINK-4046 [+]","OBJECT AE [+]","2023-11-15 07:00:44.757"
"STARLINK-1791 [+]","MINOTAUR 4 DEB [-]","2023-11-15 07:00:49.994"
"STARLINK-2025 [P]","STARLINK-2290 [+]","2023-11-15 07:01:15.025"
"STARLINK-4572 [+]","CZ-4B DEB [-]","2023-11-15 07:01:20.266"
"STARLINK-5002 [+]","D-SAT [-]","2023-11-15 07:02:16.784"
"STARLINK-5470 [+]","OBJECT AG [+]","2023-11-15 07:03:04.397"
"STARLINK-3827 [+]","COSMOS 1758 [?]","2023-11-15 07:04:47.333"
"STARLINK-6119 [+]","FENGYUN 1C DEB [-]","2023-11-15 07:05:21.933"
"STARLINK-4037 [+]","OBJECT R [+]","2023-11-15 07:07:22.708"
"STARLINK-4617 [+]","COSMOS 2251 DEB [-]","2023-11-15 07:10:18.940"
"STARLINK-6333 [+]","SL-24 DEB [-]","2023-11-15 07:13:14.630"
"STARLINK-3612 [+]","STRIX-BETA [+]","2023-11-15 07:14:12.783"
"STARLINK-30304 [+]","PSLV DEB [-]","2023-11-15 07:14:13.646"
"STARLINK-1491 [+]","FLOCK 1C-9 [-]","2023-11-15 07:14:24.114"
"STARLINK-4683 [+]","DMSP 5D-2 F13 DEB [-]","2023-11-15 07:14:47.010"
"STARLINK-1782 [+]","SL-6 R/B(2) [-]","2023-11-15 07:15:15.994"
"STARLINK-5223 [+]","OBJECT AY [-]","2023-11-15 07:16:06.047"
"STARLINK-5965 [+]","COSMOS 2251 DEB [-]","2023-11-15 07:17:30.274"
"STARLINK-3852 [+]","FLOCK 1C-8 [-]","2023-11-15 07:17:36.735"
"STARLINK-1792 [+]","FLOCK 1C-9 [-]","2023-11-15 07:18:09.920"
"STARLINK-4044 [+]","THOR ABLESTAR DEB [-]","2023-11-15 07:19:30.428"
"STARLINK-30486 [+]","COSMOS 2251 DEB [-]","2023-11-15 07:20:03.364"
"STARLINK-3340 [+]","HAWK-6C [+]","2023-11-15 07:21:24.963"
"STARLINK-4635 [+]","RESURS O1 DEB [-]","2023-11-15 07:23:07.954"
"STARLINK-4042 [+]","OBJECT H [+]","2023-11-15 07:23:14.909"
"STARLINK-2236 [+]","SL-24 DEB [-]","2023-11-15 07:23:51.368"
"STARLINK-2563 [+]","ARIANE 40+3 R/B [-]","2023-11-15 07:23:54.399"
"STARLINK-6215 [+]","FENGYUN 1C DEB [-]","2023-11-15 07:23:57.978"
"STARLINK-30570 [+]","FLOCK 4X-23 [-]","2023-11-15 07:24:30.608"
"STARLINK-5056 [+]","MINOTAUR 4 DEB [-]","2023-11-15 07:24:50.051"
"STARLINK-3971 [+]","OBJECT A [+]","2023-11-15 07:24:51.872"
"STARLINK-5792 [+]","DELTA 1 DEB [-]","2023-11-15 07:25:36.231"
"STARLINK-5694 [+]","COSMOS 2251 DEB [-]","2023-11-15 07:26:12.718"
"STARLINK-4198 [+]","OBJECT S [+]","2023-11-15 07:26:59.986"
"STARLINK-4314 [+]","CZ-4B DEB [-]","2023-11-15 07:27:09.772"
"STARLINK-30705 [+]","PSLV R/B [-]","2023-11-15 07:27:13.720"
"STARLINK-3800 [+]","HAWK-6A [+]","2023-11-15 07:27:58.651"
"STARLINK-3796 [+]","OBJECT F [+]","2023-11-15 07:29:01.160"
"STARLINK-6215 [+]","MEGSAT-1 [-]","2023-11-15 07:31:00.134"
"STARLINK-4775 [+]","OBJECT P [+]","2023-11-15 07:31:42.605"
"STARLINK-1235 [+]","SL-8 DEB [-]","2023-11-15 07:32:05.369"
"STARLINK-6028 [+]","RAPIDEYE 2 [-]","2023-11-15 07:32:09.648"
"STARLINK-2043 [+]","OBJECT AL [+]","2023-11-15 07:32:13.551"
"STARLINK-1507 [+]","ICEYE-X7 [+]","2023-11-15 07:34:42.051"
"STARLINK-3716 [+]","OBJECT Y [+]","2023-11-15 07:35:44.725"
"STARLINK-30703 [+]","AVUM R/B [-]","2023-11-15 07:36:00.645"
"STARLINK-2685 [+]","FENGYUN 1C DEB [-]","2023-11-15 07:36:35.013"
"STARLINK-3797 [+]","NANOZOND 1 (RS49S) [+]","2023-11-15 07:41:07.307"
"STARLINK-1442 [+]","OBJECT F [-]","2023-11-15 07:42:10.457"
"STARLINK-4191 [+]","RESURS O1 DEB [-]","2023-11-15 07:42:16.376"
"STARLINK-30404 [+]","OBJECT M [-]","2023-11-15 07:42:50.896"
"STARLINK-6071 [+]","FENGYUN 1C DEB [-]","2023-11-15 07:43:26.898"
"STARLINK-30701 [+]","RISAT-1 [-]","2023-11-15 07:45:01.067"
"STARLINK-1216 [+]","PRISM (HITOMI) [-]","2023-11-15 07:45:14.567"
"STARLINK-4447 [+]","FREGAT DEB [-]","2023-11-15 07:46:06.212"
"STARLINK-3316 [P]","FENGYUN 1C DEB [-]","2023-11-15 07:46:37.239"
"STARLINK-3828 [+]","OKEAN-1 [?]","2023-11-15 07:46:52.463"
"STARLINK-3540 [+]","OBJECT AX [-]","2023-11-15 07:47:11.459"
"STARLINK-4448 [+]","MINOTAUR 4 DEB [-]","2023-11-15 07:47:43.205"
"STARLINK-5137 [+]","OBJECT BA [-]","2023-11-15 07:47:48.338"
"STARLINK-1861 [+]","IRIDIUM 33 DEB [-]","2023-11-15 07:48:02.404"
"STARLINK-4515 [+]","OBJECT V [+]","2023-11-15 07:48:30.175"
"STARLINK-4396 [+]","PSLV DEB [-]","2023-11-15 07:48:32.747"
"STARLINK-4331 [+]","FTV 3502 [?]","2023-11-15 07:49:04.748"
"STARLINK-5377 [+]","COMPASS-1 [-]","2023-11-15 07:49:16.671"
"STARLINK-3562 [+]","ION SCV-008 [+]","2023-11-15 07:49:34.066"
"STARLINK-1993 [+]","PEGASUS DEB [-]","2023-11-15 07:49:45.291"
"STARLINK-3830 [+]","FLOCK 1C-3 [-]","2023-11-15 07:49:46.098"
"STARLINK-30239 [+]","FENGYUN 1C DEB [-]","2023-11-15 07:50:10.038"
"STARLINK-2424 [+]","IRIDIUM 33 DEB [-]","2023-11-15 07:50:19.072"
"STARLINK-2599 [+]","OBJECT V [+]","2023-11-15 07:52:09.379"
"STARLINK-4428 [+]","RAPIDEYE 2 [-]","2023-11-15 07:54:11.915"
"STARLINK-5929 [+]","ANSER-FLW2 [+]","2023-11-15 07:54:38.539"
"STARLINK-30207 [+]","OBJECT K [-]","2023-11-15 07:54:39.447"
"STARLINK-30399 [+]","FENGYUN 1C DEB [-]","2023-11-15 07:54:56.859"
"STARLINK-4138 [+]","OBJECT AL [+]","2023-11-15 07:55:43.148"
"STARLINK-5623 [+]","CZ-4B DEB [-]","2023-11-15 07:56:29.649"
"STARLINK-6035 [+]","CZ-4B DEB [-]","2023-11-15 07:56:46.502"
"STARLINK-6186 [+]","OBJECT F [-]","2023-11-15 07:57:37.575"
"STARLINK-3548 [+]","OBJECT E [+]","2023-11-15 07:57:48.952"
"STARLINK-6287 [+]","ARIANE 1 DEB [-]","2023-11-15 07:59:06.052"
"STARLINK-4089 [+]","CZ-4B R/B [-]","2023-11-15 08:00:13.998"
"STARLINK-4700 [+]","DELTA 2 R/B(1) [-]","2023-11-15 08:00:18.312"
"STARLINK-30518 [+]","COSMOS 2251 DEB [-]","2023-11-15 08:00:20.196"
"STARLINK-3841 [+]","SL-16 DEB [-]","2023-11-15 08:00:59.851"
"STARLINK-1568 [+]","CZ-2D R/B [-]","2023-11-15 08:01:09.170"
"STARLINK-1698 [+]","JILIN-1 KUANFU 02A [+]","2023-11-15 08:01:18.975"
"STARLINK-2110 [+]","CZ-4B DEB [-]","2023-11-15 08:02:24.167"
"STARLINK-3996 [+]","FENGYUN 1C DEB [-]","2023-11-15 08:04:04.605"
"STARLINK-3770 [+]","SL-3 R/B [-]","2023-11-15 08:04:33.033"
"STARLINK-4587 [+]","FENGYUN 1C DEB [-]","2023-11-15 08:04:58.523"
"STARLINK-3972 [+]","OBJECT AG [+]","2023-11-15 08:05:37.246"
"STARLINK-30332 [+]","FENGYUN 1C DEB [-]","2023-11-15 08:05:56.668"
"STARLINK-5297 [+]","FENGYUN 1C DEB [-]","2023-11-15 08:06:07.531"
"STARLINK-4674 [+]","OBJECT Y [+]","2023-11-15 08:06:25.527"
"STARLINK-1593 [+]","OBJECT AM [+]","2023-11-15 08:06:55.246"
"STARLINK-5485 [+]","COSMOS 252 DEB [-]","2023-11-15 08:07:32.394"
"STARLINK-3909 [+]","FENGYUN 1C DEB [-]","2023-11-15 08:07:38.226"
"STARLINK-3593 [+]","OBJECT F [+]","2023-11-15 08:07:43.257"
"STARLINK-6077 [+]","UNKNOWN [-]","2023-11-15 08:09:21.766"
"STARLINK-4018 [+]","OBJECT AB [+]","2023-11-15 08:10:12.950"
"STARLINK-5811 [+]","XRISM [+]","2023-11-15 08:11:14.650"
"STARLINK-2692 [+]","ELECTRON KICK STAGE R/B [-]","2023-11-15 08:11:22.688"
"STARLINK-6371 [+]","CZ-4B R/B [-]","2023-11-15 08:11:55.506"
"STARLINK-4098 [+]","COSMOS 1933 [?]","2023-11-15 08:12:17.239"
"STARLINK-2578 [+]","CUBEBEL 2 (EU11S) [+]","2023-11-15 08:13:00.415"
"STARLINK-4130 [+]","OBJECT X [-]","2023-11-15 08:14:49.979"
"STARLINK-3578 [+]","SL-8 DEB [-]","2023-11-15 08:15:25.227"
"STARLINK-3708 [+]","FENGYUN 1C DEB [-]","2023-11-15 08:15:33.755"
"STARLINK-3858 [+]","CBERS 1 DEB [-]","2023-11-15 08:15:55.013"
"STARLINK-4569 [+]","MINOTAUR 4 DEB [-]","2023-11-15 08:17:24.810"
"STARLINK-4393 [+]","COSMOS 2251 DEB [-]","2023-11-15 08:18:04.997"
"STARLINK-4400 [+]","COSMOS 2251 DEB [-]","2023-11-15 08:18:08.949"
"STARLINK-3508 [+]","OBJECT L [+]","2023-11-15 08:19:28.754"
"STARLINK-5802 [+]","CERISE [?]","2023-11-15 08:19:37.862"
"STARLINK-30497 [+]","WT 1B [?]","2023-11-15 08:19:38.676"
"STARLINK-6142 [+]","COSMOS 2251 DEB [-]","2023-11-15 08:20:11.541"
"STARLINK-1528 [+]","OBJECT AY [-]","2023-11-15 08:22:29.220"
"STARLINK-1587 [+]","CZ-4C R/B [-]","2023-11-15 08:22:53.281"
"STARLINK-30205 [+]","FENGYUN 1C DEB [-]","2023-11-15 08:24:13.682"
"STARLINK-1368 [+]","SL-8 DEB [-]","2023-11-15 08:25:38.289"
"STARLINK-2610 [+]","DRUMS [+]","2023-11-15 08:25:55.271"
"STARLINK-4158 [+]","FENGYUN 1C DEB [-]","2023-11-15 08:26:01.749"
"STARLINK-3117 [+]","OBJECT AM [+]","2023-11-15 08:26:21.971"
"STARLINK-5183 [+]","OBJECT J [-]","2023-11-15 08:26:36.147"
"STARLINK-1474 [+]","STARLINK-2025 [P]","2023-11-15 08:27:32.778"
"STARLINK-30141 [+]","CZ-4C DEB [-]","2023-11-15 08:27:36.148"
"STARLINK-4514 [+]","OBJECT AM [+]","2023-11-15 08:27:37.882"
"STARLINK-5762 [+]","FALCON 9 DEB [-]","2023-11-15 08:28:52.619"
"STARLINK-2379 [+]","FLOCK 1C-1 [-]","2023-11-15 08:29:42.098"
"STARLINK-4191 [+]","RESURS O1 DEB [-]","2023-11-15 08:29:59.044"
"STARLINK-30158 [+]","CZ-4B DEB [-]","2023-11-15 08:30:03.787"
"STARLINK-2600 [+]","FLOCK 1C-9 [-]","2023-11-15 08:30:52.559"
"STARLINK-5649 [+]","CZ-4B DEB [-]","2023-11-15 08:31:14.148"
"STARLINK-4577 [+]","COSMOS 2251 DEB [-]","2023-11-15 08:31:33.647"
"STARLINK-2603 [+]","OBJECT C [+]","2023-11-15 08:31:37.967"
"STARLINK-5294 [+]","FENGYUN 1C DEB [-]","2023-11-15 08:33:41.861"
"STARLINK-5179 [+]","CZ-4B DEB [-]","2023-11-15 08:34:43.603"
"STARLINK-4527 [+]","PEGASUS DEB [-]","2023-11-15 08:34:55.074"
"STARLINK-4315 [+]","CSC-2 [+]","2023-11-15 08:34:59.003"
"STARLINK-4716 [+]","OBJECT AL [+]","2023-11-15 08:35:32.630"
"STARLINK-3541 [+]","OBJECT C [+]","2023-11-15 08:36:15.357"
"STARLINK-4572 [+]","CZ-4B DEB [-]","2023-11-15 08:37:16.984"
"STARLINK-4116 [+]","COSMOS 1758 [?]","2023-11-15 08:38:40.397"
"STARLINK-4125 [+]","OBJECT AW [-]","2023-11-15 08:42:54.277"
"STARLINK-3780 [+]","OBJECT R [+]","2023-11-15 08:43:07.175"
"STARLINK-1601 [+]","H-2A DEB [-]","2023-11-15 08:43:58.529"
"STARLINK-1930 [+]","COSMOS 397 DEB [-]","2023-11-15 08:44:04.333"
"STARLINK-1054 [+]","FENGYUN 1C DEB [-]","2023-11-15 08:44:35.571"
"STARLINK-5798 [+]","DELTA 1 DEB [-]","2023-11-15 08:46:58.741"
"STARLINK-3245 [+]","SITRO-AIS 10 (BURDAEV) [+]","2023-11-15 08:47:24.502"
"STARLINK-1572 [+]","FENGYUN 1C DEB [-]","2023-11-15 08:48:07.984"
"STARLINK-4192 [+]","OBJECT AV [-]","2023-11-15 08:48:35.287"
"STARLINK-6333 [+]","SL-24 DEB [-]","2023-11-15 08:49:05.158"
"STARLINK-5976 [+]","CZ-4B DEB [-]","2023-11-15 08:49:05.985"
"STARLINK-6375 [+]","FLOCK 1C-11 [-]","2023-11-15 08:50:11.957"
"STARLINK-2051 [+]","WT 1B [?]","2023-11-15 08:50:23.319"
"STARLINK-5176 [+]","BREEZE-KM R/B [-]","2023-11-15 08:51:06.134"
"STARLINK-6043 [+]","SL-3 DEB [-]","2023-11-15 08:52:43.316"
"STARLINK-3526 [+]","SITRO-AIS 7 (FARTUSHNIY) [+]","2023-11-15 08:53:51.237"
"STARLINK-1346 [+]","OBJECT V [+]","2023-11-15 08:55:24.474"
"STARLINK-4077 [+]","HAWK-6C [+]","2023-11-15 08:55:33.592"
"STARLINK-1804 [+]","TITAN 4B DEB [-]","2023-11-15 08:56:09.986"
"STARLINK-5914 [+]","OBJECT X [-]","2023-11-15 08:56:27.210"
"STARLINK-5240 [+]","CZ-6A R/B [-]","2023-11-15 08:57:45.683"
"STARLINK-5193 [+]","RESURS O1 DEB [-]","2023-11-15 08:59:19.276"
"STARLINK-4525 [+]","FENGYUN 1C DEB [-]","2023-11-15 09:00:02.988"
"STARLINK-3452 [+]","MINOTAUR 4 DEB [-]","2023-11-15 09:01:07.886"
"STARLINK-5147 [+]","NEXTSAT-2 [+]","2023-11-15 09:04:13.066"
"STARLINK-2122 [+]","OBJECT AY [-]","2023-11-15 09:05:33.019"
"STARLINK-30240 [+]","CZ-2C DEB [-]","2023-11-15 09:06:12.391"
"STARLINK-30208 [+]","CZ-4B DEB [-]","2023-11-15 09:06:24.702"
"STARLINK-1739 [+]","CZ-4B R/B [-]","2023-11-15 09:06:54.793"
"STARLINK-3085 [+]","OBJECT C [+]","2023-11-15 09:07:09.631"
"STARLINK-30497 [+]","WT 1B [?]","2023-11-15 09:07:22.981"
"STARLINK-30568 [+]","CZ-4B R/B [-]","2023-11-15 09:07:31.693"
"STARLINK-5704 [+]","FENGYUN 1C DEB [-]","2023-11-15 09:08:07.875"
"STARLINK-5408 [+]","OBJECT R [+]","2023-11-15 09:08:20.683"
"STARLINK-2587 [+]","FENGYUN 1C DEB [-]","2023-11-15 09:09:01.390"
"STARLINK-6263 [+]","FLOCK 1C-9 [-]","2023-11-15 09:11:29.840"
"STARLINK-1394 [+]","AAC-HSI-SAT2 [+]","2023-11-15 09:13:15.638"
"STARLINK-5249 [+]","OBJECT N [+]","2023-11-15 09:14:14.607"
"STARLINK-1114 [+]","CSTP 1.2 (STC 1.2) [+]","2023-11-15 09:14:52.328"
"STARLINK-1666 [+]","OBJECT D [-]","2023-11-15 09:16:55.530"
"STARLINK-2574 [+]","OBJECT P [-]","2023-11-15 09:17:37.633"
"STARLINK-1096 [P]","CZ-2C DEB [-]","2023-11-15 09:17:44.266"
"STARLINK-1442 [+]","OBJECT F [-]","2023-11-15 09:17:45.598"
"STARLINK-4083 [+]","OBJECT M [+]","2023-11-15 09:18:29.523"
"STARLINK-2428 [+]","UNKNOWN [-]","2023-11-15 09:18:39.698"
"STARLINK-2288 [+]","OBJECT H [+]","2023-11-15 09:20:23.327"
"STARLINK-4651 [+]","COSMOS 2251 DEB [-]","2023-11-15 09:20:24.440"
"STARLINK-4575 [+]","RESURS O1 DEB [-]","2023-11-15 09:22:23.671"
"STARLINK-5989 [+]","FENGYUN 1C DEB [-]","2023-11-15 09:23:59.528"
"STARLINK-5826 [+]","CZ-4B DEB [-]","2023-11-15 09:24:00.018"
"STARLINK-1102 [P]","OBJECT M [-]","2023-11-15 09:26:05.566"
"STARLINK-5179 [+]","FENGYUN 1C DEB [-]","2023-11-15 09:26:43.379"
"STARLINK-2250 [+]","THORAD AGENA D DEB [-]","2023-11-15 09:26:47.935"
"STARLINK-2557 [+]","YARILO 3 [+]","2023-11-15 09:28:54.750"
"STARLINK-1463 [+]","OBJECT F [+]","2023-11-15 09:29:33.556"
"STARLINK-2511 [+]","PEGASUS DEB [-]","2023-11-15 09:31:49.170"
"STARLINK-30233 [+]","DELTA 2 R/B(1) [-]","2023-11-15 09:34:00.878"
"STARLINK-4355 [+]","CBERS 1 DEB [-]","2023-11-15 09:41:42.712"
"STARLINK-5859 [+]","CZ-4B DEB [-]","2023-11-15 09:42:06.778"
"STARLINK-30291 [+]","CZ-2C R/B [-]","2023-11-15 09:42:07.931"
"STARLINK-6236 [+]","OBJECT F [-]","2023-11-15 09:42:57.151"
"STARLINK-5214 [+]","OBJECT E [+]","2023-11-15 09:43:20.466"
"STARLINK-3509 [+]","COSMOS 2251 DEB [-]","2023-11-15 09:45:00.020"
"STARLINK-4761 [+]","FENGYUN 1C DEB [-]","2023-11-15 09:45:06.840"
"STARLINK-2612 [+]","OBJECT F [+]","2023-11-15 09:45:21.807"
"STARLINK-3952 [+]","OBJECT AB [+]","2023-11-15 09:46:03.765"
"STARLINK-3511 [+]","FENGYUN 1C DEB [-]","2023-11-15 09:46:38.873"
"STARLINK-6050 [+]","FENGYUN 1C DEB [-]","2023-11-15 09:46:46.898"
"STARLINK-1799 [+]","FLOCK 1C-5 [-]","2023-11-15 09:47:03.370"
"STARLINK-3697 [+]","OBJECT AM [+]","2023-11-15 09:48:33.111"
"STARLINK-1186 [+]","CBERS 1 DEB [-]","2023-11-15 09:49:25.424"
"STARLINK-1620 [+]","OBJECT J [+]","2023-11-15 09:51:19.617"
"STARLINK-2526 [+]","OBJECT D [+]","2023-11-15 09:51:29.647"
"STARLINK-3247 [+]","STARLINK-5231 [P]","2023-11-15 09:52:23.180"
"STARLINK-3552 [+]","COSMOS 397 DEB [-]","2023-11-15 09:53:02.357"
"STARLINK-3653 [+]","SNIPE 4 [+]","2023-11-15 09:53:41.483"
"STARLINK-6310 [+]","CSTP 1.2 (STC 1.2) [+]","2023-11-15 09:54:33.147"
"STARLINK-1969 [+]","OBJECT D [+]","2023-11-15 09:55:44.255"
"STARLINK-30104 [+]","CERISE [?]","2023-11-15 09:56:40.747"
"STARLINK-2518 [+]","FENGYUN 1C DEB [-]","2023-11-15 09:58:45.646"
"STARLINK-1402 [P]","STARLINK-1776 [+]","2023-11-15 09:59:32.372"
"STARLINK-5691 [+]","SITRO-AIS 6 (CHIRKIN) [+]","2023-11-15 10:00:22.399"
"STARLINK-2290 [+]","CSTP 1.1 (STC 1.1) [+]","2023-11-15 10:00:46.529"
"STARLINK-1054 [+]","THORAD AGENA D DEB [-]","2023-11-15 10:00:52.566"
"STARLINK-5044 [+]","OBJECT AG [+]","2023-11-15 10:00:59.558"
"STARLINK-6044 [+]","FLOCK 1C-10 [-]","2023-11-15 10:01:46.455"
"STARLINK-6320 [+]","CZ-4B DEB [-]","2023-11-15 10:02:35.397"
"STARLINK-5997 [+]","OBJECT BE [-]","2023-11-15 10:03:12.194"
"STARLINK-4587 [+]","POEM [?]","2023-11-15 10:03:33.238"
"STARLINK-5555 [+]","FENGYUN 1C DEB [-]","2023-11-15 10:03:43.064"
"STARLINK-2308 [+]","DELTA 2 R/B [-]","2023-11-15 10:04:56.584"
"STARLINK-30158 [+]","CZ-4B DEB [-]","2023-11-15 10:05:55.068"
"STARLINK-5026 [+]","CZ-4B DEB [-]","2023-11-15 10:06:24.377"
"STARLINK-1154 [+]","CUPID [+]","2023-11-15 10:08:10.341"
"STARLINK-2619 [+]","FLOCK 1C-6 [-]","2023-11-15 10:09:02.180"
"STARLINK-4541 [+]","OBJECT Q [+]","2023-11-15 10:09:25.485"
"STARLINK-1712 [+]","DIAMANT R/B [-]","2023-11-15 10:10:06.919"
"STARLINK-1289 [+]","FENGYUN 1C DEB [-]","2023-11-15 10:11:13.704"
"STARLINK-2016 [+]","PEGASUS DEB [-]","2023-11-15 10:11:27.536"
"STARLINK-3232 [+]","LANDSAT 5 [-]","2023-11-15 10:11:38.021"
"STARLINK-2270 [+]","FENGYUN 1C DEB [-]","2023-11-15 10:11:48.642"
"STARLINK-6041 [+]","CZ-4B DEB [-]","2023-11-15 10:12:31.898"
"STARLINK-5533 [+]","TIROS 8 DEB [-]","2023-11-15 10:13:17.024"
"STARLINK-5783 [+]","OBJECT J [+]","2023-11-15 10:14:09.955"
"STARLINK-4790 [+]","ELECTRON KICK STAGE R/B [-]","2023-11-15 10:15:28.313"
"STARLINK-3602 [+]","CZ-4C R/B [-]","2023-11-15 10:17:34.923"
"STARLINK-2442 [+]","THORAD AGENA D DEB [-]","2023-11-15 10:19:07.916"
"STARLINK-30219 [+]","CBERS 1 DEB [-]","2023-11-15 10:21:38.512"
"STARLINK-5170 [+]","OBJECT K [-]","2023-11-15 10:22:11.855"
"STARLINK-5017 [+]","OBJECT E [+]","2023-11-15 10:23:06.961"
"STARLINK-4440 [+]","COSMOS 2251 DEB [-]","2023-11-15 10:23:25.634"
"STARLINK-6333 [+]","SL-24 DEB [-]","2023-11-15 10:24:55.681"
"STARLINK-3551 [+]","NEUSAR [+]","2023-11-15 10:25:34.381"
"STARLINK-3656 [+]","OBJECT X [+]","2023-11-15 10:26:31.251"
"STARLINK-1053 [+]","FLOCK 1C-9 [-]","2023-11-15 10:27:14.828"
"STARLINK-4472 [+]","DELTA 2 R/B(1) [-]","2023-11-15 10:27:21.011"
"STARLINK-4637 [+]","DELTA 2 R/B(1) [-]","2023-11-15 10:28:27.928"
"STARLINK-4779 [+]","H-2A DEB [-]","2023-11-15 10:29:24.430"
"STARLINK-1928 [+]","COSMOS 1933 [?]","2023-11-15 10:29:32.536"
"STARLINK-6223 [+]","OBJECT AS [+]","2023-11-15 10:29:52.528"
"STARLINK-1645 [+]","CZ-2D DEB [-]","2023-11-15 10:30:01.227"
"STARLINK-2118 [+]","FENGYUN 1C DEB [-]","2023-11-15 10:31:23.553"
"STARLINK-5914 [+]","OBJECT X [-]","2023-11-15 10:32:36.199"
"STARLINK-2102 [+]","OBJECT Z [+]","2023-11-15 10:33:16.219"
"STARLINK-4296 [+]","UNKNOWN [-]","2023-11-15 10:33:27.961"
"STARLINK-5243 [+]","CZ-6A R/B [-]","2023-11-15 10:34:04.840"
"STARLINK-1549 [+]","IRIDIUM 33 DEB [-]","2023-11-15 10:38:52.028"
"STARLINK-1269 [+]","THORAD AGENA D DEB [-]","2023-11-15 10:40:00.073"
"STARLINK-30169 [+]","PSLV DEB [-]","2023-11-15 10:40:31.960"
"STARLINK-5911 [+]","OBJECT T [-]","2023-11-15 10:40:43.818"
"STARLINK-3358 [+]","UNKNOWN [-]","2023-11-15 10:40:46.324"
"STARLINK-3932 [+]","H-2A DEB [-]","2023-11-15 10:41:23.212"
"STARLINK-5468 [+]","OBJECT A [+]","2023-11-15 10:42:21.600"
"STARLINK-2753 [+]","UNKNOWN [-]","2023-11-15 10:43:19.121"
"STARLINK-4579 [+]","XRISM [+]","2023-11-15 10:43:59.300"
"STARLINK-3659 [+]","OBJECT AK [+]","2023-11-15 10:43:59.819"
"STARLINK-1137 [+]","CZ-4C R/B [-]","2023-11-15 10:45:31.505"
"STARLINK-5568 [+]","MINOTAUR 4 DEB [-]","2023-11-15 10:46:00.126"
"STARLINK-5872 [+]","FENGYUN 1C DEB [-]","2023-11-15 10:47:02.774"
"STARLINK-4317 [+]","ARIANE 5 R/B [-]","2023-11-15 10:47:46.492"
"STARLINK-3619 [+]","YARILO 3 [+]","2023-11-15 10:47:46.976"
"STARLINK-5783 [+]","COSMOS 2251 DEB [-]","2023-11-15 10:47:50.400"
"STARLINK-2571 [+]","FENGYUN 1C DEB [-]","2023-11-15 10:48:03.930"
"STARLINK-5401 [+]","THORAD AGENA D DEB [-]","2023-11-15 10:49:16.238"
"STARLINK-3370 [+]","OBJECT N [+]","2023-11-15 10:49:37.921"
"STARLINK-30564 [+]","FENGYUN 1C DEB [-]","2023-11-15 10:50:03.599"
"STARLINK-6320 [+]","HUMSAT-D [-]","2023-11-15 10:50:08.179"
"STARLINK-6078 [+]","PSLV DEB [-]","2023-11-15 10:50:59.005"
"STARLINK-2598 [+]","CSTP 1.2 (STC 1.2) [+]","2023-11-15 10:52:29.156"
"STARLINK-4142 [+]","COSMOS 1869 [?]","2023-11-15 10:52:30.161"
"STARLINK-1442 [+]","OBJECT F [-]","2023-11-15 10:53:20.736"
"STARLINK-4327 [+]","OBJECT C [-]","2023-11-15 10:53:28.896"
"STARLINK-2288 [+]","OBJECT H [+]","2023-11-15 10:56:03.123"
"STARLINK-4374 [+]","UMKA 1 (RS40S) [+]","2023-11-15 10:58:21.066"
"STARLINK-4323 [+]","CZ-2D R/B [-]","2023-11-15 10:59:09.675"
"STARLINK-6257 [+]","PSLV R/B [-]","2023-11-15 10:59:34.327"
"STARLINK-2459 [+]","COSMOS 2251 DEB [-]","2023-11-15 11:02:16.826"
"STARLINK-2388 [+]","COSMOS 2251 DEB [-]","2023-11-15 11:04:28.808"
"STARLINK-3773 [+]","OBJECT B [-]","2023-11-15 11:05:48.812"
"STARLINK-2155 [+]","COSMOS 2251 DEB [-]","2023-11-15 11:07:50.326"
"STARLINK-4622 [+]","MONITOR-3 (RS58S) [+]","2023-11-15 11:09:42.034"
"STARLINK-3058 [+]","CZ-4C DEB [-]","2023-11-15 11:09:56.642"
"STARLINK-5176 [+]","OBJECT AR [+]","2023-11-15 11:09:56.990"
"STARLINK-5706 [+]","COSMOS 397 DEB [-]","2023-11-15 11:10:44.856"
"STARLINK-5573 [+]","TITAN 3C TRANSTAGE DEB [-]","2023-11-15 11:11:32.319"
"STARLINK-6377 [+]","COSMOS 2058 [?]","2023-11-15 11:11:35.052"
"STARLINK-4641 [+]","PEGASUS DEB [-]","2023-11-15 11:12:20.513"
"STARLINK-4684 [+]","IRIDIUM 33 DEB [-]","2023-11-15 11:13:08.354"
"STARLINK-1642 [+]","PSLV DEB [-]","2023-11-15 11:15:06.935"
