OBJECT_NAME_1,OBJECT_NAME_2,TCA
"STARLINK-6076 [+]","FENGYUN 1C DEB [-]","2023-11-09 13:47:11.646"
"STARLINK-1528 [+]","IRVINE02 [-]","2023-11-09 13:47:54.817"
"STARLINK-5178 [+]","SL-8 DEB [-]","2023-11-09 13:48:52.905"
"STARLINK-5814 [+]","NESS [+]","2023-11-09 13:51:44.609"
"STARLINK-3274 [+]","HAWK-6C [+]","2023-11-09 13:52:38.507"
"STARLINK-30385 [+]","OBJECT V [-]","2023-11-09 13:53:08.649"
"STARLINK-30121 [+]","IRIDIUM 33 DEB [-]","2023-11-09 13:53:18.580"
"STARLINK-4064 [+]","SL-8 DEB [-]","2023-11-09 13:53:39.021"
"STARLINK-5475 [+]","COSMOS 2251 DEB [-]","2023-11-09 13:54:38.782"
"STARLINK-2615 [+]","AAC-HSI-SAT1 [+]","2023-11-09 13:56:16.223"
"STARLINK-3177 [+]","FREGAT DEB [-]","2023-11-09 13:56:56.328"
"STARLINK-1863 [+]","CZ-2D R/B [-]","2023-11-09 13:57:16.130"
"STARLINK-1209 [+]","FENGYUN 1C DEB [-]","2023-11-09 13:58:24.593"
"STARLINK-4110 [+]","OBJECT AP [+]","2023-11-09 13:59:15.518"
"STARLINK-2338 [+]","UNKNOWN [-]","2023-11-09 13:59:34.481"
"STARLINK-30184 [+]","FENGYUN 1C DEB [-]","2023-11-09 13:59:51.076"
"STARLINK-5248 [+]","MONITOR-4 (RS57S) [+]","2023-11-09 13:59:53.985"
"STARLINK-30084 [+]","FLOCK 1C-10 [-]","2023-11-09 14:00:56.249"
"STARLINK-2291 [+]","HUMSAT-D [-]","2023-11-09 14:02:14.417"
"STARLINK-4789 [+]","OKEAN-1 [?]","2023-11-09 14:02:35.817"
"STARLINK-2155 [+]","FENGYUN 1C DEB [-]","2023-11-09 14:03:09.952"
"STARLINK-4543 [+]","DMSP 5D-2 F13 DEB [-]","2023-11-09 14:03:33.057"
"STARLINK-1404 [+]","OBJECT AZ [-]","2023-11-09 14:03:35.947"
"STARLINK-3108 [+]","SL-16 DEB [-]","2023-11-09 14:03:55.764"
"STARLINK-3047 [+]","DMSP 5D-2 F13 DEB [-]","2023-11-09 14:06:50.485"
"STARLINK-4038 [+]","SITRO-AIS 6 (CHIRKIN) [+]","2023-11-09 14:07:04.899"
"STARLINK-30386 [+]","COSMOS 1220 DEB [-]","2023-11-09 14:08:22.214"
"STARLINK-4079 [+]","OBJECT AR [+]","2023-11-09 14:08:28.306"
"STARLINK-3845 [+]","OBJECT G [+]","2023-11-09 14:08:45.523"
"STARLINK-2624 [+]","OBJECT AQ [+]","2023-11-09 14:09:41.610"
"STARLINK-6367 [+]","FENGYUN 1C DEB [-]","2023-11-09 14:11:12.513"
"STARLINK-3532 [+]","CHUBUSAT-2 [-]","2023-11-09 14:11:20.103"
"STARLINK-2573 [+]","MONITOR-3 (RS58S) [+]","2023-11-09 14:11:41.301"
"STARLINK-3681 [+]","COSMOS 397 DEB [-]","2023-11-09 14:16:43.772"
"STARLINK-1472 [P]","STARLINK-1638 [+]","2023-11-09 14:16:54.417"
"STARLINK-1716 [+]","SL-3 DEB [-]","2023-11-09 14:16:57.917"
"STARLINK-1750 [+]","VIZARD-METEO (RS38S) [+]","2023-11-09 14:17:51.143"
"STARLINK-3663 [+]","SNIPE 2 [+]","2023-11-09 14:18:41.981"
"STARLINK-4647 [+]","CSTP 1.2 (STC 1.2) [+]","2023-11-09 14:20:15.339"
"STARLINK-1637 [+]","FENGYUN 1C DEB [-]","2023-11-09 14:20:47.312"
"STARLINK-6101 [+]","ION SCV-010 [+]","2023-11-09 14:22:36.221"
"STARLINK-4301 [P]","FLOCK 4Y-33 [+]","2023-11-09 14:22:50.684"
"STARLINK-5729 [+]","COSMOS 2251 DEB [-]","2023-11-09 14:24:28.421"
"STARLINK-1130 (DARKSAT) [+]","FENGYUN 1C DEB [-]","2023-11-09 14:24:53.525"
"STARLINK-5636 [+]","SL-16 DEB [-]","2023-11-09 14:27:58.016"
"STARLINK-3261 [+]","IRIDIUM 33 DEB [-]","2023-11-09 14:28:56.890"
"STARLINK-2666 [+]","PSLV DEB [-]","2023-11-09 14:29:14.004"
"STARLINK-5898 [+]","CZ-2D DEB [-]","2023-11-09 14:32:15.904"
"STARLINK-1551 [+]","UNKNOWN [-]","2023-11-09 14:32:54.560"
"STARLINK-5078 [+]","FLOCK 1C-1 [-]","2023-11-09 14:34:39.868"
"STARLINK-3936 [+]","OBJECT AG [+]","2023-11-09 14:34:56.381"
"STARLINK-4111 [+]","NEXTSAT-2 [+]","2023-11-09 14:35:30.413"
"STARLINK-5499 [+]","FENGYUN 1C DEB [-]","2023-11-09 14:37:09.096"
"STARLINK-4738 [+]","OBJECT V [+]","2023-11-09 14:38:40.814"
"STARLINK-2002 [+]","OBJECT F [-]","2023-11-09 14:40:41.951"
"STARLINK-5168 [+]","COSMOS 374 DEB [-]","2023-11-09 14:41:34.741"
"STARLINK-30076 [+]","FENGYUN 1C DEB [-]","2023-11-09 14:41:52.752"
"STARLINK-4404 [+]","SL-16 DEB [-]","2023-11-09 14:41:53.087"
"STARLINK-5287 [+]","OBJECT K [-]","2023-11-09 14:42:04.968"
"STARLINK-6230 [+]","DELTA 1 DEB [-]","2023-11-09 14:42:46.793"
"STARLINK-4453 [+]","SL-24 R/B [-]","2023-11-09 14:43:15.794"
"STARLINK-1961 [+]","DMSP 5D-2 F13 DEB [-]","2023-11-09 14:44:09.678"
"STARLINK-1524 [+]","CUPID [+]","2023-11-09 14:44:48.911"
"STARLINK-5489 [+]","FENGYUN 1C DEB [-]","2023-11-09 14:45:20.446"
"STARLINK-4724 [+]","OBJECT T [+]","2023-11-09 14:45:31.811"
"STARLINK-4608 [+]","OBJECT S [+]","2023-11-09 14:46:14.509"
"STARLINK-1222 [+]","UNKNOWN [-]","2023-11-09 14:46:43.602"
"STARLINK-5892 [+]","FENGYUN 1C DEB [-]","2023-11-09 14:47:28.462"
"STARLINK-1688 [+]","HIBARI [+]","2023-11-09 14:49:40.588"
"STARLINK-30127 [+]","SL-6 R/B(2) [-]","2023-11-09 14:51:40.060"
"STARLINK-2756 [+]","COSMOS 2251 DEB [-]","2023-11-09 14:52:00.708"
"STARLINK-4777 [+]","ELECTRON R/B [-]","2023-11-09 14:52:20.768"
"STARLINK-6327 [+]","UNKNOWN [-]","2023-11-09 14:53:48.522"
"STARLINK-5806 [+]","FLOCK 1C-9 [-]","2023-11-09 14:54:15.279"
"STARLINK-4352 [+]","IRIDIUM 33 DEB [-]","2023-11-09 14:55:46.828"
"STARLINK-3860 [+]","NEXTSAT-2 [+]","2023-11-09 14:56:10.944"
"STARLINK-5848 [+]","OBJECT Z [-]","2023-11-09 14:56:29.979"
"STARLINK-4390 [+]","SL-8 DEB [-]","2023-11-09 14:59:24.877"
"STARLINK-30368 [+]","MEGSAT-1 [-]","2023-11-09 15:02:21.923"
"STARLINK-5507 [+]","LUMELITE-4 [+]","2023-11-09 15:03:55.475"
"STARLINK-3605 [+]","OBJECT E [+]","2023-11-09 15:04:59.498"
"STARLINK-5501 [+]","RAPIDEYE 3 [-]","2023-11-09 15:06:55.939"
"STARLINK-4477 [+]","OBJECT D [+]","2023-11-09 15:07:45.398"
"STARLINK-5981 [+]","SL-16 DEB [-]","2023-11-09 15:07:56.971"
"STARLINK-3881 [+]","OBJECT D [+]","2023-11-09 15:08:29.312"
"STARLINK-6091 [+]","AAC-HSI-SAT1 [+]","2023-11-09 15:08:41.727"
"STARLINK-5093 [+]","H-2A R/B [-]","2023-11-09 15:08:51.433"
"STARLINK-1120 [+]","PEGASUS DEB [-]","2023-11-09 15:08:53.248"
"STARLINK-5218 [+]","FALCON 9 DEB [-]","2023-11-09 15:09:55.710"
"STARLINK-1144 [+]","SVYATOBOR 1 (RS60S) [+]","2023-11-09 15:10:21.539"
"STARLINK-2599 [+]","STARLINK-5080 [P]","2023-11-09 15:10:37.658"
"STARLINK-5450 [+]","OBJECT AK [+]","2023-11-09 15:11:11.592"
"STARLINK-5146 [+]","IRVINE02 [-]","2023-11-09 15:11:31.672"
"STARLINK-5465 [+]","CZ-6A DEB [-]","2023-11-09 15:11:50.292"
"STARLINK-1993 [+]","STARLINK-5080 [P]","2023-11-09 15:15:52.379"
"STARLINK-30346 [+]","SL-24 DEB [-]","2023-11-09 15:16:00.870"
"STARLINK-30100 [+]","CZ-2C R/B [-]","2023-11-09 15:16:45.058"
"STARLINK-4145 [+]","UNKNOWN [-]","2023-11-09 15:16:52.261"
"STARLINK-3346 [+]","UNKNOWN [-]","2023-11-09 15:17:04.141"
"STARLINK-4672 [+]","TROPICS-03 [+]","2023-11-09 15:17:59.721"
"STARLINK-30454 [+]","YUNHAI 1-02 DEB [-]","2023-11-09 15:18:27.781"
"STARLINK-1996 [+]","JILIN-1 KUANFU 02A [+]","2023-11-09 15:18:55.317"
"STARLINK-1771 [+]","OBJECT AS [+]","2023-11-09 15:19:25.174"
"STARLINK-6220 [+]","FENGYUN 1C DEB [-]","2023-11-09 15:20:15.067"
"STARLINK-1493 [+]","PRISM (HITOMI) [-]","2023-11-09 15:20:40.423"
"STARLINK-3804 [+]","STARLINK-5231 [P]","2023-11-09 15:21:32.962"
"STARLINK-1106 [+]","HAWK-2A [+]","2023-11-09 15:22:49.245"
"STARLINK-3603 [+]","OBJECT D [+]","2023-11-09 15:23:52.426"
"STARLINK-1312 [+]","HIBARI [+]","2023-11-09 15:25:16.564"
"STARLINK-1931 [+]","OBJECT D [-]","2023-11-09 15:27:08.967"
"STARLINK-4158 [+]","STARLINK-2715 [-]","2023-11-09 15:27:30.193"
"STARLINK-1506 [+]","OBJECT V [+]","2023-11-09 15:28:28.756"
"STARLINK-30479 [+]","FENGYUN 1C DEB [-]","2023-11-09 15:29:26.424"
"STARLINK-1512 [+]","TYVAK-0130 [+]","2023-11-09 15:32:24.537"
"STARLINK-1194 [+]","HUMSAT-D [-]","2023-11-09 15:32:26.853"
"STARLINK-4073 [+]","STARLINK-2715 [-]","2023-11-09 15:32:56.077"
"STARLINK-1217 [+]","OBJECT V [+]","2023-11-09 15:34:24.833"
"STARLINK-3530 [+]","CZ-4C DEB [-]","2023-11-09 15:34:51.698"
"STARLINK-4684 [+]","PEGASUS R/B [-]","2023-11-09 15:35:35.860"
"STARLINK-5368 [+]","FENGYUN 1C DEB [-]","2023-11-09 15:35:51.399"
"STARLINK-3687 [+]","SNIPE 4 [+]","2023-11-09 15:36:14.162"
"STARLINK-1594 [+]","UNKNOWN [-]","2023-11-09 15:37:27.144"
"STARLINK-5429 [+]","OBJECT Y [+]","2023-11-09 15:37:40.506"
"STARLINK-2291 [+]","HUMSAT-D [-]","2023-11-09 15:37:58.797"
"STARLINK-5183 [+]","OBJECT F [+]","2023-11-09 15:38:05.536"
"STARLINK-2105 [+]","FLOCK 1C-1 [-]","2023-11-09 15:38:30.422"
"STARLINK-2361 [+]","COMPASS-1 [-]","2023-11-09 15:38:34.791"
"STARLINK-6316 [+]","OBJECT BA [-]","2023-11-09 15:39:31.417"
"STARLINK-2437 [+]","AAC-HSI-SAT1 [+]","2023-11-09 15:40:19.800"
"STARLINK-30103 [+]","FENGYUN 1C DEB [-]","2023-11-09 15:41:40.570"
"STARLINK-2589 [+]","SITRO-AIS 12 (SMIRENNIY) [+]","2023-11-09 15:42:29.411"
"STARLINK-3692 [+]","OBJECT V [+]","2023-11-09 15:42:57.801"
"STARLINK-6315 [+]","COSMOS 2251 DEB [-]","2023-11-09 15:43:18.582"
"STARLINK-1225 [+]","WT 1B [?]","2023-11-09 15:44:15.536"
"STARLINK-5643 [+]","COSMOS 2251 DEB [-]","2023-11-09 15:44:25.623"
"STARLINK-5981 [+]","THORAD AGENA D DEB [-]","2023-11-09 15:44:42.634"
"STARLINK-5606 [+]","UPPER FREE FLYER [-]","2023-11-09 15:45:48.456"
"STARLINK-30236 [+]","PSLV R/B [-]","2023-11-09 15:46:07.468"
"STARLINK-1346 [+]","PSLV DEB [-]","2023-11-09 15:46:14.953"
"STARLINK-4636 [+]","OBJECT F [+]","2023-11-09 15:46:35.446"
"STARLINK-3576 [+]","DMSP 5D-2 F11 DEB [-]","2023-11-09 15:46:39.534"
"STARLINK-4092 [+]","OBJECT AM [+]","2023-11-09 15:48:06.548"
"STARLINK-5652 [+]","THOR ABLESTAR DEB [-]","2023-11-09 15:52:04.555"
"STARLINK-1173 [+]","FLOCK 1C-2 [-]","2023-11-09 15:52:07.667"
"STARLINK-4572 [+]","CZ-4B DEB [-]","2023-11-09 15:52:44.447"
"STARLINK-6219 [+]","CZ-2C DEB [-]","2023-11-09 15:52:52.057"
"STARLINK-4191 [+]","OBJECT AQ [+]","2023-11-09 15:54:06.728"
"STARLINK-4430 [+]","UPPER FREE FLYER [-]","2023-11-09 15:54:26.806"
"STARLINK-2419 [+]","FLOCK 1C-7 [-]","2023-11-09 15:58:52.488"
"STARLINK-4357 [+]","IRVINE02 [-]","2023-11-09 16:00:04.483"
"STARLINK-3375 [+]","MINOTAUR 4 DEB [-]","2023-11-09 16:00:29.208"
"STARLINK-30713 [+]","OBJECT G [-]","2023-11-09 16:02:14.416"
"STARLINK-2576 [+]","PSLV DEB [-]","2023-11-09 16:04:16.959"
"STARLINK-1144 [+]","FENGYUN 1C DEB [-]","2023-11-09 16:05:07.262"
"STARLINK-4512 [+]","FENGYUN 1C DEB [-]","2023-11-09 16:05:22.079"
"STARLINK-3654 [+]","OBJECT AB [+]","2023-11-09 16:06:39.248"
"STARLINK-2370 [+]","SHIJIAN-6 05B (SJ-6 05B) [+]","2023-11-09 16:07:00.500"
"STARLINK-3536 [+]","OBJECT AV [-]","2023-11-09 16:08:29.571"
"STARLINK-3527 [+]","JILIN-1 GAOFEN 4A [+]","2023-11-09 16:09:22.140"
"STARLINK-5408 [+]","OBJECT AC [+]","2023-11-09 16:10:02.279"
"STARLINK-2583 [+]","COSMOS 2251 DEB [-]","2023-11-09 16:10:22.325"
"STARLINK-3057 [+]","RAPIDEYE 2 [-]","2023-11-09 16:11:38.643"
"STARLINK-6293 [+]","CZ-4B DEB [-]","2023-11-09 16:12:07.695"
"STARLINK-5524 [+]","COSMOS 2535 DEB [-]","2023-11-09 16:12:41.593"
"STARLINK-1279 [+]","OBJECT P [+]","2023-11-09 16:12:51.601"
"STARLINK-4738 [+]","OBJECT V [+]","2023-11-09 16:14:13.574"
"STARLINK-1808 [+]","CLEMENTINE [-]","2023-11-09 16:14:50.877"
"STARLINK-1543 [+]","SALSAT [+]","2023-11-09 16:14:59.694"
"STARLINK-2002 [+]","OBJECT F [-]","2023-11-09 16:16:17.606"
"STARLINK-1461 [+]","CLEMENTINE [-]","2023-11-09 16:16:58.521"
"STARLINK-5168 [+]","COSMOS 374 DEB [-]","2023-11-09 16:17:00.117"
"STARLINK-6071 [+]","CZ-4B DEB [-]","2023-11-09 16:17:07.215"
"STARLINK-5125 [+]","FLOCK 1C-8 [-]","2023-11-09 16:17:22.704"
"STARLINK-5200 [+]","OBJECT V [+]","2023-11-09 16:17:39.641"
"STARLINK-3209 [+]","FLOCK 1C-8 [-]","2023-11-09 16:17:53.534"
"STARLINK-5530 [+]","FENGYUN 1C DEB [-]","2023-11-09 16:18:46.128"
"STARLINK-5638 [+]","OBJECT H [-]","2023-11-09 16:19:24.091"
"STARLINK-1559 [+]","CZ-2D DEB [-]","2023-11-09 16:19:28.591"
"STARLINK-3236 [+]","SL-8 DEB [-]","2023-11-09 16:19:34.019"
"STARLINK-2356 [+]","FALCON 9 DEB [-]","2023-11-09 16:20:32.633"
"STARLINK-6056 [+]","PEGASUS DEB [-]","2023-11-09 16:21:13.579"
"STARLINK-3545 [+]","OBJECT U [+]","2023-11-09 16:21:17.125"
"STARLINK-1924 [+]","FENGYUN 1C DEB [-]","2023-11-09 16:21:34.220"
"STARLINK-4136 [+]","COSMOS 2251 DEB [-]","2023-11-09 16:22:12.958"
"STARLINK-2025 [P]","STARLINK-2409 [+]","2023-11-09 16:22:51.966"
"STARLINK-30269 [+]","FLOCK 1C-6 [-]","2023-11-09 16:23:23.704"
"STARLINK-5892 [+]","FENGYUN 1C DEB [-]","2023-11-09 16:23:46.138"
"STARLINK-4398 [+]","OV1-2 [?]","2023-11-09 16:23:57.409"
"STARLINK-5357 [+]","FENGYUN 1C DEB [-]","2023-11-09 16:25:51.204"
"STARLINK-3519 [+]","SL-8 DEB [-]","2023-11-09 16:26:01.672"
"STARLINK-2001 [+]","SL-24 DEB [-]","2023-11-09 16:26:04.211"
"STARLINK-30300 [+]","PUCP-SAT 1 [-]","2023-11-09 16:26:36.562"
"STARLINK-4501 [+]","SL-24 DEB [-]","2023-11-09 16:27:18.351"
"STARLINK-3292 [+]","OBJECT AK [+]","2023-11-09 16:29:33.228"
"STARLINK-3860 [+]","NEXTSAT-2 [+]","2023-11-09 16:31:38.794"
"STARLINK-30702 [+]","COSMOS 1263 [?]","2023-11-09 16:32:29.308"
"STARLINK-2046 [+]","SITRO-AIS 12 (SMIRENNIY) [+]","2023-11-09 16:34:28.980"
"STARLINK-5786 [+]","SL-12 DEB [-]","2023-11-09 16:34:56.358"
"STARLINK-5941 [+]","OBJECT BB [-]","2023-11-09 16:35:15.031"
"STARLINK-1771 [+]","SALSAT [+]","2023-11-09 16:35:43.722"
"STARLINK-3702 [+]","FENGYUN 1C DEB [-]","2023-11-09 16:35:48.070"
"STARLINK-4795 [+]","DELTA 1 DEB [-]","2023-11-09 16:38:04.060"
"STARLINK-5542 [+]","THORAD AGENA D DEB [-]","2023-11-09 16:38:46.230"
"STARLINK-1297 [+]","COSMOS 886 DEB [-]","2023-11-09 16:38:54.943"
"STARLINK-6348 [+]","H-2A DEB [-]","2023-11-09 16:39:20.466"
"STARLINK-3807 [+]","FENGYUN 1C DEB [-]","2023-11-09 16:40:12.607"
"STARLINK-5691 [+]","ZORKIY 2M [+]","2023-11-09 16:40:44.097"
"STARLINK-3116 [+]","CZ-4B DEB [-]","2023-11-09 16:40:51.578"
"STARLINK-5195 [+]","COSMOS 2251 DEB [-]","2023-11-09 16:42:15.150"
"STARLINK-4489 [+]","OBJECT B [+]","2023-11-09 16:43:47.753"
"STARLINK-4794 [+]","OBJECT C [+]","2023-11-09 16:44:23.898"
"STARLINK-2086 [+]","OBJECT AL [+]","2023-11-09 16:45:18.649"
"STARLINK-5314 [+]","PEGASUS DEB [-]","2023-11-09 16:45:28.001"
"STARLINK-30478 [+]","FLOCK 1C-7 [-]","2023-11-09 16:45:39.457"
"STARLINK-1185 [+]","COSMOS 1536 [?]","2023-11-09 16:47:21.516"
"STARLINK-30379 [+]","UNKNOWN [-]","2023-11-09 16:47:31.186"
"STARLINK-5178 [+]","CZ-6A DEB [-]","2023-11-09 16:48:19.804"
"STARLINK-5579 [+]","CZ-6A DEB [-]","2023-11-09 16:48:36.225"
"STARLINK-3173 [+]","POLYTECH-UNIVERSE 3 (RS46S) [+]","2023-11-09 16:49:12.849"
"STARLINK-30231 [+]","CZ-4B R/B [-]","2023-11-09 16:52:49.285"
"STARLINK-1420 [+]","ELECTRON KICK STAGE R/B [-]","2023-11-09 16:52:52.951"
"STARLINK-2587 [+]","DMSP 5D-2 F13 DEB [-]","2023-11-09 16:53:16.738"
"STARLINK-4112 [+]","OBJECT K [+]","2023-11-09 16:53:46.790"
"STARLINK-4047 [+]","SL-8 DEB [-]","2023-11-09 16:54:51.469"
"STARLINK-4743 [+]","SNIPE 2 [+]","2023-11-09 16:56:39.651"
"STARLINK-2688 [+]","CZ-4B R/B [-]","2023-11-09 16:57:06.771"
"STARLINK-1654 [+]","IRVINE02 [-]","2023-11-09 16:57:34.138"
"STARLINK-3180 [+]","RESURS O1 DEB [-]","2023-11-09 16:57:36.255"
"STARLINK-1633 [+]","CZ-4B R/B [-]","2023-11-09 16:58:25.443"
"STARLINK-1209 [+]","DELTA 1 DEB [-]","2023-11-09 16:58:52.675"
"STARLINK-30379 [+]","CZ-6A DEB [-]","2023-11-09 16:59:50.032"
"STARLINK-3727 [+]","FENGYUN 1C DEB [-]","2023-11-09 17:01:16.498"
"STARLINK-4511 [+]","OBJECT J [+]","2023-11-09 17:01:37.561"
"STARLINK-4399 [+]","COSMOS 886 DEB [-]","2023-11-09 17:02:35.791"
"STARLINK-3111 [+]","OBJECT D [+]","2023-11-09 17:03:28.353"
"STARLINK-3099 [+]","ZORKIY 2M [+]","2023-11-09 17:04:01.093"
"STARLINK-5217 [+]","OBJECT AM [+]","2023-11-09 17:04:09.856"
"STARLINK-3943 [+]","STARLINK-2715 [-]","2023-11-09 17:05:56.625"
"STARLINK-5551 [+]","COSMOS 2251 DEB [-]","2023-11-09 17:05:57.474"
"STARLINK-1269 [+]","FENGYUN 1C DEB [-]","2023-11-09 17:06:32.216"
"STARLINK-5164 [+]","TITAN 3C TRANSTAGE DEB [-]","2023-11-09 17:07:49.586"
"STARLINK-5759 [+]","SL-24 DEB [-]","2023-11-09 17:07:59.343"
"STARLINK-6086 [+]","SL-24 DEB [-]","2023-11-09 17:08:17.630"
"STARLINK-3555 [+]","SL-8 DEB [-]","2023-11-09 17:08:20.257"
"STARLINK-4792 [+]","OBJECT AW [-]","2023-11-09 17:09:24.609"
"STARLINK-2051 [+]","ION SCV-010 [+]","2023-11-09 17:09:36.583"
"STARLINK-30484 [+]","IRIDIUM 33 DEB [-]","2023-11-09 17:11:39.836"
"STARLINK-3541 [+]","CZ-2D DEB [-]","2023-11-09 17:13:15.855"
"STARLINK-4436 [+]","NUSAT 1 DEB [-]","2023-11-09 17:13:37.279"
"STARLINK-3098 [+]","SITRO-AIS 9 (SHCHUKIN) [+]","2023-11-09 17:14:43.922"
"STARLINK-1172 [+]","OBJECT J [-]","2023-11-09 17:17:07.715"
"STARLINK-6287 [+]","FENGYUN 1C DEB [-]","2023-11-09 17:17:13.070"
"STARLINK-3985 [+]","KSLV-II R/B [-]","2023-11-09 17:17:43.831"
"STARLINK-5470 [+]","OBJECT AR [+]","2023-11-09 17:18:24.758"
"STARLINK-4760 [+]","ION SCV-008 [+]","2023-11-09 17:19:05.601"
"STARLINK-3501 [+]","DICE-F [-]","2023-11-09 17:19:10.022"
"STARLINK-3956 [+]","KSLV-II R/B [-]","2023-11-09 17:19:26.849"
"STARLINK-3844 [+]","FENGYUN 1C DEB [-]","2023-11-09 17:20:35.459"
"STARLINK-6367 [+]","THOR ABLESTAR DEB [-]","2023-11-09 17:21:06.739"
"STARLINK-2622 [+]","COMPASS-1 [-]","2023-11-09 17:21:14.485"
"STARLINK-3770 [+]","PSLV R/B [-]","2023-11-09 17:23:02.888"
"STARLINK-4635 [+]","FENGYUN 1C DEB [-]","2023-11-09 17:25:28.914"
"STARLINK-2090 [+]","FLOCK 1C-9 [-]","2023-11-09 17:25:59.297"
"STARLINK-3899 [+]","OBJECT V [+]","2023-11-09 17:27:07.135"
"STARLINK-3946 [+]","OBJECT AM [+]","2023-11-09 17:28:11.894"
"STARLINK-4572 [+]","CZ-4B DEB [-]","2023-11-09 17:28:42.981"
"STARLINK-3553 [+]","PEGASUS DEB [-]","2023-11-09 17:29:48.249"
"STARLINK-5581 [+]","CZ-6A DEB [-]","2023-11-09 17:30:48.402"
"STARLINK-3312 [+]","COSMOS 2251 DEB [-]","2023-11-09 17:31:58.405"
"STARLINK-6167 [+]","FENGYUN 1C DEB [-]","2023-11-09 17:31:59.000"
"STARLINK-4518 [+]","SNIPE 2 [+]","2023-11-09 17:32:16.978"
"STARLINK-4790 [+]","CZ-2C R/B [-]","2023-11-09 17:32:18.132"
"STARLINK-5265 [+]","OBJECT M [-]","2023-11-09 17:33:40.051"
"STARLINK-2469 [+]","SITRO-AIS 6 (CHIRKIN) [+]","2023-11-09 17:34:50.878"
"STARLINK-4596 [+]","CZ-2C R/B [-]","2023-11-09 17:35:48.902"
"STARLINK-1462 [+]","OBJECT H [+]","2023-11-09 17:36:52.605"
"STARLINK-5830 [+]","FALCON 9 DEB [-]","2023-11-09 17:42:34.314"
"STARLINK-3266 [+]","OBJECT V [+]","2023-11-09 17:42:56.041"
"STARLINK-4680 [+]","OBJECT V [+]","2023-11-09 17:43:26.274"
"STARLINK-5589 [+]","FENGYUN 1C DEB [-]","2023-11-09 17:43:55.462"
"STARLINK-4016 [+]","OBJECT BA [-]","2023-11-09 17:47:37.266"
"STARLINK-5559 [+]","UNKNOWN [-]","2023-11-09 17:48:17.092"
"STARLINK-5524 [+]","COSMOS 2535 DEB [-]","2023-11-09 17:48:51.206"
"STARLINK-4291 [+]","SL-3 R/B [-]","2023-11-09 17:49:00.787"
"STARLINK-4619 [+]","DMSP 5D-2 F13 DEB [-]","2023-11-09 17:49:16.808"
"STARLINK-5486 [+]","HUMSAT-D [-]","2023-11-09 17:50:16.881"
"STARLINK-1361 [+]","OBJECT C [+]","2023-11-09 17:50:36.714"
"STARLINK-3932 [+]","SL-14 DEB [-]","2023-11-09 17:51:01.233"
"STARLINK-30237 [+]","FALCON 9 DEB [-]","2023-11-09 17:51:12.468"
"STARLINK-3704 [+]","A-SEANSAT-PG1 [+]","2023-11-09 17:51:16.043"
"STARLINK-1564 [+]","ELECTRON R/B [-]","2023-11-09 17:51:18.704"
"STARLINK-1418 [+]","UNKNOWN [-]","2023-11-09 17:52:08.051"
"STARLINK-5168 [+]","COSMOS 374 DEB [-]","2023-11-09 17:52:25.486"
"STARLINK-3936 [+]","UNKNOWN [-]","2023-11-09 17:52:32.833"
"STARLINK-1461 [+]","CLEMENTINE [-]","2023-11-09 17:52:37.120"
"STARLINK-5550 [+]","IRIDIUM 33 DEB [-]","2023-11-09 17:52:46.604"
"STARLINK-1557 [+]","OBJECT H [+]","2023-11-09 17:53:21.751"
"STARLINK-3976 [+]","OBJECT AX [-]","2023-11-09 17:54:41.923"
"STARLINK-4349 [+]","PSLV DEB [-]","2023-11-09 17:54:45.068"
"STARLINK-4626 [+]","MONITOR-3 (RS58S) [+]","2023-11-09 17:55:07.187"
"STARLINK-2263 [+]","HIBARI [+]","2023-11-09 17:55:14.534"
"STARLINK-4407 [+]","SL-16 DEB [-]","2023-11-09 17:55:54.123"
"STARLINK-5756 [+]","FENGYUN 1C DEB [-]","2023-11-09 17:57:02.879"
"STARLINK-5040 [+]","SNIPE 4 [+]","2023-11-09 17:57:32.123"
"STARLINK-1828 [+]","CLEMENTINE [-]","2023-11-09 17:58:10.013"
"STARLINK-4370 [+]","STARLING 3 [+]","2023-11-09 17:58:18.074"
"STARLINK-2025 [P]","STARLINK-2409 [+]","2023-11-09 17:58:24.117"
"STARLINK-5694 [+]","COSMOS 2251 DEB [-]","2023-11-09 17:58:25.621"
"STARLINK-4388 [+]","ANSER-FLW1 [+]","2023-11-09 17:59:09.913"
"STARLINK-3140 [+]","SVYATOBOR 1 (RS60S) [+]","2023-11-09 17:59:22.265"
"STARLINK-3519 [+]","SL-8 DEB [-]","2023-11-09 18:01:23.599"
"STARLINK-3634 [+]","RESURS O1 DEB [-]","2023-11-09 18:03:10.912"
"STARLINK-4193 [+]","OBJECT D [-]","2023-11-09 18:03:35.840"
"STARLINK-5023 [+]","HORS 1 [+]","2023-11-09 18:03:44.401"
"STARLINK-1800 [+]","FENGYUN 1C DEB [-]","2023-11-09 18:05:11.732"
"STARLINK-2685 [+]","FLOCK 1C-5 [-]","2023-11-09 18:05:39.852"
"STARLINK-1645 [+]","PEGASUS DEB [-]","2023-11-09 18:06:44.787"
"STARLINK-3860 [+]","NEXTSAT-2 [+]","2023-11-09 18:07:06.639"
"STARLINK-6105 [+]","SL-3 R/B [-]","2023-11-09 18:08:07.493"
"STARLINK-3526 [+]","PRISM (HITOMI) [-]","2023-11-09 18:08:25.295"
