NORAD_CAT_ID_1,OBJECT_NAME_1,NORAD_CAT_ID_2,OBJECT_NAME_2,MAX_PROB,DILUTION
55675,"STARLINK-5232 [+]",39311,"PEGASUS DEB [-]",0.00002035,0.363
39209,"CHUANGXIN-3 (CX-3) [+]",34728,"COSMOS 2251 DEB [-]",0.000003259,0.283
52576,"STARLINK-3932 [+]",57016,"OBJECT N [+]",0.000005111,0.785
55673,"STARLINK-5463 [+]",1613,"OV1-2 [?]",0.00001456,0.43
43813,"BRIO [+]",46041,"STARLINK-1580 [+]",0.000004591,0.745
51775,"STARLINK-3620 [+]",37011,"FENGYUN 1C DEB [-]",0.000007326,0.816
43887,"LEMUR-2-NATALIEMURRAY [+]",53597,"STARLINK-4682 [+]",0.0002212,0.138
47936,"GRUS-1D [+]",55426,"STARLINK-5638 [+]",0.00002706,0.436
49445,"STARLINK-3122 [+]",57022,"OBJECT U [+]",0.000005426,0.66
29108,"CALIPSO [+]",10220,"DELTA 1 DEB [-]",0.000002082,0.375
51951,"OBJECT F [+]",56094,"STARLINK-6109 [+]",0.000004455,0.865
52346,"STARLINK-3812 [+]",57205,"ARCCUBE 1 (RS25S) [+]",0.000004515,0.74
48016,"STARLINK-2284 [+]",51951,"OBJECT F [+]",0.0000105,0.58
46506,"NETSAT-1 [+]",47583,"STARLINK-1987 [+]",0.00001611,0.391
53035,"STARLINK-4157 [+]",38299,"CZ-2D DEB [-]",0.00001393,0.488
56841,"STARLINK-30078 [+]",57208,"SITRO-AIS 11 (SHEFFER) [+]",0.0000007093,0.626
22824,"STELLA [+]",25159,"ORBCOMM FM04 [+]",0.0000008389,0.728
53347,"OBJECT B [+]",43841,"OBJECT L [-]",0.000004823,0.226
39770,"SPROUT [+]",52343,"STARLINK-3849 [+]",0.00001787,0.371
55592,"STARLINK-5759 [+]",36416,"CZ-4C R/B [-]",0.000004383,0.869
54103,"STARLINK-5200 [+]",57190,"NANOZOND 1 (RS49S) [+]",0.000007638,0.799
44964,"STARLINK-1086 [+]",47545,"FLOCK 4S-23 [-]",0.000005875,0.659
46533,"STARLINK-1648 [+]",39133,"AIST-2 (RS-43) [-]",0.000004688,0.714
44411,"LEMUR-2-GREGROBINSON [+]",51229,"COSMOS 1408 DEB [-]",0.000001076,0.827
53722,"STARLINK-4700 [+]",57017,"OBJECT P [+]",0.000008753,0.533
53805,"STARLINK-4763 [+]",57017,"OBJECT P [+]",0.00002813,0.295
41187,"ORBCOMM FM108 [+]",22491,"PEGASUS R/B [-]",0.0000005344,0.597
41786,"ALSAT 2B [+]",43068,"H-2A DEB [-]",0.0000005744,0.675
56101,"STARLINK-6095 [+]",89172,"UNKNOWN [-]",0.00001753,0.428
41854,"PROMETHEUS 2-1 [+]",48405,"STARLINK-2570 [+]",0.000005581,0.71
46586,"STARLINK-1737 [+]",57173,"OBJECT H [+]",0.000003761,0.793
53595,"STARLINK-4684 [+]",22404,"SL-16 DEB [-]",0.00001078,0.582
43884,"LEMUR-2-REMY-COLTON [+]",50165,"STARLINK-3298 [+]",0.00002446,0.392
44917,"STARLINK-1098 [+]",57173,"OBJECT H [+]",0.00004087,0.362
53633,"STARLINK-4593 [+]",56754,"TROPICS-07 [+]",0.00006344,0.209
43792,"ESEO [+]",43811,"NEXTSAT-1 [+]",0.0000004546,0.735
41849,"RAVAN [+]",53910,"STARLINK-5056 [+]",0.000009047,0.526
54133,"ONEWEB-0515 [+]",33768,"COSMOS 2251 DEB [-]",0.000004361,0.504
32376,"COSMO-SKYMED 2 [+]",81264,"UNKNOWN [-]",0.0000006192,0.731
40420,"COSMOS 2503 [+]",55643,"STARLINK-5483 [+]",0.00001607,0.627
43184,"LEMUR-2-KADI [+]",57332,"STARLINK-5831 [+]",0.0000005851,0.698
51947,"OBJECT B [+]",15246,"TELSTAR 302 R/B [-]",0.0000009025,0.634
55948,"STARLINK-5900 [+]",87203,"UNKNOWN [-]",0.0001007,0.159
45775,"STARLINK-1488 [P]",56208,"TAIFA-1 [+]",0.00003584,0.382
43820,"SEAHAWK-1 [+]",55452,"STARLINK-5683 [+]",0.0000183,0.449
43817,"SPACEBEE-5 [+]",47685,"FLOCK 4S-47 [+]",0.000001476,0.286
52756,"HAWK-5B [+]",57678,"STARLINK-30320 [+]",0.0000005293,0.842
44499,"GLOBAL-4 [+]",44863,"LEMUR-2-THEODOSIA [+]",0.000002528,0.348
56833,"STARLINK-30131 [+]",20465,"COSMOS 2058 [?]",0.000002408,0.416
56515,"STARLINK-5348 [+]",43763,"UPPER FREE FLYER [-]",0.0000009066,0.675
53860,"STARLINK-4799 [+]",3462,"TITAN 3C TRANSTAGE DEB [-]",0.000004154,0.823
56846,"OBJECT A [+]",57847,"STARLINK-30416 [+]",0.000001906,0.501
56459,"STARLINK-6048 [+]",39433,"HUMSAT-D [-]",0.000002949,0.484
44949,"STARLINK-1122 [+]",27669,"ARIANE 44L DEB [-]",0.000003499,0.852
48683,"STARLINK-2756 [+]",37471,"FENGYUN 1C DEB [-]",0.00000569,0.74
49308,"ONEWEB-0382 [+]",33661,"FENGYUN 1C DEB [-]",0.00001502,0.396
57782,"STARLINK-30376 [+]",40036,"FLOCK 1C-6 [-]",0.0000007531,0.581
48330,"STARLINK-2501 [+]",57190,"NANOZOND 1 (RS49S) [+]",0.00003741,0.265
45408,"STARLINK-1278 [+]",39211,"CZ-4C R/B [-]",0.00000606,0.878
45567,"STARLINK-1361 [+]",19046,"SL-3 R/B [-]",0.00001193,0.543
51897,"STARLINK-3598 [+]",40604,"DMSP 5D-2 F13 DEB [-]",0.000004235,0.77
53256,"STARLINK-4147 [+]",31733,"FENGYUN 1C DEB [-]",0.00001531,0.401
43234,"O3B FM13 [+]",44113,"O3B FM19 [+]",0.0000004346,0.819
47397,"STARLINK-2119 [+]",57190,"NANOZOND 1 (RS49S) [+]",0.000007459,0.659
46557,"STARLINK-1679 [+]",21836,"DMSP 5D-2 F11 DEB [-]",0.001812,0.055
46122,"STARLINK-1604 [+]",26178,"CZ-4B DEB [-]",0.000005925,0.748
45685,"STARLINK-1402 [P]",48570,"STARLINK-2220 [+]",0.00007037,0.321
57830,"YAOGAN-40 01A [+]",54403,"CZ-6A DEB [-]",0.000001673,0.385
44389,"ICEYE-X5 [+]",53000,"STARLINK-4194 [+]",0.000003827,0.786
45406,"STARLINK-1265 [+]",21970,"THOR ABLESTAR DEB [-]",0.000009713,0.531
57649,"STARLINK-30293 [+]",57888,"CZ-2D DEB [-]",0.0000004731,0.724
31118,"SAUDISAT 3 [+]",39554,"COSMOS 2251 DEB [-]",0.0000005839,0.721
48404,"STARLINK-2593 [+]",27153,"PSLV DEB [-]",0.00003082,0.418
43787,"KAZSCISAT-1 [+]",48576,"STARLINK-2228 [+]",0.00001923,0.373
43257,"IRIDIUM 150 [+]",48717,"NOAA 17 DEB [-]",0.00000046,0.776
57642,"STARLINK-30263 [+]",89391,"UNKNOWN [-]",0.000000829,0.611
40144,"TIANTUO 2 [+]",43694,"PROXIMA I [+]",0.0000005871,0.702
48019,"STARLINK-2285 [+]",10544,"SS 2 [?]",0.0001356,0.131
46913,"R2 [+]",53866,"STARLINK-4762 [+]",0.000003714,0.799
39012,"YAOGAN 16B [+]",16205,"COSMOS 1375 DEB [-]",0.000001409,0.548
53893,"STARLINK-5052 [+]",57585,"OBJECT F [+]",0.000007865,0.757
47454,"KEPLER-13 (LUCKY) [+]",26257,"CZ-4B DEB [-]",0.000005788,0.218
39422,"STSAT-3 [+]",49167,"STARLINK-3054 [+]",0.000005893,0.629
1520,"CALSPHERE 4A [+]",42631,"DELTA 1 DEB [-]",0.0000002124,0.789
49401,"DRUMS [+]",57711,"STARLINK-30318 [+]",0.0000006968,0.64
49393,"YAOGAN-35 C [+]",58141,"YAOGAN-39 04A [+]",0.000001219,0.461
43017,"RADFXSAT (FOX-1B) [+]",30508,"FENGYUN 1C DEB [-]",0.000001226,0.477
49201,"ONEWEB-0335 [+]",49926,"COSMOS 2499 DEB [-]",0.000004282,0.435
49264,"CUPID [+]",57715,"STARLINK-30300 [+]",0.0000006994,0.631
45384,"STARLINK-1267 [+]",2153,"THOR AGENA B DEB [-]",0.000007046,0.788
52469,"STARLINK-3828 [+]",33875,"IRIDIUM 33 DEB [-]",0.000007787,0.548
43182,"LEMUR-2-JIN-LUEN [+]",45582,"STARLINK-1337 [+]",0.000004175,0.805
29228,"RESURS-DK 1 [+]",44721,"STARLINK-1015 [+]",0.000005817,0.768
40536,"KOMPSAT-3A [+]",57997,"STARLINK-30523 [+]",0.0001383,0.052
32788,"AAUSAT-II [P]",48377,"STARLINK-2499 [+]",0.00001336,0.488
51460,"STARLINK-3167 [+]",57178,"CUBESX-HSE 3 (RS42S) [+]",0.000006293,0.77
37790,"NIGERIASAT-X [+]",34118,"COSMOS 2251 DEB [-]",0.0000005156,0.707
55097,"SPACEBEE-160 [+]",27538,"PSLV DEB [-]",0.0000008021,0.561
54091,"STARLINK-5221 [+]",33875,"IRIDIUM 33 DEB [-]",0.000009893,0.58
43793,"CSIM-FD [+]",47372,"STARLINK-2089 [+]",0.000005003,0.856
52935,"DS-EO [+]",55495,"STARLINK-5100 [+]",0.00001289,0.432
57049,"STARLINK-5850 [+]",87245,"UNKNOWN [-]",0.000003115,0.335
57793,"TIANQI-22 [+]",42201,"COSMOS 1275 DEB [-]",0.000001703,0.406
46454,"JILIN-1 GAOFEN 3B [+]",56964,"AFR-1 [+]",0.000005623,0.228
51773,"STARLINK-3624 [+]",46915,"PSLV R/B [-]",0.00001201,0.484
54008,"STARLINK-5145 [+]",55437,"STARLINK-5080 [P]",0.0000161,0.627
47699,"AMAZONIA 1 [+]",29071,"DMSP 5D-2 F11 DEB [-]",0.0000005862,0.672
46457,"JILIN-1 GAOFEN 3E [+]",49529,"COSMOS 1408 DEB [-]",0.0000007118,0.856
51814,"STARLINK-3599 [+]",31305,"PEGASUS R/B [-]",0.0000151,0.416
43764,"POLAR SCOUT KODIAK [+]",55586,"STARLINK-5767 [+]",0.000009835,0.558
42839,"LEMUR-2-MONSON [+]",43794,"HAWK-B [+]",0.0000009314,0.723
40420,"COSMOS 2503 [+]",55989,"STARLINK-5947 [+]",0.00001332,0.429
41770,"PERUSAT 1 [+]",48736,"NOAA 17 DEB [-]",0.000001007,0.56
36413,"YAOGAN 9A [+]",56069,"ONEWEB-0581 [+]",0.000003432,0.649
46456,"JILIN-1 GAOFEN 3D [+]",38248,"RISAT-1 [-]",0.0000006787,0.612
44937,"STARLINK-1079 [+]",45685,"STARLINK-1402 [P]",0.00002564,0.527
41850,"CELTEE 1 [+]",55590,"STARLINK-5762 [+]",0.00001152,0.647
53277,"STARLINK-4178 [+]",57200,"OBJECT AL [+]",0.000004012,0.774
54374,"YAOGAN-36 03B [+]",54376,"YAOGAN-36 03C [+]",0.000000673,0.606
56007,"STARLINK-5806 [+]",35341,"PSLV DEB [-]",0.000009769,0.611
47557,"STARLINK-1956 [+]",57186,"CSTP 1.2 (STC 1.2) [+]",0.000009254,0.635
56290,"STARLINK-30103 [+]",5280,"COSMOS 397 DEB [-]",0.00006426,0.423
47177,"STARLINK-1907 [+]",57655,"CZ-4C R/B [-]",0.00000835,0.622
52301,"STARLINK-3768 [+]",28855,"PSLV DEB [-]",0.00003742,0.253
52349,"STARLINK-3819 [+]",57042,"OBJECT AQ [+]",0.0000277,0.293
56317,"STARLINK-6038 [+]",35571,"CZ-4B DEB [-]",0.000004648,0.728
51467,"STARLINK-3178 [+]",15535,"COSMOS 249 DEB [-]",0.000005596,0.711
56809,"STARLINK-6040 [+]",1961,"TITAN 3C TRANSTAGE DEB [-]",0.0000004915,0.813
51894,"STARLINK-3595 [+]",57033,"OBJECT AF [+]",0.00005661,0.284
39150,"GAOFEN-1 [+]",81902,"UNKNOWN [-]",0.0000009166,0.672
54797,"STARLINK-5435 [+]",34397,"COSMOS 2251 DEB [-]",0.000008606,0.598
46119,"STARLINK-1593 [+]",41023,"TIANHUI 1-03 DEB [-]",0.000005586,0.688
46764,"STARLINK-1903 [+]",53815,"STRIX-1 [+]",0.00001923,0.529
53850,"STARLINK-4767 [+]",57025,"OBJECT X [+]",0.0000044,0.81
57069,"STARLINK-5821 [+]",31077,"FENGYUN 1C DEB [-]",0.000001306,0.643
45536,"STARLINK-1352 [+]",40035,"FLOCK 1C-9 [-]",0.000003309,0.77
44763,"STARLINK-1058 [+]",35765,"COSMOS 2251 DEB [-]",0.000004484,0.72
41855,"PROMETHEUS 2-3 [+]",48554,"STARLINK-2139 [+]",0.000083,0.228
37792,"APRIZESAT 5 [+]",42288,"DMSP 5D-2 F13 DEB [-]",0.000002907,0.383
39089,"NEOSSAT [+]",30986,"FENGYUN 1C DEB [-]",0.000001009,0.742
41556,"ZIYUAN 3-2 (ZY 3-2) [+]",56981,"SKYKRAFT-3A [+]",0.00000211,0.352
53168,"STARLINK-4105 [+]",21836,"DMSP 5D-2 F11 DEB [-]",0.00002733,0.446
41842,"XIAOXIANG 1 [+]",4394,"SL-3 R/B [-]",0.000006072,0.541
55463,"STARLINK-5677 [+]",57181,"OBJECT R [+]",0.0002678,0.115
57890,"YAOGAN-39 02C [+]",52426,"OBJECT AJ [-]",0.0000004087,0.83
41855,"PROMETHEUS 2-3 [+]",48108,"STARLINK-2444 [+]",0.00001288,0.514
46709,"STARLINK-1810 [+]",57044,"OBJECT AS [+]",0.000003486,0.847
44857,"RISAT-2BR1 [+]",23986,"PEGASUS DEB [-]",0.0000004876,0.767
55009,"STAR VIBE [+]",33854,"IRIDIUM 33 DEB [-]",0.000005664,0.359
47933,"GRUS-1C [+]",35248,"CZ-4C DEB [-]",0.000001767,0.435
52015,"SPACEBEE-119 [+]",52732,"LEMUR-2-TENNYSONLILY [+]",0.000002331,0.413
33396,"THEOS [+]",42400,"NOAA 16 DEB [-]",0.0000005494,0.671
48011,"STARLINK-2272 [+]",9653,"COSMOS 886 DEB [-]",0.000009129,0.508
45686,"STARLINK-1404 [+]",39133,"AIST-2 (RS-43) [-]",0.000006115,0.782
45547,"STARLINK-1377 [+]",57327,"OBJECT BB [-]",0.000004426,0.765
55762,"STARLINK-5603 [+]",43763,"UPPER FREE FLYER [-]",0.00003099,0.449
53906,"STARLINK-5054 [+]",47211,"RESURS O1 DEB [-]",0.00001243,0.611
43889,"LEMUR-2-DAISY-HARPER [+]",57031,"OBJECT AD [+]",0.000025,0.162
57459,"STARLINK-30185 [+]",39433,"HUMSAT-D [-]",0.000002375,0.348
37190,"GLOBALSTAR M076 [+]",22187,"COSMOS 2216 [?]",0.000007511,0.225
55998,"STARLINK-5902 [+]",46483,"CZ-4B DEB [-]",0.00003021,0.316
43790,"EAGLET-I [+]",43018,"EAGLESAT 1 [-]",0.000001338,0.715
46128,"STARLINK-1622 [+]",45842,"FREGAT DEB [-]",0.00003817,0.284
51133,"STARLINK-3356 [+]",49537,"COSMOS 1408 DEB [-]",0.00001378,0.406
53000,"STARLINK-4194 [+]",55229,"CZ-6A DEB [-]",0.000004783,0.726
43767,"CORVUS BC4 [+]",55783,"STARLINK-5825 [+]",0.000008625,0.846
55335,"STARLINK-5660 [+]",40035,"FLOCK 1C-9 [-]",0.00009977,0.148
53708,"STARLINK-4694 [+]",57004,"OBJECT A [+]",0.000004385,0.736
48115,"STARLINK-2452 [+]",27226,"PSLV DEB [-]",0.000005721,0.646
53420,"STARLINK-4552 [+]",40040,"FLOCK 1C-8 [-]",0.000004463,0.658
40014,"BUGSAT-1 (TITA) [+]",45413,"STARLINK-1298 [+]",0.00001605,0.384
41855,"PROMETHEUS 2-3 [+]",46345,"STARLINK-1767 [+]",0.00001969,0.42
50165,"STARLINK-3298 [+]",27255,"PSLV DEB [-]",0.00009094,0.216
57381,"STARLINK-6371 [+]",25979,"ARIANE 40 R/B [-]",0.00002327,0.542
46119,"STARLINK-1593 [+]",43161,"CZ-11 R/B [-]",0.00001373,0.625
54103,"STARLINK-5200 [+]",57190,"NANOZOND 1 (RS49S) [+]",0.000007617,0.799
52701,"STARLINK-4003 [+]",43673,"H-2A DEB [-]",0.0001627,0.152
41891,"CYGFM03 [X]",53128,"SUPERVIEW NEO-2 01 [+]",0.000001805,0.452
48604,"STARLINK-2757 [+]",49400,"HIBARI [+]",0.00008355,0.169
53997,"STARLINK-5130 [+]",57326,"OBJECT BA [-]",0.0000247,0.319
32791,"SEEDS II (CO-66) [+]",49176,"STARLINK-3069 [+]",0.000005793,0.657
43182,"LEMUR-2-JIN-LUEN [+]",56145,"STARLINK-5370 [+]",0.000007549,0.796
47359,"STARLINK-2069 [+]",57395,"ORBCOMM FM36 DEB [-]",0.000003549,0.842
41919,"IRIDIUM 109 [+]",34614,"COSMOS 2251 DEB [-]",0.0000008917,0.698
56747,"OBJECT E [+]",35153,"FENGYUN 1C DEB [-]",0.0000004417,0.749
47762,"STARLINK-2180 [+]",40519,"DMSP 5D-2 F13 DEB [-]",0.000003867,0.854
53200,"STARLINK-4417 [+]",44890,"OBJECT M [-]",0.00001237,0.425
25415,"ORBCOMM FM19 [+]",29078,"DMSP 5D-2 F11 DEB [-]",0.000005319,0.395
41187,"ORBCOMM FM108 [+]",22491,"PEGASUS R/B [-]",0.000002366,0.284
44743,"STARLINK-1038 [+]",57175,"CUBEBEL 2 (EU11S) [+]",0.000004618,0.766
49399,"Z-SAT [+]",53684,"STARLINK-4624 [+]",0.0000415,0.381
47394,"STARLINK-2115 [+]",57038,"OBJECT AL [+]",0.000007428,0.847
52089,"STARLINK-3722 [+]",57007,"OBJECT D [+]",0.0000118,0.576
22490,"SCD 1 [P]",33859,"IRIDIUM 33 DEB [-]",0.0000003679,0.852
48585,"STARLINK-2240 [+]",57173,"OBJECT H [+]",0.00001686,0.376
55075,"FLOCK 4Y-31 [+]",56731,"OBJECT A [-]",0.0000002749,0.711
52870,"STARLINK-4195 [+]",19274,"OKEAN-1 [?]",0.00002344,0.806
53802,"STARLINK-4726 [+]",54182,"STARLINK-5231 [P]",0.00001144,0.771
58073,"YUNHAI 1-04 [+]",37651,"DELTA 1 DEB [-]",0.0000022,0.341
45563,"STARLINK-1355 [+]",54495,"CZ-6A DEB [-]",0.000004116,0.799
52871,"STARLINK-4207 [+]",56746,"OBJECT D [+]",0.00002028,0.376
47811,"STARLINK-2392 [+]",18958,"COSMOS 1933 [?]",0.00000958,0.528
52708,"STARLINK-3962 [+]",57006,"OBJECT C [+]",0.00003517,0.287
56165,"CHECKMATE 6 [+]",20902,"CZ-4 DEB [-]",0.000001268,0.762
57650,"STARLINK-30299 [+]",14817,"SL-8 DEB [-]",0.0000009603,0.524
46068,"STARLINK-1532 [+]",47607,"STARLINK-2025 [P]",0.0001064,0.261
46709,"STARLINK-1810 [+]",55437,"STARLINK-5080 [P]",0.00002921,0.464
53485,"STARLINK-4430 [+]",5097,"COSMOS 397 DEB [-]",0.000008252,0.858
57304,"STARLINK-30211 [+]",36077,"COSMOS 2251 DEB [-]",0.0000009275,0.582
32060,"WORLDVIEW-1 (WV-1) [+]",45758,"STARLINK-1487 [P]",0.000007266,0.58
57757,"BB4 [+]",56237,"CZ-6A DEB [-]",0.0000006036,0.808
40044,"LEMUR-1 [+]",40262,"CZ-2C R/B [-]",0.000001567,0.396
48404,"STARLINK-2593 [+]",27153,"PSLV DEB [-]",0.00003698,0.382
57929,"STARLINK-30475 [+]",43264,"CZ-4C R/B [-]",0.0000005483,0.843
40144,"TIANTUO 2 [+]",43694,"PROXIMA I [+]",0.0000006823,0.651
53084,"STARLINK-4319 [+]",57386,"STARLING 4 [+]",0.000005004,0.673
55327,"HAWK-6A [+]",58003,"STARLINK-30546 [+]",0.000001806,0.376
48404,"STARLINK-2593 [+]",57169,"OBJECT D [+]",0.00001163,0.681
55024,"FLOCK 4Y-14 [+]",56945,"OBJECT P [+]",0.0000002494,0.733
51124,"STARLINK-3389 [+]",34221,"PSLV DEB [-]",0.00003699,0.253
27640,"CORIOLIS [+]",42349,"NOAA 16 DEB [-]",0.0000004269,0.796
55284,"STARLINK-5337 [+]",33313,"RAPIDEYE 5 [-]",0.000004554,0.711
49393,"YAOGAN-35 C [+]",58141,"YAOGAN-39 04A [+]",0.00000095,0.522
37387,"RESOURCESAT-2 [+]",41659,"NOAA 16 DEB [-]",0.0000008548,0.546
43813,"BRIO [+]",46041,"STARLINK-1580 [+]",0.00001942,0.363
47956,"CHALLENGE ONE [+]",4598,"COSMOS 375 [?]",0.000004658,0.465
48102,"STARLINK-2437 [+]",56743,"NEXTSAT-2 [+]",0.000007919,0.757
54785,"STARLINK-5440 [+]",9704,"SL-8 DEB [-]",0.00009335,0.21
33408,"SHIJIAN-6 03A (SJ-6 03A) [+]",57234,"STARLINK-6368 [+]",0.0000006796,0.633
57125,"STARLINK-6100 [+]",41339,"CHUBUSAT-3 [-]",0.0000006777,0.659
40536,"KOMPSAT-3A [+]",57997,"STARLINK-30523 [+]",0.000001472,0.501
42838,"LEMUR-2-ANDIS [+]",57816,"STARLINK-30386 [+]",0.000000608,0.67
56011,"STARLINK-5936 [+]",35655,"COSMOS 2251 DEB [-]",0.000006006,0.762
57715,"STARLINK-30300 [+]",5272,"COSMOS 397 DEB [-]",0.000001656,0.389
53619,"STARLINK-4609 [+]",57204,"SITRO-AIS 12 (SMIRENNIY) [+]",0.000004295,0.807
47748,"STARLINK-2162 [+]",34424,"COSMOS 2251 DEB [-]",0.000008853,0.513
52843,"STARLINK-4188 [+]",49840,"COSMOS 1408 DEB [-]",0.00002322,0.373
40298,"ASNARO [+]",48931,"HAWK-3B [+]",0.000006005,0.213
44949,"STARLINK-1122 [+]",4649,"THORAD AGENA D DEB [-]",0.000009943,0.575
40136,"LING QIAO [+]",43079,"IRIDIUM 131 [+]",0.0000009629,0.531
52775,"GUARDIAN [+]",56974,"LEMUR-2-NAZIYAH [+]",0.0000007308,0.58
57457,"STARLINK-30165 [+]",35066,"COSMOS 2251 DEB [-]",0.000001507,0.485
48802,"ONEWEB-0239 [+]",38325,"CZ-4C DEB [-]",0.000005089,0.65
49415,"STARLINK-3159 [+]",57039,"OBJECT AM [+]",0.000005693,0.644
56977,"LEMUR-2-AADAM-ALIYAH [+]",37854,"AUBIESAT-1 (AO-71) [-]",0.000001261,0.473
41900,"SPARK 1 [+]",36045,"COSMOS 2251 DEB [-]",0.000001784,0.633
43571,"IRIDIUM 158 [+]",40577,"DMSP 5D-2 F13 DEB [-]",0.0000005342,0.875
46457,"JILIN-1 GAOFEN 3E [+]",49529,"COSMOS 1408 DEB [-]",0.0000008413,0.787
51779,"STARLINK-3611 [+]",31791,"SL-24 DEB [-]",0.00001201,0.448
51053,"HYPSO-1 [+]",52754,"HAWK-5C [+]",0.0000007461,0.602
52909,"YAOGAN-35 02C [+]",55562,"EOS-7 [+]",0.000003069,0.303
53170,"STARLINK-4095 [+]",43430,"CZ-4B DEB [-]",0.000006578,0.585
57681,"STARLINK-30273 [+]",17911,"COSMOS 1842 [?]",0.0000005342,0.839
43252,"IRIDIUM 140 [+]",10120,"COSMOS 923 [?]",0.00000149,0.629
54083,"STARLINK-5178 [+]",5091,"COSMOS 397 DEB [-]",0.000004267,0.746
51782,"STARLINK-3616 [+]",44316,"WT 1B [?]",0.0000042,0.795
56101,"STARLINK-6095 [+]",26546,"MEGSAT-1 [-]",0.00001321,0.422
57857,"STARLINK-30424 [+]",48253,"OBJECT F [-]",0.0000008815,0.762
45179,"STARLINK-1143 [+]",10954,"DELTA 1 R/B(1) [-]",0.00002268,0.314
45603,"XINGYUN-2 02 [+]",55598,"STARLINK-5756 [+]",0.000006208,0.65
47723,"STARLINK-2107 [+]",56225,"AAC-HSI-SAT1 [+]",0.000006046,0.82
41875,"GOKTURK 1A [+]",27945,"STSAT-1 [-]",0.000001403,0.53
46462,"JILIN-1 GAOFEN 3J [+]",56937,"EIVE [+]",0.0000008001,0.603
44772,"STARLINK-1068 [+]",89161,"UNKNOWN [-]",0.000009256,0.567
40908,"LILACSAT-2 [+]",37473,"FENGYUN 1C DEB [-]",0.000001018,0.746
53249,"STARLINK-4128 [+]",57042,"OBJECT AQ [+]",0.00001627,0.383
42846,"CORVUS BC2 [+]",56458,"STARLINK-6050 [+]",0.000003669,0.265
57832,"YAOGAN-40 01B [+]",36236,"FENGYUN 1C DEB [-]",0.0000008635,0.575
47153,"STARLINK-1867 [+]",38649,"BREEZE-M DEB [-]",0.00001105,0.499
32956,"COSMOS 2439 [+]",3123,"DELTA 1 DEB [-]",0.000001559,0.682
47161,"STARLINK-1876 [+]",57044,"OBJECT AS [+]",0.0003768,0.087
56163,"CHECKMATE 5 [+]",29211,"SCOUT G-1 DEB [-]",0.000001915,0.612
45703,"STARLINK-1407 [+]",32787,"COMPASS-1 [-]",0.000005394,0.686
37191,"GLOBALSTAR M077 [+]",22035,"COSMOS 2198 [?]",0.0000008717,0.586
43768,"AISTECHSAT 2 [+]",55403,"STARLINK-5597 [+]",0.00002964,0.28
43185,"LEMUR-2-THENICKMOLO [+]",52581,"STARLINK-3915 [+]",0.00001299,0.513
58151,"STARLINK-30834 [+]",50669,"COSMOS 1408 DEB [-]",0.000001257,0.483
46296,"FLOCK 4V-10 [+]",51007,"FLOCK 4X-18 [+]",0.0000001493,0.513
43796,"THEA [+]",48455,"STARLINK-2497 [+]",0.000008039,0.543
43885,"LEMUR-2-GUSTAVO [+]",47979,"STARLINK-2325 [+]",0.000005742,0.771
44390,"ICEYE-X4 [+]",33312,"RAPIDEYE 2 [-]",0.0000006533,0.666
51714,"STARLINK-3528 [+]",41336,"BREEZE-KM R/B [-]",0.000007813,0.753
53214,"STARLINK-4353 [+]",43067,"H-2A R/B [-]",0.000006399,0.82
29079,"EROS B [+]",56847,"OBJECT B [+]",0.0000009784,0.517
53636,"STARLINK-4586 [+]",57028,"OBJECT AA [+]",0.00001816,0.361
57169,"OBJECT D [+]",6063,"SL-8 DEB [-]",0.000002114,0.584
40144,"TIANTUO 2 [+]",42783,"DIAMOND RED [+]",0.0000009156,0.535
45603,"XINGYUN-2 02 [+]",53685,"STARLINK-4626 [+]",0.000007592,0.748
56099,"STARLINK-6093 [+]",35403,"SCOUT G-1 DEB [-]",0.00000625,0.617
55102,"SPACEBEE-157 [+]",56495,"STARLINK-5529 [+]",0.0000005393,0.738
57616,"STARLINK-30075 [+]",26321,"CZ-4B DEB [-]",0.000001937,0.375
56954,"HOTSAT-1 [+]",46293,"3CAT-5B [-]",0.0000009586,0.531
49218,"ONEWEB-0355 [+]",21233,"SL-14 R/B [-]",0.000003286,0.64
40042,"POLYITAN-1 [+]",49467,"AVUM R/B [-]",0.000001863,0.436
43813,"BRIO [+]",48638,"STARLINK-2758 [+]",0.00002351,0.336
47625,"STARLINK-1704 [+]",49261,"CS1 [+]",0.000145,0.15
43884,"LEMUR-2-REMY-COLTON [+]",52365,"STARLINK-3874 [+]",0.00000738,0.848
56119,"STARLINK-6091 [+]",57208,"SITRO-AIS 11 (SHEFFER) [+]",0.00001818,0.39
51026,"FLOCK 4X-26 [+]",51047,"FLOCK 4X-9 [+]",0.0000002697,0.382
45603,"XINGYUN-2 02 [+]",44316,"WT 1B [?]",0.0000006742,0.79
57468,"STARLINK-30039 [+]",40023,"FLOCK 1C-10 [-]",0.0000003648,0.607
48123,"STARLINK-2464 [+]",270052,"UNKNOWN [-]",0.000008779,0.536
57964,"STARLINK-30396 [+]",18214,"COSMOS 1869 [?]",0.000001062,0.511
43113,"LEO 1 (LEO VANTAGE 1) [P]",4190,"THORAD AGENA D DEB [-]",0.0000005357,0.689
55643,"STARLINK-5483 [+]",13154,"SL-3 R/B [-]",0.000009736,0.612
47359,"STARLINK-2069 [+]",24165,"PEGASUS DEB [-]",0.000009765,0.547
